,External,Year,session 1,session 2,test 1,forum_Q_phase1,forum_A_phase1,office_hours_phase1,dropped_after_test_1
492,0,1,2,26,4,1.32,0.99,2.31,0
493,0,1,71,2,4,3.96,4.62,2.31,0
494,1,3,58,78,5,2.64,1.98,1.6500000000000001,0
495,1,2,4,16,1,0.99,0.33,0.66,0
496,1,2,71,85,1,5.61,1.6500000000000001,0.33,0
497,1,3,4,10,2,0.33,0.33,0.33,0
498,0,2,71,70,3,2.64,5.94,0.66,0
499,0,2,70,66,2,3.96,3.6300000000000003,0.33,0
500,1,2,57,59,3,0.5,0.5,0.0,0
501,1,3,62,59,4,0.4,0.0,0.0,0
502,1,2,28,50,4,0.0,0.5,0.5,0
503,1,2,27,10,4,1.32,2.64,1.32,0
504,1,3,57,66,2,2.97,2.64,1.6500000000000001,0
505,1,3,45,50,1,2.97,2.97,0.99,0
506,1,2,97,37,2,3.3000000000000003,3.3000000000000003,0.99,0
507,1,1,10,21,5,1.0,2.0,0.0,1
508,1,3,42,7,2,1.6500000000000001,6.2700000000000005,1.6500000000000001,0
509,0,2,5,12,5,0.33,0.33,0.66,0
510,1,1,19,12,5,6.2700000000000005,4.62,2.64,0
511,1,1,8,11,5,2.0,0.0,0.0,1
512,1,1,26,68,2,5.61,1.98,1.32,0
513,0,3,3,15,5,0.66,0.66,0.66,0
514,1,2,96,53,3,2.31,2.31,0.33,0
515,1,3,25,54,2,2.4000000000000004,1.6,0.4,0
516,0,3,61,62,2,2.64,2.64,1.6500000000000001,0
517,1,1,14,94,3,0.0,5.28,0.33,0
518,0,1,9,11,5,1.6500000000000001,0.99,1.98,0
519,1,3,55,52,4,3.96,2.97,1.6500000000000001,0
520,1,2,8,8,4,1.32,2.97,1.32,0
521,1,1,12,5,5,0.0,1.0,1.0,1
522,1,3,77,51,1,2.64,2.97,0.66,0
523,1,1,3,24,5,5.61,4.29,2.64,0
524,1,1,14,27,5,1.98,1.6500000000000001,1.6500000000000001,0
525,0,3,46,79,1,3.96,6.2700000000000005,0.99,0
526,1,3,11,73,2,1.98,1.6500000000000001,0.99,0
527,1,3,12,68,5,3.3000000000000003,2.31,0.66,0
528,1,3,1,79,1,5.28,3.96,0.33,0
529,0,2,4,32,2,7.0,2.0,0.0,1
530,0,2,20,74,2,6.2700000000000005,0.66,2.64,0
531,1,2,76,82,5,4.62,3.6300000000000003,0.33,0
532,1,3,78,72,5,2.0,0.4,0.4,0
533,1,2,17,20,5,9.24,2.97,2.64,0
534,0,3,3,96,5,2.4000000000000004,0.8,1.2000000000000002,0
535,1,3,49,54,4,1.0,0.0,0.0,0
536,1,3,64,10,2,1.98,1.32,0.66,0
537,1,3,16,76,5,1.98,1.98,0.99,0
538,1,2,84,74,1,4.62,1.32,0.66,0
539,1,2,56,51,2,0.5,0.5,0.5,0
540,1,2,95,63,3,5.61,1.6500000000000001,1.6500000000000001,0
541,0,1,93,79,3,5.61,7.92,0.99,0
542,1,2,41,12,5,1.2000000000000002,0.4,0.0,0
543,0,3,32,68,1,1.0,1.0,0.5,0
544,0,3,7,25,5,7.0,0.0,1.0,1
545,1,1,55,25,3,0.5,1.0,0.0,0
546,0,1,18,12,4,1.6500000000000001,1.32,2.64,0
547,1,3,59,70,3,4.29,1.6500000000000001,1.6500000000000001,0
548,1,3,35,56,2,3.6300000000000003,2.31,1.6500000000000001,0
549,1,3,31,97,1,2.97,0.0,0.66,0
550,1,1,50,36,4,0.5,1.0,0.5,0
551,1,1,58,25,1,0.0,0.5,0.0,0
552,1,3,18,23,4,2.0,1.0,0.0,1
553,1,3,32,44,1,4.4,0.8,0.0,0
554,0,2,33,67,1,4.4,1.6,1.2000000000000002,0
555,0,3,80,38,3,2.97,4.95,1.6500000000000001,0
556,1,2,60,57,2,5.61,2.64,0.66,0
557,1,3,77,70,1,2.64,1.6500000000000001,1.6500000000000001,0
558,1,1,66,7,1,4.29,1.6500000000000001,0.99,0
559,1,3,34,73,1,2.31,1.6500000000000001,1.32,0
560,0,2,70,15,2,0.99,0.99,1.98,0
561,1,1,53,98,2,2.97,1.32,0.66,0
562,1,3,8,23,1,2.0,0.0,0.0,0
563,0,3,94,55,1,4.95,1.32,1.6500000000000001,0
564,1,2,41,48,3,2.64,2.31,0.33,0
565,0,3,9,4,1,0.99,0.66,0.33,0
566,0,3,6,11,1,0.33,0.33,0.33,0
567,1,2,53,43,4,0.5,0.5,0.0,0
568,0,3,13,23,5,5.0,2.0,1.0,1
569,1,1,61,86,1,5.28,2.97,0.66,0
570,1,3,5,14,3,2.0,0.0,1.0,1
571,1,1,52,28,4,0.0,1.0,0.5,0
572,1,3,5,10,5,0.33,0.66,0.33,0
573,1,3,1,4,1,0.33,0.33,0.33,0
574,1,2,86,66,3,3.6300000000000003,3.3000000000000003,0.99,0
575,0,2,29,21,1,6.2700000000000005,3.3000000000000003,1.6500000000000001,0
576,1,2,53,62,1,5.61,2.31,1.6500000000000001,0
577,0,2,18,25,5,8.91,4.95,1.6500000000000001,0
578,1,3,54,85,4,1.6,1.6,0.4,0
579,1,3,39,66,2,2.64,1.6500000000000001,1.32,0
580,0,3,5,13,1,0.33,0.33,0.66,0
581,1,1,84,14,5,2.4000000000000004,0.0,0.4,0
582,0,3,56,80,1,0.5,0.5,0.0,0
583,1,3,66,69,5,5.61,2.64,0.66,0
584,0,1,7,4,4,9.24,4.29,2.64,0
585,1,1,69,35,4,3.6300000000000003,1.6500000000000001,0.66,0
586,0,3,8,16,2,0.0,0.66,0.66,0
587,0,1,2,18,5,6.6000000000000005,1.98,2.64,0
588,1,3,53,66,1,1.5,2.0,0.0,0
589,1,1,2,57,1,3.96,1.6500000000000001,0.66,0
590,0,2,62,92,3,5.28,4.29,1.32,0
591,1,3,9,12,1,0.99,0.99,0.66,0
592,1,3,61,62,4,2.64,2.64,1.6500000000000001,0
593,1,3,47,9,1,2.31,1.98,0.66,0
594,0,2,77,33,5,5.28,2.64,1.6500000000000001,0
595,0,1,13,13,5,3.6300000000000003,5.61,1.98,0
596,1,3,67,62,3,2.64,2.31,1.32,0
597,1,3,40,73,2,4.95,2.31,1.32,0
598,1,1,67,49,1,1.98,1.6500000000000001,0.99,0
599,1,3,13,57,5,4.95,1.98,1.6500000000000001,0
600,1,1,69,77,3,0.99,7.590000000000001,2.97,0
601,1,1,54,49,1,0.0,0.0,0.0,0
602,0,1,40,36,3,1.6500000000000001,0.99,0.99,0
603,1,3,91,51,2,1.98,2.97,1.6500000000000001,0
604,0,2,1,1,1,1.32,0.33,0.33,0
605,0,1,81,56,1,5.94,1.32,1.32,0
606,1,3,23,35,1,2.64,0.0,0.66,0
607,1,1,58,15,1,4.29,2.64,2.31,0
608,1,3,42,75,3,5.61,2.31,0.99,0
609,1,3,8,23,4,1.98,1.6500000000000001,1.98,0
610,1,3,74,68,5,0.5,0.0,0.0,0
611,1,1,84,32,2,5.61,0.99,0.66,0
612,1,2,58,54,2,4.95,2.97,0.99,0
613,0,3,40,50,2,1.5,0.0,0.5,0
614,1,3,50,27,2,0.0,1.0,0.0,0
615,0,3,2,7,5,1.32,0.99,0.33,0
616,0,3,10,1,5,3.96,6.2700000000000005,1.98,0
617,1,3,16,58,3,2.31,2.64,1.32,0
618,0,3,3,10,5,1.32,0.66,0.33,0
619,1,2,30,37,2,0.66,1.98,2.64,0
620,1,3,56,10,3,1.6,0.4,0.0,0
621,0,1,10,20,5,4.95,3.96,1.32,0
622,1,2,15,13,4,3.3000000000000003,1.32,2.31,0
623,1,2,1,6,5,0.99,0.66,0.33,0
624,1,3,31,42,4,3.3000000000000003,0.33,0.33,0
625,1,3,61,78,2,5.61,2.97,1.6500000000000001,0
626,1,3,86,3,1,2.64,2.31,0.66,0
627,1,2,26,26,3,3.3000000000000003,4.62,2.97,0
628,1,1,8,23,5,6.2700000000000005,6.2700000000000005,2.64,0
629,0,3,95,80,1,0.4,0.0,1.2000000000000002,0
630,0,2,12,12,4,7.92,4.95,1.6500000000000001,0
631,0,3,6,7,1,0.99,0.66,0.66,0
632,1,3,59,86,4,0.4,0.4,0.4,0
633,1,2,23,27,2,3.96,4.29,0.66,0
634,1,1,18,8,1,0.0,3.6300000000000003,1.6500000000000001,0
635,1,2,18,63,2,4.62,1.6500000000000001,1.6500000000000001,0
636,0,2,19,2,4,2.31,2.64,2.64,0
637,1,2,13,24,4,5.94,2.31,1.98,0
638,1,1,97,35,3,0.66,3.96,2.64,0
639,1,3,80,52,1,2.31,2.64,0.33,0
640,0,2,5,3,1,0.0,0.66,0.66,0
641,1,2,51,31,4,1.32,5.28,2.31,0
642,1,2,94,78,4,2.31,3.3000000000000003,0.33,0
643,1,1,19,14,3,2.0,1.0,1.0,1
644,1,1,24,15,1,2.31,2.31,2.64,0
645,0,2,99,38,4,5.28,1.6500000000000001,0.66,0
646,1,3,10,55,1,3.96,1.98,1.6500000000000001,0
647,1,2,25,13,4,1.2000000000000002,0.4,0.4,0
648,0,2,46,61,1,1.0,0.5,0.5,0
649,1,2,88,14,4,2.64,3.6300000000000003,2.31,0
650,0,3,14,18,4,5.28,5.28,1.6500000000000001,0
651,1,2,17,81,1,5.61,5.28,1.98,0
652,1,3,69,31,1,1.6500000000000001,1.6500000000000001,1.32,0
653,1,2,30,21,5,4.29,5.28,1.32,0
654,0,3,8,6,5,0.33,0.99,0.33,0
655,0,3,27,49,3,1.98,5.61,0.99,0
656,0,3,75,74,5,4.29,2.31,0.99,0
657,0,2,71,94,5,1.5,1.0,0.5,0
658,0,2,95,84,1,0.99,3.3000000000000003,0.66,0
659,1,2,8,7,1,0.33,0.99,0.66,0
660,1,3,67,62,3,2.31,2.64,1.32,0
661,0,1,4,23,4,5.28,2.97,1.98,0
662,1,2,17,28,5,9.57,2.31,2.31,0
663,1,3,16,77,2,5.28,2.31,1.32,0
664,1,2,52,98,4,2.5,1.5,1.0,0
665,0,3,8,9,1,0.99,0.99,0.33,0
666,0,3,9,12,1,1.32,0.33,0.33,0
667,0,2,19,16,4,7.590000000000001,3.96,1.98,0
668,1,3,45,58,2,4.29,2.31,0.66,0
669,0,1,72,78,2,1.32,3.3000000000000003,2.31,0
670,0,2,9,7,5,3.3000000000000003,4.29,2.64,0
671,1,2,76,27,4,2.8000000000000003,0.8,0.0,0
672,0,1,3,9,4,5.28,3.3000000000000003,2.31,0
673,1,3,77,71,3,5.28,1.6500000000000001,0.66,0
674,1,2,19,14,5,4.95,2.31,2.31,0
675,0,2,34,9,2,6.2700000000000005,3.3000000000000003,1.6500000000000001,0
676,0,1,5,23,4,6.930000000000001,4.29,1.6500000000000001,0
677,1,3,53,43,3,0.0,0.0,0.0,0
678,1,3,48,73,3,4.62,1.98,1.32,0
679,1,3,43,22,2,0.33,0.66,1.6500000000000001,0
680,1,1,6,86,5,0.0,0.33,1.98,0
681,1,2,27,57,3,2.0,0.0,1.0,1
682,1,3,19,26,4,0.66,0.99,0.66,0
683,0,3,8,1,5,0.33,0.99,0.66,0
684,0,3,8,14,1,1.32,0.99,0.33,0
685,1,3,67,58,4,4.62,1.98,1.6500000000000001,0
686,0,3,8,15,1,0.33,0.33,0.66,0
687,0,2,12,76,5,4.29,7.590000000000001,2.31,0
688,0,1,10,27,5,5.94,3.3000000000000003,2.64,0
689,1,1,82,81,3,1.98,0.99,0.33,0
690,0,1,12,7,5,4.62,4.62,1.98,0
691,1,2,54,46,3,0.0,1.0,0.0,0
692,0,2,88,43,3,5.28,1.32,0.33,0
693,1,3,39,44,4,0.99,0.99,0.66,0
694,1,3,10,46,2,4.29,0.99,0.0,0
695,0,2,3,6,4,6.2700000000000005,1.98,2.64,0
696,1,3,20,32,1,4.4,1.2000000000000002,0.4,0
697,0,2,5,15,1,0.0,0.33,0.33,0
698,0,2,2,17,5,4.62,5.28,1.6500000000000001,0
699,0,1,63,96,4,1.98,3.6300000000000003,1.6500000000000001,0
700,1,2,45,75,2,0.99,5.28,1.32,0
701,0,3,20,43,1,3.96,5.28,0.99,0
702,1,1,70,99,4,0.5,0.5,0.0,0
703,0,1,96,47,1,1.32,2.97,0.66,0
704,1,1,82,84,1,0.99,1.32,0.99,0
705,1,2,9,33,3,4.29,1.98,0.33,0
706,1,1,46,37,2,1.5,0.0,0.5,0
707,1,2,78,59,2,2.97,1.98,1.6500000000000001,0
708,1,3,97,87,3,3.6300000000000003,0.99,1.98,0
709,0,3,63,73,1,0.0,2.0,1.0,0
710,1,2,57,27,2,3.2,0.4,0.4,0
711,0,1,10,12,4,1.98,2.64,1.98,0
712,1,3,25,76,1,2.8000000000000003,0.0,0.0,0
713,0,2,18,12,4,3.96,4.62,2.31,0
714,0,1,67,76,1,3.3000000000000003,1.98,0.99,0
715,1,1,58,31,2,0.5,0.5,0.5,0
716,0,2,23,6,2,2.0,2.0,1.0,1
717,1,2,95,34,3,3.6300000000000003,1.6500000000000001,0.99,0
718,1,2,87,2,1,1.6500000000000001,0.99,1.32,0
719,1,2,48,64,1,3.3000000000000003,2.97,1.6500000000000001,0
720,0,2,97,33,1,4.95,0.99,0.33,0
721,1,3,1,6,5,0.99,0.66,0.33,0
722,0,2,94,33,1,5.94,2.31,1.32,0
723,1,3,59,99,1,0.0,1.32,2.31,0
724,0,2,8,6,2,0.0,0.99,0.66,0
725,1,2,80,76,1,3.6300000000000003,3.6300000000000003,1.6500000000000001,0
726,0,1,96,90,1,2.5,1.5,1.0,0
727,1,3,83,70,1,5.94,2.64,1.6500000000000001,0
728,0,2,16,0,2,6.0,0.0,0.0,1
729,0,3,6,6,2,0.99,0.99,0.33,0
730,0,3,19,29,5,7.260000000000001,6.2700000000000005,2.31,0
731,1,2,93,38,4,1.32,0.99,1.32,0
732,0,3,89,6,1,2.8000000000000003,0.4,0.8,0
733,1,3,14,52,1,2.97,1.98,0.99,0
734,1,2,35,60,1,1.6500000000000001,2.64,0.99,0
735,1,3,37,6,4,0.8,0.8,0.0,0
736,1,1,17,0,5,1.0,1.0,0.0,1
737,0,3,19,31,2,3.0,0.0,1.0,1
738,1,2,92,53,1,5.94,2.64,1.32,0
739,0,3,86,47,1,4.62,2.64,1.6500000000000001,0
740,0,1,12,20,4,6.930000000000001,3.6300000000000003,1.98,0
741,0,2,60,92,1,3.6300000000000003,1.98,1.32,0
742,0,2,96,65,1,3.5,0.0,0.0,0
743,1,3,53,20,3,0.5,0.5,0.5,0
744,1,2,88,65,5,4.4,0.0,0.0,0
745,1,3,12,10,4,3.2,1.2000000000000002,0.4,0
746,0,2,64,62,1,1.98,2.97,0.33,0
747,1,2,37,57,1,3.6300000000000003,2.31,0.66,0
748,1,1,56,46,2,0.5,0.0,0.0,0
749,1,3,7,11,5,0.0,0.33,0.33,0
750,0,3,59,58,2,3.5,0.0,1.0,0
751,1,1,90,79,1,1.98,1.98,0.33,0
752,1,1,23,9,2,0.0,1.0,1.0,1
753,0,3,5,20,3,3.3000000000000003,5.28,2.64,0
754,0,3,77,63,1,1.6500000000000001,4.62,2.97,0
755,1,1,24,95,1,4.29,1.6500000000000001,0.66,0
756,0,3,68,79,3,2.0,1.0,1.0,0
757,1,2,86,45,1,1.98,0.99,1.32,0
758,0,2,1,2,2,0.33,0.33,0.66,0
759,1,2,86,41,2,4.29,2.97,0.66,0
760,1,2,95,45,3,3.3000000000000003,1.32,1.6500000000000001,0
761,1,1,66,13,1,2.8000000000000003,0.8,0.4,0
762,1,3,10,71,1,1.98,1.98,1.32,0
763,0,3,2,15,5,1.32,0.99,0.33,0
764,1,3,69,55,3,6.2700000000000005,3.3000000000000003,0.66,0
765,1,3,9,65,2,2.64,1.98,0.33,0
766,1,3,88,46,2,5.61,4.29,2.64,0
767,1,2,40,25,2,2.0,1.2000000000000002,0.4,0
768,1,2,92,49,5,1.32,1.98,0.66,0
769,0,1,6,17,5,8.25,3.3000000000000003,1.98,0
770,0,1,63,38,5,0.0,1.98,2.31,0
771,0,1,80,10,4,4.95,6.930000000000001,0.66,0
772,1,1,89,41,1,1.32,6.930000000000001,1.98,0
773,1,1,22,38,2,2.31,0.99,0.99,0
774,0,3,26,66,3,3.0,1.5,1.0,0
775,1,2,25,27,2,0.99,6.930000000000001,0.66,0
776,1,3,44,51,5,3.6300000000000003,1.98,0.66,0
777,1,2,70,71,3,2.5,1.5,1.0,0
778,1,2,9,2,2,0.66,0.66,0.33,0
779,0,3,5,4,1,0.0,0.99,0.33,0
780,1,2,27,50,3,2.97,1.6500000000000001,1.32,0
781,0,3,90,96,2,4.62,3.6300000000000003,0.66,0
782,0,3,11,16,5,3.6300000000000003,2.64,2.64,0
783,0,3,6,8,2,0.99,0.33,0.66,0
784,0,1,7,8,4,6.930000000000001,4.95,2.31,0
785,1,3,79,5,4,4.4,0.8,0.0,0
786,1,3,92,91,4,2.64,1.6500000000000001,0.33,0
787,1,3,33,35,1,3.3000000000000003,1.98,0.33,0
788,0,3,7,13,5,1.32,0.99,0.33,0
789,0,3,7,4,5,0.66,0.33,0.66,0
790,1,3,25,75,4,4.29,2.97,0.99,0
791,1,3,41,51,1,3.96,0.66,0.0,0
792,1,3,55,71,5,2.64,1.6500000000000001,1.6500000000000001,0
793,1,3,64,68,1,2.64,2.97,0.66,0
794,1,1,52,27,3,0.0,0.0,0.5,0
795,0,3,8,14,2,0.33,0.33,0.66,0
796,1,3,41,51,2,1.5,0.0,0.5,0
797,1,3,36,39,4,3.96,5.94,2.31,0
798,1,2,6,3,2,2.0,1.0,1.0,1
799,1,3,14,22,5,3.6,1.6,0.0,0
800,0,3,1,10,1,0.99,0.99,0.33,0
801,0,2,27,98,2,0.0,0.33,2.31,0
802,1,3,31,40,5,0.5,0.5,0.0,0
803,0,2,6,8,1,0.99,0.66,0.66,0
804,1,1,1,3,5,7.590000000000001,2.97,1.98,0
805,1,2,79,98,3,5.28,1.32,1.32,0
806,0,3,8,41,1,3.6300000000000003,7.590000000000001,0.99,0
807,0,1,73,89,1,0.99,2.97,1.32,0
808,0,2,1,8,2,0.99,0.33,0.33,0
809,0,2,79,38,3,2.97,3.3000000000000003,1.6500000000000001,0
810,1,2,29,75,1,3.3000000000000003,1.32,0.66,0
811,1,3,62,57,1,2.64,2.64,0.99,0
812,1,2,79,10,3,5.28,6.2700000000000005,2.64,0
813,1,1,6,23,5,6.6000000000000005,1.32,1.32,0
814,1,3,53,14,5,2.97,3.96,2.64,0
815,1,2,80,3,2,5.94,5.61,1.32,0
816,1,3,40,56,5,3.96,2.97,1.6500000000000001,0
817,0,3,97,94,2,1.32,1.6500000000000001,0.33,0
818,0,2,1,3,5,8.91,4.29,2.31,0
819,0,3,8,8,5,1.32,0.33,0.66,0
820,1,1,47,51,1,1.5,0.5,0.5,0
821,0,3,44,23,3,2.97,0.99,2.31,0
822,1,1,54,28,3,2.64,1.6500000000000001,0.0,0
823,1,2,5,27,5,0.99,1.6500000000000001,1.98,0
824,0,1,5,20,4,7.590000000000001,4.95,1.32,0
825,1,3,38,78,2,5.28,2.64,1.6500000000000001,0
826,0,2,15,5,4,4.29,0.99,1.98,0
827,0,3,5,12,1,1.32,0.99,0.66,0
828,1,1,7,15,1,0.33,1.32,0.66,0
829,1,3,53,20,1,0.0,1.6,0.4,0
830,1,2,57,51,5,5.61,2.31,1.6500000000000001,0
831,0,3,9,12,1,0.66,0.33,0.33,0
832,0,2,42,49,3,2.97,0.33,0.99,0
833,1,3,75,92,3,1.32,1.32,0.66,0
834,1,3,66,62,5,4.62,2.31,1.6500000000000001,0
835,0,2,64,37,1,2.97,0.99,1.6500000000000001,0
836,1,3,41,57,2,3.6300000000000003,2.64,0.99,0
837,0,3,82,25,4,1.6500000000000001,1.98,2.31,0
838,1,2,1,25,4,5.94,0.99,2.64,0
839,1,1,4,76,3,4.29,1.32,0.33,0
840,1,1,48,50,4,2.0,0.5,0.0,0
841,1,3,6,13,2,0.99,0.33,0.66,0
842,0,3,18,22,5,6.0,1.0,1.0,1
843,1,1,9,7,3,1.0,1.0,1.0,1
844,0,2,24,50,2,0.0,2.0,1.0,0
845,1,1,43,38,2,3.3000000000000003,1.32,0.66,0
846,1,2,33,59,3,0.5,0.0,0.0,0
847,1,3,46,79,2,1.6500000000000001,2.64,1.32,0
848,1,3,4,15,5,8.91,2.31,1.6500000000000001,0
849,1,3,34,53,3,0.33,7.92,2.64,0
850,0,2,66,99,4,3.3000000000000003,4.95,2.64,0
851,1,1,3,18,4,4.29,3.96,2.64,0
852,1,2,58,50,1,2.97,1.6500000000000001,0.66,0
853,0,3,5,1,1,0.66,0.33,0.33,0
854,0,1,78,61,2,3.96,1.6500000000000001,0.33,0
855,1,3,25,30,3,2.0,1.0,0.0,1
856,1,1,85,72,5,3.5,2.0,1.0,0
857,0,3,7,8,5,0.0,0.99,0.33,0
858,1,2,14,6,2,0.0,1.0,0.0,1
859,1,3,55,36,3,0.0,0.0,0.5,0
860,1,3,93,75,3,5.61,2.31,1.32,0
861,1,1,92,14,2,5.28,7.260000000000001,0.33,0
862,0,2,99,86,4,0.5,2.0,0.5,0
863,1,3,36,14,4,2.97,0.66,0.0,0
864,1,3,24,53,5,1.6500000000000001,1.6500000000000001,1.6500000000000001,0
865,1,3,13,82,2,4.0,0.4,0.4,0
866,1,2,51,40,1,0.5,0.5,0.5,0
867,1,3,94,24,4,3.6300000000000003,1.98,0.99,0
868,0,3,5,10,5,0.33,0.66,0.66,0
869,0,2,95,43,3,1.6500000000000001,3.3000000000000003,1.32,0
870,1,1,36,39,3,0.5,0.5,0.5,0
871,1,1,40,50,5,1.2000000000000002,1.2000000000000002,0.4,0
872,0,3,8,12,5,4.0,0.0,1.0,1
873,0,1,16,2,5,5.94,2.64,2.31,0
874,0,2,84,96,5,2.31,0.99,0.33,0
875,1,3,85,79,1,2.31,1.6500000000000001,0.66,0
876,1,2,85,52,3,5.61,2.97,0.99,0
877,1,3,6,8,1,0.99,0.66,0.66,0
878,1,1,56,31,2,2.4000000000000004,1.2000000000000002,0.4,0
879,1,3,6,6,1,0.99,0.99,0.66,0
880,1,2,73,75,5,3.3000000000000003,1.6500000000000001,2.31,0
881,1,1,55,27,3,0.5,0.0,0.0,0
882,1,3,18,43,5,1.0,2.0,0.0,1
883,0,1,25,85,4,2.64,4.29,2.97,0
884,0,1,20,43,5,0.33,1.32,2.31,0
885,1,3,67,79,4,3.2,0.4,0.0,0
886,1,3,11,39,3,2.0,2.0,0.0,1
887,1,3,17,71,2,2.31,2.31,1.32,0
888,0,2,40,30,3,4.62,4.95,2.31,0
889,1,1,11,17,5,8.25,3.6300000000000003,1.6500000000000001,0
890,1,3,55,68,5,5.28,2.64,0.66,0
891,1,3,20,59,4,0.0,2.0,0.0,1
892,0,3,10,11,4,3.6300000000000003,0.99,1.98,0
893,1,2,3,12,5,2.97,6.2700000000000005,2.31,0
894,0,1,33,62,3,3.3000000000000003,7.92,2.64,0
895,1,2,10,57,5,2.0,1.2000000000000002,0.4,0
896,0,3,8,2,1,0.66,0.99,0.66,0
897,0,2,51,12,3,4.4,1.2000000000000002,1.2000000000000002,0
898,1,2,93,41,5,0.0,3.6300000000000003,2.31,0
899,1,3,94,17,2,4.29,1.98,1.98,0
900,1,2,93,2,1,0.8,1.2000000000000002,0.4,0
901,1,3,2,16,1,1.32,0.99,0.33,0
902,0,3,5,2,5,0.33,0.66,0.66,0
903,0,1,1,23,4,8.58,1.32,2.31,0
904,0,2,3,4,4,9.24,1.6500000000000001,1.6500000000000001,0
905,1,3,92,17,4,4.29,1.98,1.32,0
906,1,1,16,16,5,3.6300000000000003,4.29,1.6500000000000001,0
907,1,3,80,66,3,4.4,0.8,0.0,0
908,1,3,23,47,4,2.0,1.0,1.0,1
909,1,1,59,32,3,0.5,0.5,0.0,0
910,1,2,7,43,5,1.6,0.8,0.0,0
911,1,2,96,56,5,2.97,6.6000000000000005,0.99,0
912,0,3,31,93,3,0.0,0.33,2.97,0
913,1,1,29,5,3,1.6,0.4,0.4,0
914,1,1,33,37,4,2.0,0.5,0.0,0
915,1,2,77,70,3,5.94,5.94,1.32,0
916,1,1,69,69,4,1.98,2.64,0.66,0
917,0,3,80,71,1,5.28,2.64,0.66,0
918,0,3,63,59,3,3.3000000000000003,1.6500000000000001,0.66,0
919,1,1,76,71,2,2.97,1.6500000000000001,0.99,0
920,0,3,91,84,4,0.99,1.6500000000000001,1.32,0
921,1,3,26,26,5,2.0,0.0,0.0,1
922,0,1,12,22,4,1.6500000000000001,4.29,0.33,0
923,1,3,65,15,1,3.96,0.99,0.0,0
924,1,1,68,25,1,0.99,2.97,1.32,0
925,0,3,5,15,1,0.0,0.33,0.33,0
926,0,1,55,57,5,4.62,6.6000000000000005,1.32,0
927,1,1,8,1,5,2.0,1.0,0.0,1
928,0,2,69,59,1,1.32,3.3000000000000003,1.32,0
929,1,3,21,53,1,3.96,2.64,1.6500000000000001,0
930,1,3,59,38,3,0.0,0.0,0.5,0
931,1,3,55,47,4,0.0,0.0,0.0,0
932,1,2,6,14,2,0.99,0.99,0.66,0
933,0,3,9,16,2,0.0,0.99,0.33,0
934,1,3,76,34,2,1.32,0.99,1.32,0
935,1,3,39,63,5,1.2000000000000002,0.0,0.0,0
936,1,3,69,50,3,5.28,2.64,1.6500000000000001,0
937,1,3,97,34,1,2.31,1.32,0.99,0
938,0,3,9,14,1,1.32,0.66,0.66,0
939,1,3,6,1,1,0.0,0.33,0.66,0
940,0,1,65,69,3,1.6500000000000001,5.28,2.64,0
941,0,3,2,11,1,1.32,0.66,0.66,0
942,0,3,21,39,5,3.0,0.0,0.0,1
943,1,1,7,61,1,0.66,1.32,0.99,0
944,0,2,89,72,2,3.96,1.32,0.66,0
945,1,1,20,50,4,2.0,0.0,0.5,0
946,0,3,27,51,3,2.0,1.5,1.0,0
947,0,1,6,6,5,0.99,0.99,1.32,0
948,1,2,3,10,5,7.590000000000001,3.6300000000000003,1.98,0
949,1,3,12,74,4,4.95,2.97,0.99,0
950,1,2,31,48,1,2.31,0.33,0.33,0
951,1,3,28,32,1,1.32,1.6500000000000001,0.0,0
952,1,3,21,45,4,2.0,0.5,0.0,0
953,1,1,58,64,1,1.6,0.8,0.0,0
954,1,3,18,64,2,2.31,1.6500000000000001,1.6500000000000001,0
955,0,3,6,13,1,0.66,0.66,0.66,0
956,1,2,26,36,2,1.5,0.0,0.5,0
957,0,3,9,97,2,3.6,0.8,0.0,0
958,1,1,71,2,4,0.0,0.33,0.33,0
959,1,1,69,77,4,4.95,0.99,0.33,0
960,0,3,2,15,1,0.33,0.66,0.33,0
961,1,3,38,58,5,2.64,1.6500000000000001,0.99,0
962,0,2,92,92,4,1.0,1.5,0.0,0
963,1,2,56,85,1,4.29,1.6500000000000001,0.99,0
964,0,3,8,13,1,0.33,0.66,0.33,0
965,0,2,8,3,5,9.57,3.6300000000000003,1.98,0
966,1,2,4,4,5,1.32,0.66,0.66,0
967,1,2,17,11,3,4.0,2.0,0.0,1
968,0,2,10,16,4,1.6500000000000001,2.97,2.31,0
969,1,3,61,68,2,3.6300000000000003,2.31,0.99,0
970,0,3,1,16,1,1.32,0.33,0.66,0
971,1,3,24,69,1,4.29,2.97,1.6500000000000001,0
972,0,2,2,1,1,0.33,0.99,0.66,0
973,1,1,62,61,3,4.62,3.6300000000000003,0.33,0
974,1,3,50,79,2,4.62,2.31,1.6500000000000001,0
975,0,2,2,4,2,0.66,0.33,0.33,0
976,1,3,35,58,4,0.0,7.590000000000001,1.32,0
977,1,2,4,12,5,0.0,0.99,0.33,0
978,1,1,14,14,5,0.0,1.0,1.0,1
979,1,3,32,51,4,2.31,1.98,1.32,0
980,0,2,9,16,1,0.33,0.33,0.33,0
981,1,1,15,66,1,0.0,0.99,0.0,0
982,1,1,2,6,5,0.0,0.0,1.0,1
983,0,3,3,3,1,0.33,0.33,0.66,0
984,1,3,6,2,5,0.33,0.33,0.33,0
