,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout,completion_stage
333,0,2,18,8,5,21.0,32.0,5.0,66.0,3.0,96.0,1.0,4.0,4.0,24,17,4,0,3
334,0,2,6,19,5,28.0,35.0,5.0,77.0,2.0,92.0,3.0,5.0,4.0,12,10,4,0,3
335,0,3,5,12,1,13.0,42.0,3.0,49.0,1.0,29.0,1.0,3.0,1.0,0,1,2,0,3
336,0,3,9,2,5,13.0,17.0,1.0,27.0,5.0,26.0,4.0,1.0,4.0,4,1,1,0,3
337,1,3,77,93,3,77.0,58.0,2.0,68.0,2.0,79.0,5.0,1.0,3.0,3,5,3,0,3
338,0,3,5,15,1,8.0,32.0,5.0,27.0,2.0,27.0,4.0,1.0,3.0,3,3,2,0,3
339,1,3,6,3,1,13.0,19.0,1.0,47.0,1.0,27.0,2.0,1.0,1.0,4,2,1,0,3
340,0,3,80,35,5,62.0,92.0,2.0,38.0,2.0,53.0,1.0,1.0,2.0,13,3,1,0,3
341,0,3,3,14,1,5.0,40.0,2.0,31.0,4.0,25.0,2.0,3.0,3.0,2,2,2,0,3
343,0,3,75,57,2,83.0,5.0,1.0,29.0,1.0,31.0,1.0,1.0,3.0,5,4,4,0,3
345,1,3,77,94,5,80.0,51.0,1.0,28.0,1.0,55.0,1.0,2.0,1.0,19,4,5,0,3
347,0,3,8,6,1,2.0,33.0,3.0,45.0,4.0,26.0,1.0,1.0,4.0,0,3,1,0,3
350,0,1,47,11,4,44.0,78.0,1.0,70.0,5.0,80.0,2.0,3.0,4.0,6,23,3,0,3
351,0,2,17,4,4,56.0,36.0,4.0,58.0,1.0,98.0,2.0,2.0,2.0,13,15,5,0,3
353,1,2,98,54,2,46.0,56.0,1.0,57.0,3.0,62.0,1.0,5.0,1.0,12,3,1,0,3
356,0,3,7,1,2,8.0,14.0,1.0,41.0,1.0,22.0,2.0,1.0,4.0,4,1,2,0,3
357,0,3,7,10,1,9.0,21.0,1.0,44.0,2.0,24.0,1.0,2.0,1.0,0,3,1,0,3
358,1,3,27,63,5,60.0,45.0,2.0,61.0,5.0,71.0,4.0,4.0,2.0,9,6,5,0,3
359,0,3,77,70,1,82.0,92.0,1.0,66.0,5.0,82.0,5.0,2.0,1.0,8,18,6,0,3
362,1,1,8,11,4,51.0,31.0,4.0,86.0,4.0,73.0,5.0,5.0,2.0,12,15,6,0,3
365,1,3,86,78,2,56.0,42.0,1.0,80.0,1.0,48.0,4.0,4.0,1.0,7,6,2,0,3
366,0,2,99,89,1,47.0,11.0,2.0,0.0,5.0,88.0,1.0,5.0,4.0,10,8,4,0,3
368,0,3,51,29,4,62.0,45.0,3.0,13.0,2.0,33.0,3.0,2.0,5.0,1,6,7,0,3
369,1,3,76,77,1,69.0,67.0,2.0,49.0,5.0,91.0,4.0,3.0,1.0,5,9,2,0,3
371,1,1,28,29,4,64.0,2.0,3.0,19.0,5.0,19.0,2.0,3.0,5.0,14,5,1,1,3
372,0,3,2,6,1,4.0,26.0,4.0,47.0,1.0,27.0,1.0,4.0,1.0,4,1,1,0,3
373,1,2,30,60,4,69.0,24.0,2.0,56.0,5.0,61.0,1.0,1.0,1.0,14,8,2,0,3
374,1,2,97,57,3,86.0,96.0,4.0,57.0,5.0,56.0,3.0,1.0,1.0,16,17,1,0,3
376,1,1,43,17,4,71.0,94.0,3.0,60.0,3.0,33.0,3.0,3.0,4.0,3,6,0,1,3
377,1,2,75,76,1,52.0,37.0,1.0,9.0,5.0,94.0,5.0,1.0,2.0,4,11,4,0,3
378,1,3,44,63,1,74.0,20.0,3.0,89.0,5.0,64.0,4.0,1.0,1.0,8,9,2,0,3
379,0,3,2,3,2,6.0,44.0,3.0,49.0,1.0,21.0,1.0,2.0,3.0,3,2,2,0,3
380,0,2,8,17,5,32.0,35.0,4.0,88.0,3.0,60.0,4.0,5.0,2.0,26,6,7,0,3
381,1,1,28,58,2,54.0,43.0,3.0,17.0,5.0,87.0,1.0,5.0,1.0,12,8,3,0,3
382,0,3,7,7,5,12.0,44.0,1.0,43.0,2.0,20.0,4.0,1.0,2.0,1,1,2,0,3
384,0,2,9,23,4,25.0,39.0,3.0,59.0,3.0,65.0,1.0,4.0,2.0,17,5,8,0,3
385,1,2,48,12,1,80.0,22.0,3.0,70.0,5.0,96.0,5.0,2.0,1.0,15,19,1,0,3
388,0,3,3,2,1,3.0,57.0,2.0,49.0,2.0,20.0,2.0,4.0,3.0,1,1,2,0,3
389,0,2,95,13,5,47.0,81.0,4.0,74.0,1.0,25.0,3.0,4.0,3.0,1,6,8,0,3
391,1,2,18,9,4,22.0,51.0,5.0,93.0,2.0,90.0,1.0,2.0,2.0,8,3,7,0,3
392,1,2,65,75,1,20.0,98.0,1.0,9.0,4.0,37.0,5.0,5.0,5.0,3,3,2,1,3
395,0,1,4,4,5,33.0,46.0,4.0,60.0,1.0,91.0,3.0,2.0,1.0,11,3,5,0,3
396,0,2,1,27,5,27.0,44.0,2.0,74.0,2.0,54.0,2.0,2.0,3.0,23,4,5,0,3
397,1,1,3,34,5,71.0,13.0,2.0,22.0,3.0,13.0,2.0,4.0,5.0,7,3,1,1,3
398,0,2,3,3,2,4.0,8.0,1.0,38.0,5.0,20.0,1.0,1.0,4.0,4,2,1,0,3
399,0,2,59,23,1,80.0,73.0,2.0,78.0,3.0,47.0,5.0,4.0,3.0,0,12,7,0,3
401,1,3,44,65,1,99.0,60.0,3.0,33.0,5.0,82.0,4.0,5.0,1.0,17,5,5,0,3
402,1,1,23,70,1,76.0,48.0,1.0,30.0,2.0,37.0,4.0,4.0,1.0,14,18,2,0,3
403,1,3,48,52,1,81.0,24.0,3.0,12.0,5.0,97.0,1.0,5.0,1.0,13,9,4,0,3
404,1,2,38,39,4,25.0,99.0,5.0,7.0,2.0,27.0,2.0,5.0,5.0,10,4,0,1,3
406,1,3,24,75,5,52.0,24.0,3.0,94.0,4.0,52.0,1.0,5.0,2.0,11,7,4,0,3
408,1,1,24,51,5,85.0,74.0,1.0,11.0,5.0,58.0,4.0,5.0,5.0,11,5,5,0,3
410,1,2,58,59,5,78.0,70.0,1.0,40.0,5.0,53.0,3.0,1.0,1.0,11,5,2,0,3
411,0,3,3,16,2,4.0,38.0,4.0,36.0,1.0,26.0,2.0,3.0,1.0,4,1,2,0,3
412,1,3,14,55,2,50.0,74.0,2.0,94.0,2.0,59.0,1.0,5.0,1.0,17,5,4,0,3
413,1,3,57,31,1,82.0,48.0,5.0,74.0,4.0,65.0,1.0,2.0,3.0,7,6,1,0,3
415,1,1,46,66,1,67.0,62.0,1.0,7.0,3.0,74.0,4.0,3.0,1.0,6,5,2,0,3
419,0,3,4,27,4,25.0,33.0,2.0,84.0,2.0,99.0,1.0,5.0,4.0,18,14,6,0,3
420,1,2,71,60,5,67.0,44.0,5.0,4.0,2.0,55.0,3.0,5.0,2.0,10,9,4,0,3
423,1,2,73,52,2,82.0,66.0,5.0,27.0,2.0,33.0,4.0,5.0,1.0,11,24,1,0,3
424,1,2,79,77,4,81.0,88.0,1.0,7.0,2.0,96.0,1.0,5.0,3.0,18,3,3,0,3
425,0,1,15,3,5,34.0,39.0,2.0,46.0,2.0,66.0,1.0,3.0,3.0,28,8,6,0,3
427,1,1,91,30,1,51.0,43.0,4.0,8.0,2.0,39.0,5.0,5.0,3.0,10,5,0,1,3
428,0,2,4,4,5,8.0,40.0,4.0,32.0,2.0,26.0,1.0,3.0,3.0,0,1,1,0,3
429,0,3,7,8,1,4.0,23.0,4.0,49.0,4.0,23.0,5.0,2.0,2.0,2,2,1,0,3
430,1,3,73,57,3,92.0,33.0,4.0,0.0,4.0,70.0,3.0,4.0,2.0,16,5,4,0,3
432,0,2,8,16,1,12.0,23.0,2.0,40.0,4.0,28.0,4.0,2.0,1.0,3,2,1,0,3
433,0,2,19,14,4,35.0,35.0,4.0,94.0,2.0,91.0,3.0,5.0,4.0,8,11,5,0,3
434,1,3,56,57,2,95.0,24.0,5.0,99.0,5.0,88.0,5.0,3.0,1.0,11,8,3,0,3
436,0,2,9,3,2,11.0,31.0,3.0,39.0,1.0,25.0,1.0,1.0,1.0,1,3,1,0,3
438,0,3,5,6,1,12.0,39.0,2.0,30.0,2.0,28.0,2.0,1.0,1.0,2,2,1,0,3
440,1,3,44,71,5,85.0,73.0,2.0,68.0,1.0,19.0,2.0,4.0,4.0,15,6,4,0,3
441,1,1,94,37,4,64.0,33.0,3.0,12.0,3.0,82.0,4.0,1.0,5.0,8,3,5,0,3
444,1,3,70,37,1,56.0,65.0,3.0,87.0,5.0,71.0,2.0,5.0,1.0,7,2,2,0,3
445,0,1,67,74,4,31.0,84.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,12,7,3,0,3
446,0,1,5,26,5,52.0,45.0,4.0,64.0,2.0,70.0,2.0,2.0,4.0,16,19,4,0,3
447,0,1,77,86,4,49.0,90.0,5.0,3.0,2.0,41.0,1.0,1.0,1.0,13,14,3,0,3
448,0,2,5,12,2,13.0,23.0,4.0,39.0,5.0,20.0,5.0,1.0,4.0,2,1,1,0,3
450,1,2,70,1,2,60.0,71.0,3.0,58.0,4.0,43.0,1.0,5.0,1.0,9,4,6,0,3
452,1,3,23,77,1,52.0,25.0,1.0,43.0,2.0,79.0,4.0,4.0,2.0,8,5,5,0,3
453,1,1,75,71,1,71.0,96.0,3.0,41.0,3.0,37.0,5.0,2.0,1.0,19,5,3,0,3
455,1,3,75,31,1,87.0,64.0,2.0,63.0,2.0,70.0,5.0,1.0,2.0,13,3,2,0,3
456,1,3,43,68,2,82.0,43.0,1.0,49.0,2.0,82.0,4.0,5.0,1.0,17,8,3,0,3
457,1,2,59,16,1,20.0,16.0,3.0,40.0,1.0,23.0,3.0,5.0,5.0,1,1,0,1,3
458,1,2,15,3,5,51.0,36.0,3.0,88.0,3.0,43.0,4.0,5.0,4.0,22,19,6,0,3
459,0,2,4,7,1,1.0,8.0,5.0,39.0,2.0,21.0,2.0,1.0,3.0,2,3,1,0,3
461,1,1,84,54,1,54.0,93.0,3.0,77.0,1.0,94.0,1.0,1.0,3.0,14,8,1,0,3
465,0,2,6,5,5,2.0,41.0,3.0,31.0,1.0,21.0,1.0,1.0,1.0,0,3,1,0,3
466,0,3,5,10,5,6.0,37.0,4.0,28.0,2.0,25.0,3.0,1.0,1.0,1,3,2,0,3
467,1,1,15,26,5,26.0,41.0,4.0,71.0,3.0,37.0,4.0,4.0,3.0,27,3,8,0,3
468,0,1,6,15,5,25.0,40.0,5.0,96.0,2.0,54.0,5.0,2.0,1.0,10,14,5,0,3
469,1,2,8,2,2,12.0,48.0,1.0,25.0,4.0,20.0,1.0,4.0,1.0,0,3,2,0,3
470,0,3,16,16,5,43.0,53.0,4.0,91.0,2.0,42.0,3.0,3.0,1.0,10,10,7,0,3
474,0,1,67,35,3,39.0,96.0,5.0,90.0,4.0,5.0,2.0,4.0,1.0,6,24,1,0,3
475,1,3,46,76,5,77.0,42.0,5.0,98.0,5.0,97.0,5.0,5.0,1.0,15,7,5,0,3
477,1,3,49,65,5,95.0,49.0,4.0,20.0,5.0,68.0,3.0,3.0,1.0,11,6,3,0,3
479,0,2,17,24,5,40.0,32.0,4.0,72.0,2.0,34.0,1.0,2.0,4.0,5,3,4,0,3
480,0,3,28,76,4,55.0,54.0,3.0,90.0,1.0,27.0,1.0,3.0,1.0,16,22,6,0,3
481,1,1,10,17,5,30.0,40.0,5.0,84.0,5.0,91.0,1.0,2.0,4.0,24,15,8,0,3
483,1,1,26,97,4,11.0,67.0,5.0,44.0,1.0,13.0,4.0,1.0,3.0,3,23,5,0,3
484,1,2,87,33,1,81.0,18.0,2.0,23.0,3.0,19.0,4.0,4.0,4.0,7,5,3,1,3
486,1,1,66,66,1,76.0,47.0,1.0,51.0,4.0,94.0,5.0,5.0,1.0,6,5,5,0,3
487,1,3,70,66,4,50.0,44.0,2.0,50.0,5.0,99.0,3.0,5.0,1.0,10,5,3,0,3
488,0,2,4,12,2,8.0,55.0,2.0,48.0,4.0,23.0,1.0,3.0,1.0,3,3,2,0,3
490,1,3,85,65,4,80.0,32.0,1.0,52.0,1.0,67.0,1.0,1.0,4.0,11,6,3,0,3
492,0,1,2,26,4,54.0,46.0,3.0,45.0,1.0,65.0,2.0,2.0,3.0,4,3,7,0,3
493,0,1,71,2,4,16.0,38.0,2.0,75.0,1.0,99.0,5.0,1.0,1.0,12,14,7,0,3
494,1,3,58,78,5,50.0,33.0,2.0,52.0,3.0,81.0,2.0,5.0,1.0,8,6,5,0,3
495,1,2,4,16,1,10.0,21.0,3.0,25.0,1.0,28.0,2.0,3.0,4.0,3,1,2,0,3
496,1,2,71,85,1,53.0,32.0,1.0,8.0,4.0,60.0,1.0,4.0,4.0,17,5,1,0,3
497,1,3,4,10,2,10.0,12.0,3.0,32.0,1.0,28.0,1.0,2.0,4.0,1,1,1,0,3
498,0,2,71,70,3,71.0,11.0,1.0,38.0,5.0,2.0,1.0,3.0,2.0,8,18,2,0,3
499,0,2,70,66,2,40.0,33.0,4.0,24.0,3.0,62.0,1.0,5.0,4.0,12,11,1,0,3
503,1,2,27,10,4,67.0,73.0,1.0,6.0,4.0,25.0,4.0,5.0,1.0,4,8,4,0,3
504,1,3,57,66,2,67.0,20.0,4.0,62.0,5.0,51.0,2.0,1.0,1.0,9,8,5,0,3
505,1,3,45,50,1,55.0,54.0,1.0,35.0,5.0,73.0,3.0,5.0,2.0,9,9,3,0,3
506,1,2,97,37,2,49.0,36.0,1.0,37.0,5.0,38.0,5.0,2.0,1.0,10,10,3,0,3
508,1,3,42,7,2,23.0,67.0,2.0,53.0,5.0,89.0,1.0,5.0,3.0,5,19,5,0,3
509,0,2,5,12,5,9.0,51.0,3.0,39.0,2.0,26.0,2.0,2.0,3.0,1,1,2,0,3
510,1,1,19,12,5,52.0,31.0,4.0,55.0,3.0,62.0,3.0,4.0,2.0,19,14,8,0,3
512,1,1,26,68,2,93.0,73.0,1.0,98.0,2.0,94.0,1.0,3.0,5.0,17,6,4,0,3
513,0,3,3,15,5,2.0,37.0,2.0,44.0,1.0,23.0,1.0,3.0,4.0,2,2,2,0,3
514,1,2,96,53,3,68.0,20.0,1.0,36.0,5.0,24.0,3.0,4.0,3.0,7,7,1,0,3
516,0,3,61,62,2,78.0,62.0,3.0,37.0,5.0,38.0,2.0,2.0,5.0,8,8,5,0,3
517,1,1,14,94,3,75.0,24.0,1.0,68.0,3.0,84.0,1.0,1.0,3.0,0,16,1,0,3
518,0,1,9,11,5,45.0,34.0,5.0,58.0,4.0,72.0,3.0,2.0,3.0,5,3,6,0,3
519,1,3,55,52,4,72.0,79.0,5.0,72.0,5.0,56.0,4.0,1.0,1.0,12,9,5,0,3
520,1,2,8,8,4,20.0,33.0,4.0,78.0,2.0,63.0,2.0,1.0,1.0,4,9,4,0,3
522,1,3,77,51,1,78.0,41.0,2.0,76.0,5.0,74.0,3.0,1.0,1.0,8,9,2,0,3
523,1,1,3,24,5,29.0,47.0,4.0,46.0,3.0,51.0,3.0,5.0,1.0,17,13,8,0,3
524,1,1,14,27,5,55.0,33.0,5.0,46.0,2.0,59.0,2.0,2.0,4.0,6,5,5,0,3
525,0,3,46,79,1,10.0,4.0,2.0,64.0,2.0,4.0,5.0,1.0,2.0,12,19,3,0,3
526,1,3,11,73,2,50.0,69.0,3.0,97.0,5.0,87.0,2.0,5.0,2.0,6,5,3,0,3
527,1,3,12,68,5,66.0,22.0,5.0,48.0,3.0,63.0,3.0,1.0,1.0,10,7,2,0,3
528,1,3,1,79,1,23.0,1.0,5.0,39.0,2.0,62.0,3.0,1.0,1.0,16,12,1,0,3
530,0,2,20,74,2,60.0,75.0,3.0,22.0,3.0,38.0,1.0,1.0,3.0,19,2,8,0,3
531,1,2,76,82,5,40.0,80.0,1.0,40.0,1.0,41.0,1.0,5.0,4.0,14,11,1,0,3
533,1,2,17,20,5,32.0,46.0,3.0,57.0,4.0,31.0,5.0,1.0,4.0,28,9,8,0,3
536,1,3,64,10,2,23.0,9.0,3.0,59.0,3.0,78.0,1.0,2.0,5.0,6,4,2,0,3
537,1,3,16,76,5,56.0,36.0,2.0,76.0,1.0,63.0,5.0,3.0,5.0,6,6,3,0,3
538,1,2,84,74,1,75.0,41.0,1.0,46.0,3.0,95.0,1.0,1.0,3.0,14,4,2,0,3
540,1,2,95,63,3,75.0,77.0,1.0,18.0,3.0,38.0,4.0,2.0,2.0,17,5,5,0,3
541,0,1,93,79,3,98.0,29.0,5.0,27.0,3.0,99.0,4.0,4.0,1.0,17,24,3,0,3
546,0,1,18,12,4,20.0,41.0,3.0,62.0,2.0,98.0,3.0,2.0,3.0,5,4,8,0,3
547,1,3,59,70,3,67.0,24.0,4.0,41.0,5.0,72.0,5.0,4.0,2.0,13,5,5,0,3
548,1,3,35,56,2,70.0,58.0,1.0,3.0,5.0,64.0,3.0,4.0,2.0,11,7,5,0,3
549,1,3,31,97,1,71.0,24.0,1.0,61.0,2.0,13.0,1.0,3.0,5.0,9,0,2,1,3
555,0,3,80,38,3,49.0,5.0,1.0,46.0,3.0,20.0,2.0,5.0,3.0,9,15,5,0,3
556,1,2,60,57,2,57.0,73.0,1.0,32.0,5.0,49.0,1.0,3.0,3.0,17,8,2,0,3
557,1,3,77,70,1,56.0,68.0,5.0,91.0,2.0,59.0,3.0,3.0,2.0,8,5,5,0,3
558,1,1,66,7,1,39.0,35.0,5.0,72.0,4.0,22.0,2.0,5.0,3.0,13,5,3,1,3
559,1,3,34,73,1,90.0,57.0,2.0,28.0,4.0,58.0,5.0,3.0,5.0,7,5,4,0,3
560,0,2,70,15,2,79.0,94.0,1.0,84.0,5.0,1.0,1.0,3.0,2.0,3,3,6,0,3
561,1,1,53,98,2,88.0,20.0,1.0,20.0,3.0,37.0,5.0,1.0,5.0,9,4,2,1,3
563,0,3,94,55,1,4.0,43.0,5.0,10.0,5.0,60.0,3.0,1.0,2.0,15,4,5,0,3
564,1,2,41,48,3,53.0,39.0,1.0,57.0,2.0,87.0,2.0,2.0,1.0,8,7,1,0,3
565,0,3,9,4,1,13.0,24.0,5.0,29.0,2.0,21.0,4.0,5.0,3.0,3,2,1,0,3
566,0,3,6,11,1,4.0,18.0,3.0,34.0,5.0,27.0,2.0,2.0,2.0,1,1,1,0,3
569,1,1,61,86,1,43.0,53.0,2.0,22.0,5.0,91.0,5.0,5.0,1.0,16,9,2,0,3
572,1,3,5,10,5,1.0,39.0,3.0,30.0,2.0,26.0,2.0,5.0,3.0,1,2,1,0,3
573,1,3,1,4,1,3.0,39.0,3.0,35.0,1.0,20.0,1.0,4.0,2.0,1,1,1,0,3
574,1,2,86,66,3,78.0,9.0,1.0,59.0,1.0,92.0,1.0,2.0,3.0,11,10,3,0,3
575,0,2,29,21,1,98.0,21.0,2.0,13.0,4.0,2.0,1.0,2.0,2.0,19,10,5,0,3
576,1,2,53,62,1,57.0,24.0,1.0,85.0,5.0,92.0,2.0,5.0,2.0,17,7,5,0,3
577,0,2,18,25,5,25.0,36.0,4.0,96.0,2.0,32.0,3.0,3.0,2.0,27,15,5,0,3
579,1,3,39,66,2,81.0,22.0,1.0,75.0,4.0,64.0,1.0,1.0,2.0,8,5,4,0,3
580,0,3,5,13,1,5.0,44.0,3.0,44.0,1.0,22.0,5.0,4.0,1.0,1,1,2,0,3
583,1,3,66,69,5,71.0,70.0,4.0,60.0,1.0,72.0,4.0,5.0,1.0,17,8,2,0,3
584,0,1,7,4,4,52.0,52.0,4.0,89.0,1.0,54.0,1.0,3.0,3.0,28,13,8,0,3
585,1,1,69,35,4,51.0,28.0,5.0,61.0,1.0,56.0,1.0,4.0,3.0,11,5,2,0,3
586,0,3,8,16,2,9.0,42.0,4.0,30.0,1.0,25.0,2.0,4.0,1.0,0,2,2,0,3
587,0,1,2,18,5,59.0,51.0,4.0,57.0,2.0,60.0,2.0,2.0,3.0,20,6,8,0,3
589,1,1,2,57,1,30.0,83.0,4.0,15.0,2.0,17.0,3.0,5.0,5.0,12,5,2,1,3
590,0,2,62,92,3,26.0,27.0,5.0,81.0,3.0,9.0,5.0,3.0,2.0,16,13,4,0,3
591,1,3,9,12,1,3.0,12.0,3.0,31.0,1.0,22.0,4.0,1.0,1.0,3,3,2,0,3
592,1,3,61,62,4,95.0,47.0,3.0,19.0,4.0,55.0,2.0,4.0,1.0,8,8,5,0,3
593,1,3,47,9,1,87.0,28.0,2.0,67.0,2.0,24.0,1.0,5.0,3.0,7,6,2,0,3
594,0,2,77,33,5,58.0,18.0,1.0,50.0,1.0,64.0,5.0,1.0,1.0,16,8,5,0,3
595,0,1,13,13,5,43.0,48.0,3.0,68.0,5.0,55.0,5.0,2.0,2.0,11,17,6,0,3
596,1,3,67,62,3,61.0,69.0,1.0,73.0,1.0,51.0,1.0,3.0,1.0,8,7,4,0,3
597,1,3,40,73,2,80.0,70.0,1.0,65.0,5.0,82.0,1.0,1.0,2.0,15,7,4,0,3
598,1,1,67,49,1,93.0,22.0,3.0,41.0,1.0,58.0,3.0,3.0,1.0,6,5,3,0,3
599,1,3,13,57,5,91.0,23.0,3.0,88.0,5.0,71.0,3.0,5.0,1.0,15,6,5,0,3
600,1,1,69,77,3,69.0,77.0,3.0,57.0,4.0,25.0,4.0,4.0,3.0,3,23,9,0,3
602,0,1,40,36,3,9.0,68.0,4.0,63.0,1.0,48.0,5.0,4.0,3.0,5,3,3,0,3
603,1,3,91,51,2,46.0,19.0,1.0,77.0,2.0,37.0,5.0,2.0,3.0,6,9,5,0,3
604,0,2,1,1,1,10.0,11.0,5.0,26.0,1.0,25.0,2.0,2.0,1.0,4,1,1,0,3
605,0,1,81,56,1,67.0,70.0,2.0,23.0,5.0,61.0,2.0,2.0,4.0,18,4,4,0,3
606,1,3,23,35,1,80.0,70.0,5.0,12.0,4.0,28.0,4.0,5.0,3.0,8,0,2,1,3
607,1,1,58,15,1,19.0,61.0,3.0,48.0,1.0,92.0,1.0,3.0,1.0,13,8,7,0,3
608,1,3,42,75,3,77.0,77.0,3.0,57.0,5.0,86.0,4.0,5.0,2.0,17,7,3,0,3
609,1,3,8,23,4,46.0,46.0,3.0,69.0,2.0,55.0,1.0,2.0,2.0,6,5,6,0,3
611,1,1,84,32,2,56.0,43.0,1.0,73.0,4.0,71.0,1.0,3.0,3.0,17,3,2,0,3
612,1,2,58,54,2,83.0,75.0,3.0,52.0,5.0,89.0,5.0,5.0,2.0,15,9,3,0,3
615,0,3,2,7,5,6.0,41.0,3.0,34.0,5.0,21.0,1.0,1.0,3.0,4,3,1,0,3
616,0,3,10,1,5,58.0,51.0,4.0,70.0,3.0,64.0,3.0,1.0,4.0,12,19,6,0,3
617,1,3,16,58,3,52.0,37.0,2.0,64.0,1.0,66.0,1.0,5.0,1.0,7,8,4,0,3
618,0,3,3,10,5,10.0,9.0,2.0,36.0,4.0,22.0,2.0,1.0,2.0,4,2,1,0,3
619,1,2,30,37,2,63.0,38.0,5.0,21.0,5.0,84.0,1.0,1.0,1.0,2,6,8,0,3
621,0,1,10,20,5,56.0,43.0,4.0,52.0,2.0,96.0,3.0,2.0,2.0,15,12,4,0,3
622,1,2,15,13,4,39.0,54.0,4.0,64.0,2.0,91.0,4.0,4.0,3.0,10,4,7,0,3
623,1,2,1,6,5,10.0,33.0,2.0,49.0,2.0,25.0,3.0,5.0,4.0,3,2,1,0,3
624,1,3,31,42,4,52.0,81.0,3.0,47.0,4.0,25.0,4.0,5.0,5.0,10,1,1,1,3
625,1,3,61,78,2,98.0,37.0,3.0,71.0,5.0,66.0,4.0,5.0,2.0,17,9,5,0,3
626,1,3,86,3,1,91.0,35.0,5.0,45.0,1.0,15.0,5.0,5.0,1.0,8,7,2,0,3
627,1,2,26,26,3,9.0,73.0,5.0,37.0,4.0,34.0,3.0,1.0,3.0,10,14,9,0,3
628,1,1,8,23,5,20.0,48.0,4.0,90.0,3.0,42.0,2.0,2.0,2.0,19,19,8,0,3
630,0,2,12,12,4,34.0,39.0,3.0,66.0,4.0,82.0,1.0,2.0,3.0,24,15,5,0,3
631,0,3,6,7,1,8.0,10.0,4.0,48.0,2.0,28.0,4.0,1.0,1.0,3,2,2,0,3
633,1,2,23,27,2,46.0,91.0,4.0,21.0,1.0,72.0,5.0,5.0,1.0,12,13,2,0,3
634,1,1,18,8,1,4.0,89.0,3.0,57.0,2.0,53.0,5.0,1.0,4.0,0,11,5,0,3
635,1,2,18,63,2,72.0,41.0,2.0,2.0,5.0,71.0,5.0,5.0,1.0,14,5,5,0,3
636,0,2,19,2,4,22.0,53.0,3.0,73.0,5.0,22.0,2.0,2.0,3.0,7,8,8,0,3
637,1,2,13,24,4,36.0,31.0,3.0,55.0,3.0,35.0,3.0,2.0,4.0,18,7,6,0,3
638,1,1,97,35,3,98.0,9.0,3.0,1.0,3.0,83.0,4.0,3.0,4.0,2,12,8,0,3
639,1,3,80,52,1,51.0,30.0,1.0,44.0,2.0,81.0,1.0,4.0,3.0,7,8,1,0,3
640,0,2,5,3,1,5.0,19.0,3.0,45.0,2.0,22.0,4.0,1.0,3.0,0,2,2,0,3
641,1,2,51,31,4,26.0,56.0,3.0,14.0,5.0,44.0,1.0,5.0,1.0,4,16,7,0,3
642,1,2,94,78,4,70.0,48.0,2.0,23.0,4.0,45.0,1.0,3.0,4.0,7,10,1,0,3
644,1,1,24,15,1,94.0,54.0,1.0,22.0,4.0,54.0,1.0,1.0,1.0,7,7,8,0,3
645,0,2,99,38,4,90.0,29.0,3.0,43.0,5.0,95.0,5.0,2.0,1.0,16,5,2,0,3
646,1,3,10,55,1,79.0,26.0,3.0,26.0,2.0,62.0,5.0,1.0,1.0,12,6,5,0,3
649,1,2,88,14,4,44.0,13.0,3.0,79.0,4.0,67.0,1.0,1.0,2.0,8,11,7,0,3
650,0,3,14,18,4,42.0,34.0,4.0,98.0,3.0,53.0,1.0,4.0,3.0,16,16,5,0,3
651,1,2,17,81,1,79.0,9.0,5.0,32.0,3.0,37.0,5.0,5.0,3.0,17,16,6,0,3
652,1,3,69,31,1,92.0,35.0,2.0,56.0,1.0,76.0,3.0,1.0,1.0,5,5,4,0,3
653,1,2,30,21,5,44.0,34.0,4.0,70.0,2.0,76.0,3.0,2.0,5.0,13,16,4,0,3
654,0,3,8,6,5,8.0,24.0,3.0,48.0,2.0,24.0,2.0,5.0,3.0,1,3,1,0,3
655,0,3,27,49,3,53.0,74.0,5.0,97.0,1.0,33.0,4.0,1.0,2.0,6,17,3,0,3
656,0,3,75,74,5,79.0,85.0,1.0,69.0,2.0,49.0,5.0,5.0,1.0,13,7,3,0,3
658,0,2,95,84,1,82.0,19.0,5.0,47.0,1.0,28.0,5.0,2.0,5.0,3,10,2,0,3
659,1,2,8,7,1,1.0,38.0,2.0,34.0,1.0,20.0,1.0,3.0,4.0,1,3,2,0,3
660,1,3,67,62,3,55.0,46.0,5.0,78.0,5.0,81.0,4.0,5.0,2.0,7,8,4,0,3
661,0,1,4,23,4,51.0,44.0,2.0,94.0,2.0,58.0,3.0,2.0,4.0,16,9,6,0,3
662,1,2,17,28,5,43.0,36.0,4.0,69.0,3.0,46.0,5.0,1.0,4.0,29,7,7,0,3
663,1,3,16,77,2,84.0,79.0,1.0,70.0,2.0,52.0,3.0,3.0,1.0,16,7,4,0,3
665,0,3,8,9,1,3.0,24.0,3.0,30.0,4.0,29.0,3.0,5.0,3.0,3,3,1,0,3
666,0,3,9,12,1,9.0,48.0,2.0,45.0,2.0,24.0,1.0,1.0,1.0,4,1,1,0,3
667,0,2,19,16,4,42.0,39.0,3.0,55.0,3.0,21.0,3.0,3.0,1.0,23,12,6,0,3
