,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout
373,Y,second,30,60,D,69,24,B,56,F,61,A,A,A,14,8,2,N
374,Y,second,97,57,C,86,96,D,57,F,56,C,A,A,16,17,1,N
375,N,third,62,56,C,37,7,F,,,,,,,0,4,2,Y
376,Y,first,43,17,D,71,94,C,60,C,33,C,C,D,3,6,0,Y
377,Y,second,75,76,A,52,37,A,9,F,94,F,A,B,4,11,4,N
378,Y,third,44,63,A,74,20,C,89,F,64,D,A,A,8,9,2,N
379,N,third,2,3,B,6,44,C,49,A,21,A,B,C,3,2,2,N
380,N,second,8,17,F,32,35,D,88,C,60,D,F,B,26,6,7,N
381,Y,first,28,58,B,54,43,C,17,F,87,A,F,A,12,8,3,N
382,N,third,7,7,F,12,44,A,43,B,20,D,A,B,1,1,2,N
383,N,first,50,84,D,62,34,F,,,,,,,1,4,1,Y
384,N,second,9,23,D,25,39,C,59,C,65,A,D,B,17,5,8,N
385,Y,second,48,12,A,80,22,C,70,F,96,F,B,A,15,19,1,N
386,N,second,96,67,F,31,63,F,,,,,,,7,4,2,Y
387,Y,first,43,46,D,25,39,F,,,,,,,3,0,0,Y
388,N,third,3,2,A,3,57,B,49,B,20,B,D,C,1,1,2,N
389,N,second,95,13,F,47,81,D,74,A,25,C,D,C,1,6,8,N
390,Y,first,0,6,F,,,,,,,,,,1,0,0,Y
391,Y,second,18,9,D,22,51,F,93,B,90,A,B,B,8,3,7,N
392,Y,second,65,75,A,20,98,A,9,D,37,F,F,F,3,3,2,Y
393,Y,first,18,29,B,,,,,,,,,,3,1,1,Y
394,Y,second,54,29,A,57,6,F,,,,,,,1,0,0,Y
395,N,first,4,4,F,33,46,D,60,A,91,C,B,A,11,3,5,N
396,N,second,1,27,F,27,44,B,74,B,54,B,B,C,23,4,5,N
397,Y,first,3,34,F,71,13,B,22,C,13,B,D,F,7,3,1,Y
398,N,second,3,3,B,4,8,A,38,F,20,A,A,D,4,2,1,N
399,N,second,59,23,A,80,73,B,78,C,47,F,D,C,0,12,7,N
400,N,third,11,7,B,,,,,,,,,,6,0,1,Y
401,Y,third,44,65,A,99,60,C,33,F,82,D,F,A,17,5,5,N
402,Y,first,23,70,A,76,48,A,30,B,37,D,D,A,14,18,2,N
403,Y,third,48,52,A,81,24,C,12,F,97,A,F,A,13,9,4,N
404,Y,second,38,39,D,25,99,F,7,B,27,B,F,F,10,4,0,Y
405,Y,third,33,56,D,38,22,F,,,,,,,1,0,1,Y
406,Y,third,24,75,F,52,24,C,94,D,52,A,F,B,11,7,4,N
407,Y,first,99,67,A,32,56,F,85,F,,,,,10,4,0,Y
408,Y,first,24,51,F,85,74,A,11,F,58,D,F,F,11,5,5,N
409,Y,second,59,34,C,27,24,F,,,,,,,1,2,1,Y
410,Y,second,58,59,F,78,70,A,40,F,53,C,A,A,11,5,2,N
411,N,third,3,16,B,4,38,D,36,A,26,B,C,A,4,1,2,N
412,Y,third,14,55,B,50,74,B,94,B,59,A,F,A,17,5,4,N
413,Y,third,57,31,A,82,48,F,74,D,65,A,B,C,7,6,1,N
414,Y,second,52,41,C,40,10,F,,,,,,,0,0,0,Y
415,Y,first,46,66,A,67,62,A,7,C,74,D,C,A,6,5,2,N
416,Y,third,89,18,B,60,61,C,39,D,,,,,5,3,1,Y
417,Y,first,41,35,D,9,49,F,,,,,,,4,1,0,Y
418,N,third,24,38,F,,,,,,,,,,4,1,0,Y
419,N,third,4,27,D,25,33,B,84,B,99,A,F,D,18,14,6,N
420,Y,second,71,60,F,67,44,F,4,B,55,C,F,B,10,9,4,N
421,Y,first,36,26,F,82,4,F,26,D,,,,,8,0,0,Y
422,Y,second,12,1,F,,,,,,,,,,1,0,1,Y
423,Y,second,73,52,B,82,66,F,27,B,33,D,F,A,11,24,1,N
424,Y,second,79,77,D,81,88,A,7,B,96,A,F,C,18,3,3,N
425,N,first,15,3,F,34,39,B,46,B,66,A,C,C,28,8,6,N
426,N,third,84,17,B,26,63,C,87,F,,,,,8,4,3,Y
427,Y,first,91,30,A,51,43,D,8,B,39,F,F,C,10,5,0,Y
428,N,second,4,4,F,8,40,D,32,B,26,A,C,C,0,1,1,N
429,N,third,7,8,A,4,23,D,49,D,23,F,B,B,2,2,1,N
430,Y,third,73,57,C,92,33,D,0,D,70,C,D,B,16,5,4,N
431,Y,second,6,76,B,58,19,C,44,F,,,,,9,0,0,Y
432,N,second,8,16,A,12,23,B,40,D,28,D,B,A,3,2,1,N
433,N,second,19,14,D,35,35,D,94,B,91,C,F,D,8,11,5,N
434,Y,third,56,57,B,95,24,F,99,F,88,F,C,A,11,8,3,N
435,Y,second,42,37,F,4,37,F,,,,,,,0,0,1,Y
436,N,second,9,3,B,11,31,C,39,A,25,A,A,A,1,3,1,N
437,Y,first,75,57,D,71,7,C,27,D,,,,,9,1,1,Y
438,N,third,5,6,A,12,39,B,30,B,28,B,A,A,2,2,1,N
439,N,second,48,54,A,59,67,D,,,,,,,0,2,0,Y
440,Y,third,44,71,F,85,73,B,68,A,19,B,D,D,15,6,4,N
441,Y,first,94,37,D,64,33,C,12,C,82,D,A,F,8,3,5,N
442,Y,third,7,7,C,,,,,,,,,,3,0,0,Y
443,Y,first,11,15,F,,,,,,,,,,3,1,1,Y
444,Y,third,70,37,A,56,65,C,87,F,71,B,F,A,7,2,2,N
445,N,first,67,74,D,31,84,D,4,A,3,A,A,D,12,7,3,N
446,N,first,5,26,F,52,45,D,64,B,70,B,B,D,16,19,4,N
447,N,first,77,86,D,49,90,F,3,B,41,A,A,A,13,14,3,N
448,N,second,5,12,B,13,23,D,39,F,20,F,A,D,2,1,1,N
449,Y,second,6,10,F,,,,,,,,,,3,1,1,Y
450,Y,second,70,1,B,60,71,C,58,D,43,A,F,A,9,4,6,N
451,Y,first,30,52,B,33,34,C,,,,,,,0,1,1,Y
452,Y,third,23,77,A,52,25,A,43,B,79,D,D,B,8,5,5,N
453,Y,first,75,71,A,71,96,C,41,C,37,F,B,A,19,5,3,N
454,Y,first,3,6,D,,,,,,,,,,0,0,0,Y
455,Y,third,75,31,A,87,64,B,63,B,70,F,A,B,13,3,2,N
456,Y,third,43,68,B,82,43,A,49,B,82,D,F,A,17,8,3,N
457,Y,second,59,16,A,20,16,C,40,A,23,C,F,F,1,1,0,Y
458,Y,second,15,3,F,51,36,C,88,C,43,D,F,D,22,19,6,N
459,N,second,4,7,A,1,8,F,39,B,21,B,A,C,2,3,1,N
460,Y,first,16,18,B,,,,,,,,,,0,1,1,Y
461,Y,first,84,54,A,54,93,C,77,A,94,A,A,C,14,8,1,N
462,Y,first,24,28,B,68,40,F,61,D,,,,,7,0,1,Y
463,Y,first,16,8,D,,,,,,,,,,0,0,1,Y
464,N,first,91,51,A,48,46,A,,,,,,,2,2,0,Y
465,N,second,6,5,F,2,41,C,31,A,21,A,A,A,0,3,1,N
466,N,third,5,10,F,6,37,D,28,B,25,C,A,A,1,3,2,N
467,Y,first,15,26,F,26,41,D,71,C,37,D,D,C,27,3,8,N
468,N,first,6,15,F,25,40,F,96,B,54,F,B,A,10,14,5,N
469,Y,second,8,2,B,12,48,A,25,D,20,A,D,A,0,3,2,N
470,N,third,16,16,F,43,53,D,91,B,42,C,C,A,10,10,7,N
471,Y,first,58,44,A,59,13,F,,,,,,,1,0,0,Y
472,Y,first,35,10,A,11,79,D,58,D,,,,,11,3,0,Y
473,N,third,11,20,F,,,,,,,,,,3,0,1,Y
474,N,first,67,35,C,39,96,F,90,D,5,B,D,A,6,24,1,N
475,Y,third,46,76,F,77,42,F,98,F,97,F,F,A,15,7,5,N
476,Y,third,19,48,D,,,,,,,,,,0,2,0,Y
477,Y,third,49,65,F,95,49,D,20,F,68,C,C,A,11,6,3,N
478,Y,third,14,22,A,51,60,C,64,F,,,,,9,0,0,Y
479,N,second,17,24,F,40,32,D,72,B,34,A,B,D,5,3,4,N
480,N,third,28,76,D,55,54,C,90,A,27,A,C,A,16,22,6,N
481,Y,first,10,17,F,30,40,F,84,F,91,A,B,D,24,15,8,N
482,Y,second,73,69,F,27,44,B,23,C,,,,,6,1,0,Y
483,Y,first,26,97,D,11,67,F,44,A,13,D,A,C,3,23,5,N
484,Y,second,87,33,A,81,18,B,23,C,19,D,D,D,7,5,3,Y
485,N,third,2,40,A,68,30,C,92,F,,,,,7,4,1,Y
486,Y,first,66,66,A,76,47,A,51,D,94,F,F,A,6,5,5,N
487,Y,third,70,66,D,50,44,B,50,F,99,C,F,A,10,5,3,N
488,N,second,4,12,B,8,55,B,48,D,23,A,C,A,3,3,2,N
489,Y,first,52,36,A,35,22,F,,,,,,,0,2,1,Y
490,Y,third,85,65,D,80,32,A,52,A,67,A,A,D,11,6,3,N
491,N,second,67,67,A,75,87,A,,,,,,,2,3,1,Y
492,N,first,2,26,D,54,46,C,45,A,65,B,B,C,4,3,7,N
493,N,first,71,2,D,16,38,B,75,A,99,F,A,A,12,14,7,N
494,Y,third,58,78,F,50,33,B,52,C,81,B,F,A,8,6,5,N
495,Y,second,4,16,A,10,21,C,25,A,28,B,C,D,3,1,2,N
496,Y,second,71,85,A,53,32,A,8,D,60,A,D,D,17,5,1,N
497,Y,third,4,10,B,10,12,C,32,A,28,A,B,D,1,1,1,N
498,N,second,71,70,C,71,11,A,38,F,2,A,C,B,8,18,2,N
499,N,second,70,66,B,40,33,D,24,C,62,A,F,D,12,11,1,N
500,Y,second,57,59,C,48,20,F,,,,,,,1,1,0,Y
501,Y,third,62,59,D,45,59,C,30,D,,,,,1,0,0,Y
502,Y,second,28,50,D,24,33,F,,,,,,,0,1,1,Y
503,Y,second,27,10,D,67,73,A,6,D,25,D,F,A,4,8,4,N
504,Y,third,57,66,B,67,20,D,62,F,51,B,A,A,9,8,5,N
505,Y,third,45,50,A,55,54,A,35,F,73,C,F,B,9,9,3,N
506,Y,second,97,37,B,49,36,A,37,F,38,F,B,A,10,10,3,N
507,Y,first,10,21,F,,,,,,,,,,1,2,0,Y
508,Y,third,42,7,B,23,67,B,53,F,89,A,F,C,5,19,5,N
509,N,second,5,12,F,9,51,C,39,B,26,B,B,C,1,1,2,N
510,Y,first,19,12,F,52,31,D,55,C,62,C,D,B,19,14,8,N
511,Y,first,8,11,F,,,,,,,,,,2,0,0,Y
512,Y,first,26,68,B,93,73,A,98,B,94,A,C,F,17,6,4,N
513,N,third,3,15,F,2,37,B,44,A,23,A,C,D,2,2,2,N
514,Y,second,96,53,C,68,20,A,36,F,24,C,D,C,7,7,1,N
515,Y,third,25,54,B,12,1,F,38,D,,,,,6,4,1,Y
516,N,third,61,62,B,78,62,C,37,F,38,B,B,F,8,8,5,N
517,Y,first,14,94,C,75,24,A,68,C,84,A,A,C,0,16,1,N
518,N,first,9,11,F,45,34,F,58,D,72,C,B,C,5,3,6,N
519,Y,third,55,52,D,72,79,F,72,F,56,D,A,A,12,9,5,N
520,Y,second,8,8,D,20,33,D,78,B,63,B,A,A,4,9,4,N
521,Y,first,12,5,F,,,,,,,,,,0,1,1,Y
522,Y,third,77,51,A,78,41,B,76,F,74,C,A,A,8,9,2,N
523,Y,first,3,24,F,29,47,D,46,C,51,C,F,A,17,13,8,N
524,Y,first,14,27,F,55,33,F,46,B,59,B,B,D,6,5,5,N
525,N,third,46,79,A,10,4,B,64,B,4,F,A,B,12,19,3,N
526,Y,third,11,73,B,50,69,C,97,F,87,B,F,B,6,5,3,N
527,Y,third,12,68,F,66,22,F,48,C,63,C,A,A,10,7,2,N
528,Y,third,1,79,A,23,1,F,39,B,62,C,A,A,16,12,1,N
529,N,second,4,32,B,,,,,,,,,,7,2,0,Y
530,N,second,20,74,B,60,75,C,22,C,38,A,A,C,19,2,8,N
531,Y,second,76,82,F,40,80,A,40,A,41,A,F,D,14,11,1,N
532,Y,third,78,72,F,27,64,C,31,F,,,,,5,1,1,Y
533,Y,second,17,20,F,32,46,C,57,D,31,F,A,D,28,9,8,N
534,N,third,3,96,F,39,25,A,79,C,,,,,6,2,3,Y
535,Y,third,49,54,D,31,41,C,,,,,,,2,0,0,Y
536,Y,third,64,10,B,23,9,C,59,C,78,A,B,F,6,4,2,N
537,Y,third,16,76,F,56,36,B,76,A,63,F,C,F,6,6,3,N
538,Y,second,84,74,A,75,41,A,46,C,95,A,A,C,14,4,2,N
539,Y,second,56,51,B,54,9,F,,,,,,,1,1,1,Y
540,Y,second,95,63,C,75,77,A,18,C,38,D,B,B,17,5,5,N
541,N,first,93,79,C,98,29,F,27,C,99,D,D,A,17,24,3,N
542,Y,second,41,12,F,32,10,D,65,F,,,,,3,1,0,Y
543,N,third,32,68,A,88,59,D,,,,,,,2,2,1,Y
544,N,third,7,25,F,,,,,,,,,,7,0,1,Y
545,Y,first,55,25,C,38,19,F,,,,,,,1,2,0,Y
546,N,first,18,12,D,20,41,C,62,B,98,C,B,C,5,4,8,N
547,Y,third,59,70,C,67,24,D,41,F,72,F,D,B,13,5,5,N
548,Y,third,35,56,B,70,58,A,3,F,64,C,D,B,11,7,5,N
549,Y,third,31,97,A,71,24,A,61,B,13,A,C,F,9,0,2,Y
550,Y,first,50,36,D,59,7,F,,,,,,,1,2,1,Y
551,Y,first,58,25,A,63,3,D,,,,,,,0,1,0,Y
552,Y,third,18,23,D,,,,,,,,,,2,1,0,Y
553,Y,third,32,44,A,74,43,D,57,D,,,,,11,2,0,Y
554,N,second,33,67,A,92,16,C,61,F,,,,,11,4,3,Y
555,N,third,80,38,C,49,5,A,46,C,20,B,F,C,9,15,5,N
556,Y,second,60,57,B,57,73,A,32,F,49,A,C,C,17,8,2,N
557,Y,third,77,70,A,56,68,F,91,B,59,C,C,B,8,5,5,N
558,Y,first,66,7,A,39,35,F,72,D,22,B,F,C,13,5,3,Y
559,Y,third,34,73,A,90,57,B,28,D,58,F,C,F,7,5,4,N
560,N,second,70,15,B,79,94,A,84,F,1,A,C,B,3,3,6,N
561,Y,first,53,98,B,88,20,A,20,C,37,F,A,F,9,4,2,Y
562,Y,third,8,23,A,46,37,B,87,D,,,,,5,0,0,Y
563,N,third,94,55,A,4,43,F,10,F,60,C,A,B,15,4,5,N
564,Y,second,41,48,C,53,39,A,57,B,87,B,B,A,8,7,1,N
565,N,third,9,4,A,13,24,F,29,B,21,D,F,C,3,2,1,N
566,N,third,6,11,A,4,18,C,34,F,27,B,B,B,1,1,1,N
567,Y,second,53,43,D,57,22,D,,,,,,,1,1,0,Y
568,N,third,13,23,F,,,,,,,,,,5,2,1,Y
569,Y,first,61,86,A,43,53,B,22,F,91,F,F,A,16,9,2,N
570,Y,third,5,14,C,,,,,,,,,,2,0,1,Y
571,Y,first,52,28,D,42,14,D,,,,,,,0,2,1,Y
572,Y,third,5,10,F,1,39,C,30,B,26,B,F,C,1,2,1,N
573,Y,third,1,4,A,3,39,C,35,A,20,A,D,B,1,1,1,N
574,Y,second,86,66,C,78,9,A,59,A,92,A,B,C,11,10,3,N
575,N,second,29,21,A,98,21,B,13,D,2,A,B,B,19,10,5,N
576,Y,second,53,62,A,57,24,A,85,F,92,B,F,B,17,7,5,N
577,N,second,18,25,F,25,36,D,96,B,32,C,C,B,27,15,5,N
578,Y,third,54,85,D,79,43,F,76,D,,,,,4,4,1,Y
579,Y,third,39,66,B,81,22,A,75,D,64,A,A,B,8,5,4,N
580,N,third,5,13,A,5,44,C,44,A,22,F,D,A,1,1,2,N
581,Y,first,84,14,F,6,31,B,87,D,,,,,6,0,1,Y
582,N,third,56,80,A,40,83,D,,,,,,,1,1,0,Y
583,Y,third,66,69,F,71,70,D,60,A,72,D,F,A,17,8,2,N
584,N,first,7,4,D,52,52,D,89,A,54,A,C,C,28,13,8,N
585,Y,first,69,35,D,51,28,F,61,A,56,A,D,C,11,5,2,N
586,N,third,8,16,B,9,42,D,30,A,25,B,D,A,0,2,2,N
587,N,first,2,18,F,59,51,D,57,B,60,B,B,C,20,6,8,N
588,Y,third,53,66,A,89,30,D,,,,,,,3,4,0,Y
589,Y,first,2,57,A,30,83,D,15,B,17,C,F,F,12,5,2,Y
590,N,second,62,92,C,26,27,F,81,C,9,F,C,B,16,13,4,N
591,Y,third,9,12,A,3,12,C,31,A,22,D,A,A,3,3,2,N
592,Y,third,61,62,D,95,47,C,19,D,55,B,D,A,8,8,5,N
593,Y,third,47,9,A,87,28,B,67,B,24,A,F,C,7,6,2,N
594,N,second,77,33,F,58,18,A,50,A,64,F,A,A,16,8,5,N
595,N,first,13,13,F,43,48,C,68,F,55,F,B,B,11,17,6,N
596,Y,third,67,62,C,61,69,A,73,A,51,A,C,A,8,7,4,N
597,Y,third,40,73,B,80,70,A,65,F,82,A,A,B,15,7,4,N
598,Y,first,67,49,A,93,22,C,41,A,58,C,C,A,6,5,3,N
599,Y,third,13,57,F,91,23,C,88,F,71,C,F,A,15,6,5,N
600,Y,first,69,77,C,69,77,C,57,D,25,D,D,C,3,23,9,N
601,Y,first,54,49,A,29,15,F,,,,,,,0,0,0,Y
602,N,first,40,36,C,9,68,D,63,A,48,F,D,C,5,3,3,N
603,Y,third,91,51,B,46,19,A,77,B,37,F,B,C,6,9,5,N
604,N,second,1,1,A,10,11,F,26,A,25,B,B,A,4,1,1,N
605,N,first,81,56,A,67,70,B,23,F,61,B,B,D,18,4,4,N
606,Y,third,23,35,A,80,70,F,12,D,28,D,F,C,8,0,2,Y
607,Y,first,58,15,A,19,61,C,48,A,92,A,C,A,13,8,7,N
608,Y,third,42,75,C,77,77,C,57,F,86,D,F,B,17,7,3,N
609,Y,third,8,23,D,46,46,C,69,B,55,A,B,B,6,5,6,N
610,Y,third,74,68,F,66,96,D,,,,,,,1,0,0,Y
611,Y,first,84,32,B,56,43,A,73,D,71,A,C,C,17,3,2,N
612,Y,second,58,54,B,83,75,C,52,F,89,F,F,B,15,9,3,N
613,N,third,40,50,B,63,49,C,,,,,,,3,0,1,Y
614,Y,third,50,27,B,64,6,F,,,,,,,0,2,0,Y
615,N,third,2,7,F,6,41,C,34,F,21,A,A,C,4,3,1,N
616,N,third,10,1,F,58,51,D,70,C,64,C,A,D,12,19,6,N
617,Y,third,16,58,C,52,37,B,64,A,66,A,F,A,7,8,4,N
618,N,third,3,10,F,10,9,B,36,D,22,B,A,B,4,2,1,N
619,Y,second,30,37,B,63,38,F,21,F,84,A,A,A,2,6,8,N
620,Y,third,56,10,C,8,20,F,30,F,,,,,4,1,0,Y
621,N,first,10,20,F,56,43,D,52,B,96,C,B,B,15,12,4,N
622,Y,second,15,13,D,39,54,D,64,B,91,D,D,C,10,4,7,N
623,Y,second,1,6,F,10,33,B,49,B,25,C,F,D,3,2,1,N
624,Y,third,31,42,D,52,81,C,47,D,25,D,F,F,10,1,1,Y
625,Y,third,61,78,B,98,37,C,71,F,66,D,F,B,17,9,5,N
626,Y,third,86,3,A,91,35,F,45,A,15,F,F,A,8,7,2,N
627,Y,second,26,26,C,9,73,F,37,D,34,C,A,C,10,14,9,N
628,Y,first,8,23,F,20,48,D,90,C,42,B,B,B,19,19,8,N
629,N,third,95,80,A,96,59,C,92,D,,,,,1,0,3,Y
630,N,second,12,12,D,34,39,C,66,D,82,A,B,C,24,15,5,N
631,N,third,6,7,A,8,10,D,48,B,28,D,A,A,3,2,2,N
632,Y,third,59,86,D,22,62,B,80,F,,,,,1,1,1,Y
633,Y,second,23,27,B,46,91,D,21,A,72,F,F,A,12,13,2,N
634,Y,first,18,8,A,4,89,C,57,B,53,F,A,D,0,11,5,N
635,Y,second,18,63,B,72,41,B,2,F,71,F,F,A,14,5,5,N
636,N,second,19,2,D,22,53,C,73,F,22,B,B,C,7,8,8,N
637,Y,second,13,24,D,36,31,C,55,C,35,C,B,D,18,7,6,N
638,Y,first,97,35,C,98,9,C,1,C,83,D,C,D,2,12,8,N
639,Y,third,80,52,A,51,30,A,44,B,81,A,D,C,7,8,1,N
640,N,second,5,3,A,5,19,C,45,B,22,D,A,C,0,2,2,N
641,Y,second,51,31,D,26,56,C,14,F,44,A,F,A,4,16,7,N
642,Y,second,94,78,D,70,48,B,23,D,45,A,C,D,7,10,1,N
643,Y,first,19,14,C,,,,,,,,,,2,1,1,Y
644,Y,first,24,15,A,94,54,A,22,D,54,A,A,A,7,7,8,N
645,N,second,99,38,D,90,29,C,43,F,95,F,B,A,16,5,2,N
646,Y,third,10,55,A,79,26,C,26,B,62,F,A,A,12,6,5,N
647,Y,second,25,13,D,50,5,A,10,F,,,,,3,1,1,Y
648,N,second,46,61,A,14,8,F,,,,,,,2,1,1,Y
649,Y,second,88,14,D,44,13,C,79,D,67,A,A,B,8,11,7,N
650,N,third,14,18,D,42,34,D,98,C,53,A,D,C,16,16,5,N
651,Y,second,17,81,A,79,9,F,32,C,37,F,F,C,17,16,6,N
652,Y,third,69,31,A,92,35,B,56,A,76,C,A,A,5,5,4,N
653,Y,second,30,21,F,44,34,D,70,B,76,C,B,F,13,16,4,N
654,N,third,8,6,F,8,24,C,48,B,24,B,F,C,1,3,1,N
655,N,third,27,49,C,53,74,F,97,A,33,D,A,B,6,17,3,N
656,N,third,75,74,F,79,85,A,69,B,49,F,F,A,13,7,3,N
657,N,second,71,94,F,30,45,A,,,,,,,3,2,1,Y
658,N,second,95,84,A,82,19,F,47,A,28,F,B,F,3,10,2,N
659,Y,second,8,7,A,1,38,B,34,A,20,A,C,D,1,3,2,N
660,Y,third,67,62,C,55,46,F,78,F,81,D,F,B,7,8,4,N
661,N,first,4,23,D,51,44,B,94,B,58,C,B,D,16,9,6,N
662,Y,second,17,28,F,43,36,D,69,C,46,F,A,D,29,7,7,N
663,Y,third,16,77,B,84,79,A,70,B,52,C,C,A,16,7,4,N
664,Y,second,52,98,D,88,51,F,,,,,,,5,3,2,Y
665,N,third,8,9,A,3,24,C,30,D,29,C,F,C,3,3,1,N
666,N,third,9,12,A,9,48,B,45,B,24,A,A,A,4,1,1,N
667,N,second,19,16,D,42,39,C,55,C,21,C,C,A,23,12,6,N
668,Y,third,45,58,B,95,57,A,8,C,83,F,A,B,13,7,2,N
669,N,first,72,78,B,67,56,D,62,B,96,B,F,C,4,10,7,N
670,N,second,9,7,F,28,50,C,98,B,83,C,B,B,10,13,8,N
671,Y,second,76,27,D,27,16,D,55,C,,,,,7,2,0,Y
672,N,first,3,9,D,31,32,B,66,C,70,F,F,C,16,10,7,N
673,Y,third,77,71,C,56,25,F,33,F,93,D,A,A,16,5,2,N
674,Y,second,19,14,F,30,51,B,98,C,96,A,B,C,15,7,7,N
675,N,second,34,9,B,90,85,F,58,B,61,B,A,D,19,10,5,N
676,N,first,5,23,D,31,34,D,96,B,54,B,A,B,21,13,5,N
677,Y,third,53,43,C,27,1,D,,,,,,,0,0,0,Y
678,Y,third,48,73,C,60,45,A,65,C,83,C,F,B,14,6,4,N
679,Y,third,43,22,B,75,88,A,95,C,16,A,B,C,1,2,5,N
680,Y,first,6,86,F,94,35,A,60,A,12,D,C,A,0,1,6,N
681,Y,second,27,57,C,,,,,,,,,,2,0,1,Y
682,Y,third,19,26,D,79,48,A,79,B,53,B,B,F,2,3,2,Y
683,N,third,8,1,F,7,46,D,24,B,23,A,F,B,1,3,2,N
684,N,third,8,14,A,8,27,C,26,A,29,D,D,D,4,3,1,N
685,Y,third,67,58,D,90,45,A,13,B,53,C,A,A,14,6,5,N
686,N,third,8,15,A,2,12,C,42,A,22,A,A,A,1,1,2,N
687,N,second,12,76,F,55,63,B,60,A,33,F,A,F,13,23,7,N
688,N,first,10,27,F,24,51,D,64,A,23,C,D,D,18,10,8,N
689,Y,first,82,81,C,58,49,C,71,D,72,F,D,B,6,3,1,Y
690,N,first,12,7,F,50,47,F,92,B,62,D,B,D,14,14,6,N
691,Y,second,54,46,C,62,18,F,,,,,,,0,2,0,Y
692,N,second,88,43,C,55,93,A,73,B,44,D,A,F,16,4,1,N
693,Y,third,39,44,D,54,76,C,66,A,41,B,A,C,3,3,2,N
694,Y,third,10,46,B,88,96,D,54,F,37,B,F,F,13,3,0,Y
695,N,second,3,6,D,57,30,D,53,C,28,B,C,C,19,6,8,N
696,Y,third,20,32,A,1,40,B,67,F,,,,,11,3,1,Y
697,N,second,5,15,A,8,19,C,49,B,28,A,C,D,0,1,1,N
698,N,second,2,17,F,47,30,D,63,B,88,A,D,C,14,16,5,N
699,N,first,63,96,D,64,63,B,8,D,86,C,D,C,6,11,5,N
700,Y,second,45,75,B,15,13,F,85,A,20,B,A,B,3,16,4,N
701,N,third,20,43,A,61,93,B,68,D,90,A,D,A,12,16,3,N
702,Y,first,70,99,D,56,93,D,,,,,,,1,1,0,Y
703,N,first,96,47,A,60,23,A,41,A,55,B,A,F,4,9,2,N
704,Y,first,82,84,A,38,46,C,13,A,22,D,C,D,3,4,3,Y
705,Y,second,9,33,C,50,76,C,33,B,26,D,A,D,13,6,1,Y
706,Y,first,46,37,B,37,39,F,,,,,,,3,0,1,Y
707,Y,second,78,59,B,17,83,A,91,D,58,C,A,F,9,6,5,N
708,Y,third,97,87,C,24,86,C,90,D,5,A,D,C,11,3,6,N
709,N,third,63,73,A,48,85,F,,,,,,,0,4,2,Y
710,Y,second,57,27,B,88,38,B,59,F,,,,,8,1,1,Y
711,N,first,10,12,D,21,46,D,47,C,58,A,F,D,6,8,6,N
712,Y,third,25,76,A,74,52,B,57,D,,,,,7,0,0,Y
713,N,second,18,12,D,45,43,D,80,F,66,D,A,A,12,14,7,N
714,N,first,67,76,A,85,33,F,13,A,50,F,A,D,10,6,3,N
715,Y,first,58,31,B,56,5,F,,,,,,,1,1,1,Y
716,N,second,23,6,B,,,,,,,,,,2,2,1,Y
717,Y,second,95,34,C,74,54,C,12,B,82,A,A,A,11,5,3,N
718,Y,second,87,2,A,83,68,A,87,C,42,A,B,B,5,3,4,N
719,Y,second,48,64,A,66,37,B,14,D,73,A,A,B,10,9,5,N
720,N,second,97,33,A,46,10,C,32,A,24,C,B,D,15,3,1,N
721,Y,third,1,6,F,2,55,A,41,B,22,A,B,A,3,2,1,N
722,N,second,94,33,A,65,20,C,41,A,79,A,D,F,18,7,4,N
723,Y,third,59,99,A,14,52,A,4,A,97,F,D,A,0,4,7,N
724,N,second,8,6,B,3,29,F,37,A,23,A,F,A,0,3,2,N
725,Y,second,80,76,A,61,8,A,1,B,41,C,F,D,11,11,5,N
726,N,first,96,90,A,65,62,D,,,,,,,5,3,2,Y
727,Y,third,83,70,A,63,39,F,2,A,81,F,C,B,18,8,5,N
728,N,second,16,0,B,,,,,,,,,,6,0,0,Y
729,N,third,6,6,B,13,14,D,32,B,20,B,C,B,3,3,1,N
730,N,third,19,29,F,25,33,F,63,C,58,C,F,B,22,19,7,N
731,Y,second,93,38,D,18,42,C,38,D,42,F,B,A,4,3,4,N
732,N,third,89,6,A,45,53,A,84,F,,,,,7,1,2,Y
733,Y,third,14,52,A,69,52,A,35,F,60,A,A,B,9,6,3,N
734,Y,second,35,60,A,89,68,B,74,B,54,B,F,A,5,8,3,N
735,Y,third,37,6,D,71,8,C,10,F,,,,,2,2,0,Y
736,Y,first,17,0,F,,,,,,,,,,1,1,0,Y
737,N,third,19,31,B,,,,,,,,,,3,0,1,Y
738,Y,second,92,53,A,87,33,A,24,A,76,B,A,A,18,8,4,N
739,N,third,86,47,A,70,12,A,10,B,44,F,F,A,14,8,5,N
740,N,first,12,20,D,47,35,D,96,B,25,A,D,C,21,11,6,N
741,N,second,60,92,A,51,17,D,24,A,33,A,F,B,11,6,4,N
742,N,second,96,65,A,66,26,D,,,,,,,7,0,0,Y
743,Y,third,53,20,C,28,19,F,,,,,,,1,1,1,Y
744,Y,second,88,65,F,77,11,D,23,D,,,,,11,0,0,Y
745,Y,third,12,10,D,70,38,F,31,F,,,,,8,3,1,Y
