,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_quality,attendance_rate,attendance_score,forum_engagement,engagement_score,last_test_before_dropout,avg_test_score,engagement_level
127,0,third,6.0,14.0,A,1.0,41.0,D,25.0,B,29.0,B,D,C,4,1,2,0,4.0,1.0,3.0,3.0,1.0,2.0,0.19333333333333333,1.0,0.19333333333333333,5,0.1730260047281324,,2.6666666666666665,low
128,1,third,17.0,3.0,D,,,,,,,,,,2,0,1,1,1.0,,,,,,0.1,0.3333333333333333,0.03333333333333333,2,0.051654846335697405,1.0,,very low
129,0,third,90.0,14.0,D,93.0,29.0,A,77.0,D,,,,,0,0,0,1,1.0,4.0,1.0,,,,0.606,0.8333333333333334,0.505,0,0.2525,1.0,,low
130,0,third,2.0,10.0,A,6.0,46.0,A,36.0,A,23.0,D,A,B,1,3,1,0,4.0,4.0,4.0,1.0,4.0,3.0,0.205,1.0,0.205,4,0.15025413711583924,,4.0,very low
131,0,third,66.0,1.0,A,99.0,70.0,B,94.0,C,22.0,F,F,A,2,8,3,0,4.0,3.0,2.0,0.0,0.0,4.0,0.5866666666666667,1.0,0.5866666666666667,10,0.4238297872340425,,3.0,medium
132,1,third,7.0,12.0,F,3.0,33.0,C,42.0,B,20.0,F,C,D,3,1,2,0,0.0,2.0,3.0,0.0,2.0,1.0,0.195,1.0,0.195,4,0.16747635933806146,,1.6666666666666667,very low
133,1,first,8.0,29.0,F,58.0,47.0,C,50.0,F,78.0,A,D,B,12,5,5,0,0.0,2.0,0.0,4.0,1.0,3.0,0.45,1.0,0.45,17,0.44462174940898347,,0.6666666666666666,medium
134,1,first,62.0,84.0,C,51.0,84.0,A,36.0,C,21.0,A,B,C,8,8,5,0,2.0,4.0,2.0,4.0,3.0,2.0,0.5633333333333334,1.0,0.5633333333333334,16,0.49490543735224585,,2.6666666666666665,high
135,0,first,66.0,75.0,D,61.0,66.0,A,,,,,,,4,4,2,1,1.0,4.0,,,,,0.67,0.6666666666666666,0.44666666666666666,8,0.31884160756501184,4.0,,low
136,1,second,72.0,28.0,D,34.0,76.0,D,46.0,D,,,,,10,4,0,1,1.0,1.0,1.0,,,,0.512,0.8333333333333334,0.4266666666666667,14,0.3026950354609929,1.0,,low
137,0,second,,24.0,F,,,,,,,,,,0,2,0,1,0.0,,,,,,0.24,0.16666666666666666,0.039999999999999994,2,0.032765957446808505,0.0,,very low
138,1,third,21.0,77.0,C,50.0,55.0,B,16.0,C,97.0,C,C,F,5,9,4,0,2.0,3.0,2.0,2.0,2.0,0.0,0.5266666666666666,1.0,0.5266666666666666,14,0.4415839243498818,,2.3333333333333335,medium
139,1,first,96.0,33.0,D,89.0,67.0,A,20.0,C,64.0,F,B,C,9,11,1,0,1.0,4.0,2.0,0.0,3.0,2.0,0.615,1.0,0.615,20,0.45738179669030726,,2.3333333333333335,medium
140,1,third,25.0,59.0,A,50.0,55.0,B,91.0,C,50.0,C,F,D,9,8,4,0,4.0,3.0,2.0,2.0,0.0,1.0,0.55,1.0,0.55,17,0.47239952718676126,,3.0,medium
141,1,second,57.0,46.0,D,62.0,4.0,F,,,,,,,0,1,1,1,1.0,0.0,,,,,0.4225,0.6666666666666666,0.2816666666666666,1,0.1694385342789598,0.0,,low
142,0,first,50.0,19.0,F,32.0,48.0,C,30.0,C,71.0,A,A,D,16,15,2,0,0.0,2.0,2.0,4.0,4.0,1.0,0.41666666666666663,1.0,0.41666666666666663,31,0.45065011820330964,,1.3333333333333333,medium
143,1,third,61.0,84.0,D,48.0,11.0,C,49.0,D,,,,,0,0,0,1,1.0,2.0,1.0,,,,0.506,0.8333333333333334,0.4216666666666667,0,0.21083333333333334,1.0,,low
144,1,third,63.0,50.0,D,1.0,30.0,B,23.0,C,,,,,8,3,0,1,1.0,3.0,2.0,,,,0.33399999999999996,0.8333333333333334,0.2783333333333333,11,0.20937943262411346,2.0,,low
145,0,third,5.0,9.0,F,46.0,45.0,D,57.0,B,52.0,C,B,C,28,12,6,0,0.0,1.0,3.0,2.0,3.0,2.0,0.35666666666666663,1.0,0.35666666666666663,40,0.5669858156028368,,1.3333333333333333,high
146,1,third,53.0,59.0,D,19.0,13.0,C,44.0,D,16.0,F,F,C,8,3,0,1,1.0,2.0,1.0,0.0,0.0,2.0,0.34,1.0,0.34,11,0.24021276595744684,1.0,,low
147,0,first,3.0,56.0,B,51.0,53.0,C,18.0,A,75.0,B,A,C,8,6,5,0,3.0,2.0,4.0,3.0,4.0,2.0,0.42666666666666664,1.0,0.42666666666666664,14,0.41380614657210396,,3.0,medium
148,0,first,66.0,94.0,F,82.0,55.0,F,42.0,D,48.0,D,B,B,15,9,3,0,0.0,0.0,1.0,1.0,3.0,3.0,0.645,1.0,0.645,24,0.5423581560283688,,0.3333333333333333,high
149,0,first,49.0,86.0,F,28.0,7.0,D,22.0,B,27.0,F,A,C,8,4,6,0,0.0,1.0,3.0,0.0,4.0,2.0,0.365,1.0,0.365,12,0.39242907801418436,,1.3333333333333333,medium
150,0,second,1.0,15.0,A,8.0,16.0,F,35.0,A,25.0,A,C,C,4,2,1,0,4.0,0.0,4.0,4.0,2.0,2.0,0.16666666666666669,1.0,0.16666666666666669,6,0.1438534278959811,,2.6666666666666665,very low
151,1,first,15.0,90.0,B,2.0,9.0,B,37.0,C,,,,,7,2,0,1,3.0,3.0,2.0,,,,0.306,0.8333333333333334,0.255,9,0.1849468085106383,2.0,,low
152,1,third,1.0,13.0,F,40.0,28.0,F,28.0,F,,,,,7,4,0,1,0.0,0.0,0.0,,,,0.22,0.8333333333333334,0.18333333333333335,11,0.16187943262411347,0.0,,very low
153,0,third,1.0,7.0,A,2.0,11.0,C,37.0,B,27.0,A,B,B,4,2,2,0,4.0,2.0,3.0,4.0,3.0,3.0,0.14166666666666666,1.0,0.14166666666666666,6,0.15357565011820332,,3.0,very low
154,1,third,27.0,72.0,C,64.0,64.0,C,84.0,F,72.0,B,F,A,7,9,5,0,2.0,2.0,0.0,3.0,0.0,4.0,0.6383333333333333,1.0,0.6383333333333333,16,0.5324054373522459,,1.3333333333333333,high
155,0,second,6.0,3.0,A,3.0,44.0,C,36.0,A,24.0,B,B,D,4,3,2,0,4.0,2.0,4.0,3.0,3.0,1.0,0.19333333333333333,1.0,0.19333333333333333,7,0.1857919621749409,,3.3333333333333335,low
156,0,second,75.0,61.0,A,79.0,71.0,D,79.0,D,76.0,A,D,D,17,10,5,0,4.0,1.0,1.0,4.0,1.0,1.0,0.735,1.0,0.735,27,0.6509515366430261,,2.0,high
157,1,third,3.0,2.0,A,12.0,54.0,D,41.0,D,26.0,A,F,C,0,1,1,0,4.0,1.0,1.0,4.0,0.0,2.0,0.23,1.0,0.23,1,0.14360520094562648,,2.0,very low
158,1,third,11.0,60.0,A,50.0,78.0,C,53.0,D,67.0,D,F,B,10,6,2,0,4.0,2.0,1.0,1.0,0.0,3.0,0.5316666666666666,1.0,0.5316666666666666,16,0.41240543735224583,,2.3333333333333335,medium
159,0,second,99.0,44.0,A,81.0,18.0,D,38.0,D,77.0,C,A,A,17,10,3,0,4.0,1.0,1.0,2.0,4.0,4.0,0.595,1.0,0.595,27,0.5365070921985815,,2.0,high
160,1,first,11.0,10.0,F,,,,,,,,,,2,0,0,1,0.0,,,,,,0.105,0.3333333333333333,0.034999999999999996,2,0.03026595744680851,0.0,,very low
161,1,third,42.0,71.0,B,61.0,33.0,B,46.0,D,70.0,C,F,D,13,8,5,0,3.0,3.0,1.0,2.0,0.0,1.0,0.5383333333333333,1.0,0.5383333333333333,21,0.5143203309692672,,2.3333333333333335,high
162,1,third,3.0,54.0,A,17.0,65.0,F,32.0,B,39.0,A,A,C,17,13,2,0,4.0,0.0,3.0,4.0,4.0,2.0,0.35,1.0,0.35,30,0.4109338061465721,,2.3333333333333335,medium
163,0,third,5.0,10.0,A,7.0,42.0,B,37.0,B,24.0,A,C,D,3,2,2,0,4.0,3.0,3.0,4.0,2.0,1.0,0.20833333333333331,1.0,0.20833333333333331,5,0.18052600472813238,,3.3333333333333335,low
164,1,first,15.0,31.0,F,54.0,4.0,A,98.0,F,26.0,F,C,F,8,7,1,0,0.0,4.0,0.0,0.0,2.0,0.0,0.38,1.0,0.38,15,0.30796690307328606,,1.3333333333333333,low
165,1,first,34.0,33.0,B,20.0,63.0,D,31.0,D,28.0,C,D,A,1,21,2,0,3.0,1.0,1.0,2.0,1.0,4.0,0.3483333333333334,1.0,0.3483333333333334,22,0.35903664302600474,,1.6666666666666667,low
166,1,first,51.0,42.0,C,32.0,2.0,F,,,,,,,1,0,0,1,2.0,0.0,,,,,0.3175,0.6666666666666666,0.21166666666666667,1,0.11221631205673759,0.0,,very low
167,1,first,48.0,43.0,C,43.0,16.0,F,,,,,,,1,1,1,1,2.0,0.0,,,,,0.375,0.6666666666666666,0.25,2,0.15998817966903073,0.0,,very low
168,0,second,79.0,49.0,A,65.0,40.0,A,19.0,D,53.0,C,B,A,12,5,4,0,4.0,4.0,1.0,2.0,3.0,4.0,0.5083333333333333,1.0,0.5083333333333333,17,0.4515661938534279,,3.0,medium
169,1,third,18.0,81.0,A,59.0,17.0,A,49.0,F,22.0,A,D,A,19,17,6,0,4.0,4.0,0.0,4.0,1.0,4.0,0.41,1.0,0.41,36,0.5681205673758865,,2.6666666666666665,high
170,0,third,56.0,23.0,B,18.0,77.0,B,73.0,F,,,,,10,1,1,1,3.0,3.0,0.0,,,,0.494,0.8333333333333334,0.4116666666666667,11,0.29826832151300237,0.0,,low
171,0,third,4.0,14.0,A,1.0,48.0,D,31.0,B,22.0,A,A,D,0,2,2,0,4.0,1.0,3.0,4.0,4.0,1.0,0.2,1.0,0.2,2,0.15721040189125296,,2.6666666666666665,very low
172,0,third,73.0,68.0,D,71.0,60.0,A,17.0,A,23.0,A,A,D,6,6,4,0,1.0,4.0,4.0,4.0,4.0,1.0,0.52,1.0,0.52,12,0.42548463356974,,3.0,medium
173,1,second,45.0,73.0,F,34.0,30.0,D,38.0,D,,,,,7,3,1,1,0.0,1.0,1.0,,,,0.44,0.8333333333333334,0.3666666666666667,10,0.2693853427895981,1.0,,low
174,0,third,79.0,95.0,D,27.0,62.0,C,87.0,F,,,,,7,2,0,1,1.0,2.0,0.0,,,,0.7,0.8333333333333334,0.5833333333333334,9,0.34911347517730495,0.0,,low
175,0,third,3.0,12.0,A,9.0,14.0,F,27.0,D,23.0,A,D,A,3,2,2,0,4.0,0.0,1.0,4.0,1.0,4.0,0.14666666666666667,1.0,0.14666666666666667,5,0.14969267139479905,,1.6666666666666667,very low
176,1,second,50.0,68.0,A,95.0,72.0,B,33.0,B,85.0,D,F,A,9,5,5,0,4.0,3.0,3.0,1.0,0.0,4.0,0.6716666666666667,1.0,0.6716666666666667,14,0.5363061465721041,,3.3333333333333335,high
177,1,second,92.0,51.0,B,42.0,34.0,B,67.0,C,52.0,F,B,F,7,10,5,0,3.0,3.0,2.0,0.0,3.0,0.0,0.5633333333333334,1.0,0.5633333333333334,17,0.5012884160756501,,2.6666666666666665,high
178,1,third,96.0,,B,72.0,68.0,A,22.0,B,37.0,A,B,D,8,6,2,0,3.0,4.0,3.0,4.0,3.0,1.0,0.59,0.8333333333333334,0.49166666666666664,14,0.37963947990543734,,3.3333333333333335,medium
179,0,third,80.0,88.0,F,70.0,37.0,C,70.0,B,98.0,F,A,F,13,6,4,0,0.0,2.0,3.0,0.0,4.0,0.0,0.7383333333333333,1.0,0.7383333333333333,19,0.5793321513002364,,1.6666666666666667,high
180,1,third,58.0,56.0,C,41.0,1.0,F,,,,,,,1,1,1,1,2.0,0.0,,,,,0.39,0.6666666666666666,0.26,2,0.16498817966903073,0.0,,very low
181,0,first,97.0,34.0,A,72.0,4.0,D,78.0,A,30.0,A,B,C,19,11,5,0,4.0,1.0,4.0,4.0,3.0,2.0,0.525,1.0,0.525,30,0.5651004728132388,,3.0,high
182,0,third,2.0,16.0,B,12.0,8.0,B,25.0,A,21.0,A,B,C,1,2,1,0,3.0,3.0,4.0,4.0,3.0,2.0,0.14,1.0,0.14,3,0.111371158392435,,3.3333333333333335,very low
183,1,second,6.0,13.0,B,8.0,43.0,C,45.0,B,20.0,A,C,C,4,2,2,0,3.0,2.0,3.0,4.0,2.0,2.0,0.225,1.0,0.225,6,0.19524231678486997,,2.6666666666666665,low
184,0,third,5.0,10.0,F,13.0,53.0,F,39.0,A,27.0,D,A,B,1,3,1,0,0.0,0.0,4.0,1.0,4.0,3.0,0.245,1.0,0.245,4,0.17025413711583925,,1.3333333333333333,low
185,1,first,9.0,15.0,F,30.0,38.0,D,57.0,F,49.0,A,F,D,6,13,5,0,0.0,1.0,0.0,4.0,0.0,1.0,0.33,1.0,0.33,19,0.39738770685579194,,0.3333333333333333,medium
186,0,third,61.0,57.0,A,45.0,61.0,D,,,,,,,5,3,0,1,4.0,1.0,,,,,0.56,0.6666666666666666,0.37333333333333335,8,0.2377304964539007,1.0,,low
187,1,third,96.0,80.0,F,18.0,48.0,D,81.0,B,63.0,B,A,A,17,9,3,0,0.0,1.0,3.0,3.0,4.0,4.0,0.6433333333333333,1.0,0.6433333333333333,26,0.554290780141844,,1.3333333333333333,high
188,1,third,1.0,45.0,A,66.0,69.0,C,1.0,A,14.0,D,B,D,14,3,3,1,4.0,2.0,4.0,1.0,3.0,1.0,0.32666666666666666,1.0,0.32666666666666666,17,0.3385106382978723,4.0,,low
189,0,first,11.0,3.0,D,31.0,48.0,B,62.0,B,29.0,C,B,B,4,12,8,0,1.0,3.0,3.0,2.0,3.0,3.0,0.3066666666666667,1.0,0.3066666666666667,16,0.43323877068557926,,2.3333333333333335,medium
190,0,second,64.0,32.0,A,78.0,82.0,C,50.0,B,63.0,C,A,F,9,8,4,0,4.0,2.0,3.0,2.0,4.0,0.0,0.615,1.0,0.615,17,0.5048995271867612,,3.0,high
191,0,second,42.0,48.0,D,90.0,53.0,D,98.0,B,90.0,C,B,A,11,19,6,0,1.0,1.0,3.0,2.0,3.0,4.0,0.7016666666666667,1.0,0.7016666666666667,30,0.6756560283687942,,1.6666666666666667,high
192,1,second,41.0,59.0,D,31.0,17.0,F,,,,,,,4,0,1,1,1.0,0.0,,,,,0.37,0.6666666666666666,0.24666666666666665,4,0.17108747044917258,0.0,,low
193,1,third,1.0,85.0,C,22.0,26.0,A,20.0,C,,,,,0,3,0,1,2.0,4.0,2.0,,,,0.308,0.8333333333333334,0.25666666666666665,3,0.1474822695035461,2.0,,very low
194,1,third,19.0,66.0,A,14.0,58.0,C,67.0,F,34.0,B,B,A,12,17,5,0,4.0,2.0,0.0,3.0,3.0,4.0,0.43,1.0,0.43,29,0.5112174940898345,,2.0,high
195,1,first,41.0,74.0,C,37.0,40.0,D,4.0,F,14.0,C,D,D,12,3,2,1,2.0,1.0,0.0,2.0,1.0,1.0,0.35,1.0,0.35,15,0.3151891252955083,0.0,,low
196,0,first,3.0,15.0,F,41.0,50.0,B,56.0,A,36.0,B,B,C,15,8,5,0,0.0,3.0,4.0,3.0,3.0,2.0,0.335,1.0,0.335,23,0.425419621749409,,2.3333333333333335,medium
197,1,third,61.0,99.0,B,40.0,92.0,C,57.0,C,86.0,C,C,A,12,5,1,0,3.0,2.0,2.0,2.0,2.0,4.0,0.725,1.0,0.725,17,0.4932328605200945,,2.3333333333333335,high
198,0,second,6.0,8.0,A,8.0,55.0,A,35.0,A,23.0,A,D,A,2,2,1,0,4.0,4.0,4.0,4.0,1.0,4.0,0.225,1.0,0.225,4,0.16025413711583925,,4.0,very low
199,0,second,4.0,11.0,D,31.0,52.0,F,97.0,C,61.0,A,B,D,11,3,6,0,1.0,0.0,2.0,4.0,3.0,1.0,0.42666666666666664,1.0,0.42666666666666664,14,0.43602836879432616,,1.0,medium
200,1,third,70.0,66.0,C,54.0,68.0,D,50.0,F,94.0,A,F,A,14,8,3,0,2.0,1.0,0.0,4.0,0.0,4.0,0.67,1.0,0.67,22,0.5420921985815603,,1.0,high
201,1,second,12.0,6.0,D,,,,,,,,,,2,0,1,1,1.0,,,,,,0.09,0.3333333333333333,0.03,2,0.04998817966903073,1.0,,very low
202,1,third,58.0,39.0,F,20.0,47.0,C,3.0,D,5.0,B,B,F,8,9,9,0,0.0,2.0,1.0,3.0,3.0,0.0,0.2866666666666667,1.0,0.2866666666666667,17,0.4518439716312057,,1.0,medium
203,1,first,27.0,29.0,C,,,,,,,,,,3,0,0,1,2.0,,,,,,0.28,0.3333333333333333,0.09333333333333334,3,0.06581560283687943,2.0,,very low
204,1,third,69.0,98.0,D,40.0,24.0,A,57.0,F,56.0,A,A,C,5,10,3,0,1.0,4.0,0.0,4.0,4.0,2.0,0.5733333333333334,1.0,0.5733333333333334,15,0.4490780141843972,,1.6666666666666667,medium
205,1,first,28.0,40.0,B,45.0,32.0,F,,,,,,,3,0,0,1,3.0,0.0,,,,,0.3625,0.6666666666666666,0.24166666666666664,3,0.1399822695035461,0.0,,very low
206,0,second,21.0,71.0,C,89.0,36.0,D,79.0,D,35.0,F,B,B,5,14,4,0,2.0,1.0,1.0,0.0,3.0,3.0,0.5516666666666666,1.0,0.5516666666666666,19,0.48599881796690303,,1.3333333333333333,medium
207,0,third,93.0,55.0,A,54.0,99.0,A,71.0,A,60.0,A,B,F,11,4,4,0,4.0,4.0,4.0,4.0,3.0,0.0,0.72,1.0,0.72,15,0.5446335697399527,,4.0,high
208,1,second,80.0,18.0,C,24.0,4.0,C,24.0,C,38.0,F,A,D,13,0,3,1,2.0,2.0,2.0,0.0,4.0,1.0,0.3133333333333333,1.0,0.3133333333333333,13,0.3063120567375886,2.0,,low
209,1,third,6.0,14.0,F,3.0,49.0,B,26.0,F,20.0,A,B,C,4,3,2,0,0.0,3.0,0.0,4.0,3.0,2.0,0.19666666666666668,1.0,0.19666666666666668,7,0.18745862884160758,,1.0,low
210,1,third,20.0,54.0,A,94.0,34.0,A,8.0,A,72.0,B,F,B,14,8,4,0,4.0,4.0,4.0,3.0,0.0,3.0,0.47,1.0,0.47,22,0.4643144208037825,,4.0,medium
211,0,second,52.0,52.0,D,52.0,86.0,F,,,,,,,5,4,1,1,1.0,0.0,,,,,0.605,0.6666666666666666,0.4033333333333333,9,0.2813356973995272,0.0,,low
212,0,first,26.0,9.0,F,93.0,65.0,B,50.0,F,63.0,A,B,C,14,3,4,0,0.0,3.0,0.0,4.0,3.0,2.0,0.51,1.0,0.51,17,0.45239952718676124,,1.0,medium
213,0,third,23.0,84.0,D,21.0,35.0,B,50.0,D,19.0,A,C,D,16,10,5,0,1.0,3.0,1.0,4.0,2.0,1.0,0.38666666666666666,1.0,0.38666666666666666,26,0.47040189125295506,,1.6666666666666667,medium
214,1,third,5.0,49.0,A,70.0,5.0,D,19.0,A,3.0,C,D,F,10,5,1,1,4.0,1.0,4.0,2.0,1.0,0.0,0.2516666666666667,1.0,0.2516666666666667,15,0.2438002364066194,4.0,,low
215,1,first,22.0,41.0,F,34.0,16.0,D,,,,,,,3,0,1,1,0.0,1.0,,,,,0.2825,0.6666666666666666,0.1883333333333333,3,0.13553782505910164,1.0,,very low
216,1,third,73.0,98.0,A,53.0,73.0,A,70.0,C,48.0,A,B,D,6,3,3,0,4.0,4.0,2.0,4.0,3.0,1.0,0.6916666666666668,1.0,0.6916666666666668,9,0.4699468085106383,,3.3333333333333335,medium
217,1,third,59.0,74.0,A,99.0,58.0,B,42.0,B,95.0,A,C,A,14,7,2,0,4.0,3.0,3.0,4.0,2.0,4.0,0.7116666666666667,1.0,0.7116666666666667,21,0.5343203309692671,,3.3333333333333335,high
218,0,third,96.0,46.0,A,89.0,78.0,D,36.0,B,51.0,F,F,C,17,24,7,0,4.0,1.0,3.0,0.0,0.0,2.0,0.66,1.0,0.66,41,0.74725768321513,,2.6666666666666665,high
219,1,first,42.0,79.0,B,53.0,6.0,B,35.0,D,,,,,3,1,1,1,3.0,3.0,1.0,,,,0.43,0.8333333333333334,0.35833333333333334,4,0.22692080378250593,1.0,,low
220,0,third,8.0,8.0,A,9.0,24.0,C,31.0,B,23.0,A,A,A,1,1,2,0,4.0,2.0,3.0,4.0,4.0,4.0,0.1716666666666667,1.0,0.1716666666666667,2,0.1430437352245863,,3.0,very low
221,1,first,34.0,45.0,F,32.0,5.0,D,,,,,,,4,0,0,1,0.0,1.0,,,,,0.29,0.6666666666666666,0.1933333333333333,4,0.12219858156028367,1.0,,very low
222,1,third,99.0,87.0,B,72.0,42.0,A,,D,28.0,A,B,C,6,5,3,0,3.0,4.0,1.0,4.0,3.0,2.0,0.6559999999999999,0.8333333333333334,0.5466666666666666,11,0.41021276595744677,,2.6666666666666665,medium
223,1,first,18.0,2.0,D,,,,,,,,,,0,0,1,1,1.0,,,,,,0.1,0.3333333333333333,0.03333333333333333,0,0.03888888888888889,1.0,,very low
224,0,third,83.0,24.0,C,14.0,52.0,F,93.0,D,3.0,B,C,A,2,22,5,0,2.0,0.0,1.0,3.0,2.0,4.0,0.44833333333333336,1.0,0.44833333333333336,24,0.48846926713947986,,1.0,medium
225,1,third,97.0,38.0,A,9.0,56.0,F,3.0,B,8.0,C,C,A,19,6,4,0,4.0,0.0,3.0,2.0,2.0,4.0,0.3516666666666666,1.0,0.3516666666666666,25,0.4242966903073286,,2.3333333333333335,medium
226,1,third,5.0,2.0,A,1.0,30.0,A,37.0,A,29.0,A,C,C,2,3,1,0,4.0,4.0,4.0,4.0,2.0,2.0,0.1733333333333333,1.0,0.1733333333333333,5,0.14080378250591016,,4.0,very low
227,1,third,50.0,50.0,A,50.0,66.0,F,76.0,F,57.0,A,C,B,9,5,3,0,4.0,0.0,0.0,4.0,2.0,3.0,0.5816666666666667,1.0,0.5816666666666667,14,0.4468617021276595,,1.3333333333333333,medium
228,1,third,37.0,53.0,A,56.0,45.0,C,46.0,C,32.0,F,A,B,3,5,0,1,4.0,2.0,2.0,0.0,4.0,3.0,0.44833333333333336,1.0,0.44833333333333336,8,0.27523049645390074,2.0,,low
229,0,third,21.0,27.0,F,,,,,,,,,,1,1,0,1,0.0,,,,,,0.24,0.3333333333333333,0.07999999999999999,2,0.0527659574468085,0.0,,very low
230,1,third,72.0,60.0,C,81.0,6.0,F,18.0,A,38.0,C,F,B,5,8,3,0,2.0,0.0,4.0,2.0,0.0,3.0,0.45833333333333337,1.0,0.45833333333333337,13,0.37881205673758866,,2.0,medium
231,1,first,2.0,3.0,D,29.0,52.0,D,60.0,F,83.0,C,B,C,20,19,8,0,1.0,1.0,0.0,2.0,3.0,2.0,0.38166666666666665,1.0,0.38166666666666665,39,0.617547281323877,,0.6666666666666666,high
232,1,third,54.0,72.0,A,67.0,75.0,D,38.0,B,53.0,D,C,F,5,3,0,1,4.0,1.0,3.0,1.0,2.0,0.0,0.5983333333333334,1.0,0.5983333333333334,8,0.35023049645390075,3.0,,low
233,0,third,27.0,68.0,D,58.0,87.0,D,,,,,,,1,3,1,1,1.0,1.0,,,,,0.6,0.6666666666666666,0.39999999999999997,4,0.24775413711583924,1.0,,low
234,0,third,17.0,7.0,D,23.0,34.0,D,69.0,D,48.0,C,B,A,21,12,8,0,1.0,1.0,1.0,2.0,3.0,4.0,0.33,1.0,0.33,33,0.5534160756501182,,1.0,high
235,1,third,53.0,69.0,A,79.0,36.0,A,89.0,A,82.0,A,A,D,13,5,5,0,4.0,4.0,4.0,4.0,4.0,1.0,0.68,1.0,0.68,18,0.5660047281323878,,4.0,high
236,1,second,94.0,52.0,F,57.0,34.0,A,17.0,A,99.0,F,B,D,5,4,2,0,0.0,4.0,4.0,0.0,3.0,1.0,0.5883333333333334,1.0,0.5883333333333334,9,0.39605791962174947,,2.6666666666666665,medium
237,1,third,56.0,28.0,B,26.0,1.0,F,,,,,,,1,1,1,1,3.0,0.0,,,,,0.2775,0.6666666666666666,0.185,2,0.12748817966903073,0.0,,very low
238,0,third,5.0,4.0,B,11.0,56.0,C,49.0,A,28.0,A,C,C,4,3,1,0,3.0,2.0,4.0,4.0,2.0,2.0,0.255,1.0,0.255,7,0.19440307328605202,,3.0,low
239,1,second,19.0,44.0,A,55.0,31.0,C,72.0,A,33.0,B,C,D,2,5,3,1,4.0,2.0,4.0,3.0,2.0,1.0,0.42333333333333334,1.0,0.42333333333333334,7,0.3230141843971631,4.0,,low
240,0,second,56.0,34.0,F,92.0,63.0,A,49.0,B,75.0,D,A,B,3,8,7,0,0.0,4.0,3.0,1.0,4.0,3.0,0.615,1.0,0.615,11,0.5332683215130023,,2.3333333333333335,high
241,1,third,19.0,3.0,D,52.0,54.0,A,28.0,C,20.0,F,D,D,0,4,1,1,1.0,4.0,2.0,0.0,1.0,1.0,0.29333333333333333,1.0,0.29333333333333333,4,0.19442080378250592,2.0,,low
242,1,third,7.0,59.0,C,79.0,88.0,C,20.0,B,73.0,D,A,F,17,20,6,0,2.0,2.0,3.0,1.0,4.0,0.0,0.5433333333333333,1.0,0.5433333333333333,37,0.6411702127659574,,2.3333333333333335,high
243,0,first,5.0,11.0,F,59.0,42.0,D,59.0,F,62.0,C,C,D,19,18,8,0,0.0,1.0,0.0,2.0,2.0,1.0,0.39666666666666667,1.0,0.39666666666666667,37,0.6122813238770686,,0.3333333333333333,high
244,0,third,4.0,15.0,A,4.0,17.0,B,34.0,D,28.0,A,A,C,1,1,2,0,4.0,3.0,1.0,4.0,4.0,2.0,0.17,1.0,0.17,2,0.14221040189125297,,2.6666666666666665,very low
245,0,second,77.0,88.0,C,19.0,22.0,C,34.0,B,2.0,A,F,D,0,20,1,0,2.0,2.0,3.0,4.0,0.0,1.0,0.4033333333333334,1.0,0.4033333333333334,20,0.351548463356974,,2.3333333333333335,low
246,1,third,23.0,90.0,C,93.0,37.0,C,40.0,A,57.0,D,D,A,14,10,8,0,2.0,2.0,4.0,1.0,1.0,4.0,0.5666666666666667,1.0,0.5666666666666667,24,0.6143026004728133,,2.6666666666666665,high
247,1,second,68.0,20.0,D,65.0,63.0,C,41.0,F,,,,,4,1,1,1,1.0,2.0,0.0,,,,0.514,0.8333333333333334,0.42833333333333334,5,0.26830378250591014,0.0,,low
248,0,second,5.0,12.0,F,43.0,42.0,F,72.0,C,41.0,C,B,B,24,19,6,0,0.0,0.0,2.0,2.0,3.0,3.0,0.35833333333333334,1.0,0.35833333333333334,43,0.586968085106383,,0.6666666666666666,high
249,1,second,22.0,39.0,F,30.0,,D,,,,,,,2,0,1,1,0.0,1.0,,,,,0.30333333333333334,0.5,0.15166666666666667,2,0.11082151300236408,1.0,,very low
250,1,third,63.0,74.0,A,12.0,98.0,B,28.0,F,31.0,A,D,D,3,2,2,1,4.0,3.0,0.0,4.0,1.0,1.0,0.51,1.0,0.51,5,0.3313593380614657,0.0,,low
251,0,third,41.0,76.0,F,94.0,17.0,A,56.0,C,,,,,1,1,2,1,0.0,4.0,2.0,,,,0.568,0.8333333333333334,0.47333333333333333,2,0.2938770685579196,2.0,,low
252,0,third,14.0,18.0,D,36.0,54.0,D,50.0,B,57.0,A,B,D,24,9,7,0,1.0,1.0,3.0,4.0,3.0,1.0,0.38166666666666665,1.0,0.38166666666666665,33,0.5570271867612293,,1.6666666666666667,high
253,0,third,9.0,16.0,B,11.0,8.0,C,24.0,B,24.0,A,B,C,4,3,1,0,3.0,2.0,3.0,4.0,3.0,2.0,0.15333333333333335,1.0,0.15333333333333335,7,0.14356973995271868,,2.6666666666666665,very low
254,1,first,86.0,25.0,A,27.0,43.0,D,18.0,D,23.0,F,F,D,12,7,0,1,4.0,1.0,1.0,0.0,0.0,1.0,0.37,1.0,0.37,19,0.3062765957446808,1.0,,low
