,External,Year,session 1,session 2,test 1
1099,N,third,23,49,F
1100,Y,second,80,48,A
1101,Y,second,38,45,B
1102,N,third,5,15,F
1103,Y,third,57,40,C
1104,Y,third,21,39,F
1105,N,second,78,35,C
1106,N,second,75,76,D
1107,N,third,72,81,A
1108,Y,third,72,68,D
1109,Y,second,57,21,F
1110,Y,first,51,22,B
1111,N,second,9,12,D
1112,N,third,5,2,A
1113,N,third,45,39,A
1114,N,third,48,52,B
1115,N,third,84,75,D
1116,N,third,72,48,C
1117,Y,third,10,21,D
1118,N,second,70,92,D
1119,Y,first,7,8,F
1120,Y,first,90,32,D
1121,Y,third,79,75,A
1122,Y,first,59,70,F
1123,Y,second,39,93,C
1124,N,first,44,42,D
1125,Y,first,8,22,D
1126,N,third,64,61,C
1127,Y,second,14,2,F
1128,N,third,71,74,A
1129,Y,third,17,13,B
1130,Y,second,23,44,F
1131,N,third,73,68,F
1132,Y,first,9,5,F
1133,Y,first,19,15,D
1134,Y,first,86,18,D
1135,Y,first,29,52,D
1136,Y,first,6,5,D
1137,Y,third,46,63,A
1138,Y,first,16,40,D
1139,Y,third,74,68,A
1140,Y,third,93,34,B
1141,N,second,91,81,C
1142,Y,first,0,14,F
1143,Y,third,72,73,A
1144,N,first,80,60,D
1145,Y,first,29,39,D
1146,Y,second,80,67,B
1147,Y,first,35,32,B
1148,N,second,7,1,A
1149,Y,third,24,75,D
1150,Y,third,49,55,B
1151,Y,third,87,78,C
1152,N,second,19,96,A
1153,Y,first,10,1,D
1154,Y,first,16,56,C
1155,Y,first,17,33,B
1156,N,third,4,12,B
1157,Y,first,11,12,B
1158,Y,third,75,71,C
1159,N,first,8,18,F
1160,Y,second,99,46,A
1161,Y,second,51,52,D
1162,N,first,14,16,D
1163,N,second,8,22,D
1164,Y,third,9,11,A
1165,Y,third,15,27,F
1166,Y,first,35,60,F
1167,Y,third,37,54,C
1168,Y,third,95,36,C
1169,N,first,8,11,F
1170,N,third,4,6,A
1171,Y,second,82,41,A
1172,Y,third,7,53,C
1173,N,second,1,4,F
1174,Y,second,58,17,F
1175,Y,first,48,51,D
1176,N,second,8,21,F
1177,Y,first,12,30,B
1178,N,third,74,97,C
1179,Y,third,22,65,A
1180,Y,third,31,67,F
1181,N,second,19,15,D
1182,Y,first,2,14,D
1183,Y,second,26,21,C
1184,Y,third,70,84,B
1185,Y,third,69,38,B
1186,N,first,3,4,D
1187,N,third,9,13,A
1188,Y,third,5,11,D
1189,N,third,4,10,A
1190,Y,third,20,20,F
1191,N,third,44,65,B
1192,Y,second,13,5,B
1193,Y,third,82,87,F
1194,Y,first,18,4,F
1195,N,third,1,15,A
1196,N,third,31,13,A
1197,N,first,8,26,F
1198,Y,third,75,71,C
1199,Y,third,80,40,A
1200,N,third,9,1,A
1201,Y,first,57,32,B
1202,N,first,91,61,D
1203,Y,first,50,38,C
1204,N,first,83,58,D
1205,Y,third,39,89,D
1206,Y,first,95,83,B
1207,Y,third,75,39,A
1208,Y,first,25,49,F
1209,Y,second,74,66,D
1210,Y,second,6,10,A
1211,Y,third,16,51,A
1212,Y,third,3,9,F
1213,Y,second,8,19,F
1214,N,third,97,90,D
1215,Y,third,13,28,D
1216,Y,second,70,63,C
1217,N,first,72,86,B
1218,Y,third,8,16,A
1219,Y,second,22,82,A
1220,Y,third,48,65,F
1221,Y,third,26,38,F
1222,Y,third,22,56,F
1223,Y,third,1,7,B
1224,N,third,18,29,F
1225,Y,second,66,21,B
1226,N,second,3,15,A
1227,Y,third,21,4,C
1228,Y,second,41,48,F
1229,Y,first,21,55,D
1230,N,third,4,2,B
1231,N,first,77,34,A
1232,N,third,6,15,D
1233,N,third,2,13,A
1234,N,third,3,15,F
1235,N,first,83,5,D
1236,N,second,7,30,A
1237,N,second,7,3,B
1238,Y,third,37,53,A
1239,Y,first,17,2,D
1240,N,second,15,8,D
1241,N,first,14,11,D
1242,N,third,7,13,A
1243,Y,first,57,24,A
1244,N,first,12,8,D
1245,Y,third,31,18,A
1246,Y,second,75,68,B
1247,Y,second,85,85,A
1248,N,third,25,22,F
1249,Y,third,26,74,D
1250,N,third,5,3,A
1251,Y,third,65,41,B
1252,N,second,14,16,D
1253,Y,first,99,51,F
1254,N,third,43,64,D
1255,Y,first,26,52,A
1256,Y,third,33,13,F
1257,Y,first,19,8,F
1258,Y,first,58,57,C
1259,N,third,5,8,A
1260,N,third,52,53,C
1261,N,first,17,16,F
1262,Y,second,23,55,F
1263,N,second,1,8,F
1264,Y,third,61,73,A
1265,Y,first,0,41,D
1266,N,first,13,3,F
1267,Y,third,85,98,F
1268,Y,second,63,56,F
1269,Y,second,33,40,F
1270,Y,second,8,12,F
1271,Y,third,47,77,B
1272,Y,third,39,60,B
1273,Y,third,13,20,B
1274,Y,first,17,13,C
1275,N,third,3,4,F
1276,Y,third,4,41,B
1277,N,third,28,60,A
1278,Y,third,75,73,A
1279,Y,third,22,52,C
1280,N,first,15,21,F
1281,Y,first,17,2,D
1282,Y,second,27,70,B
1283,N,second,15,7,F
1284,Y,second,61,45,A
1285,N,third,1,2,F
1286,N,third,4,6,A
1287,Y,third,61,3,B
1288,Y,third,17,7,D
1289,Y,third,51,39,A
1290,Y,third,1,1,F
1291,Y,second,15,33,C
1292,Y,third,57,37,B
1293,N,second,50,50,A
1294,Y,first,62,66,B
1295,Y,first,25,42,D
1296,Y,first,33,50,F
1297,Y,first,27,49,F
1298,N,first,73,86,C
1299,Y,second,27,17,A
1300,Y,second,53,52,A
1301,Y,first,15,50,A
1302,Y,first,3,0,A
1303,N,second,17,11,D
1304,N,third,75,83,A
1305,Y,third,2,6,A
1306,Y,third,96,95,D
1307,N,second,8,1,A
1308,N,first,2,1,D
1309,Y,second,2,10,F
1310,Y,first,2,16,D
1311,Y,second,10,74,F
1312,Y,second,13,5,D
1313,Y,third,20,53,C
1314,Y,third,40,3,A
1315,N,third,14,71,A
1316,N,third,1,15,A
1317,Y,third,6,3,F
1318,Y,second,50,47,D
1319,Y,third,26,72,A
1320,Y,first,91,16,A
1321,N,third,1,2,A
1322,Y,first,50,50,A
1323,Y,second,64,97,A
1324,Y,second,96,65,B
1325,Y,first,23,76,B
1326,N,first,5,7,F
1327,Y,first,73,53,A
1328,Y,first,65,44,A
1329,N,second,87,82,D
1330,Y,third,11,56,D
1331,Y,third,16,55,A
1332,N,first,2,3,F
1333,Y,third,94,39,D
1334,N,third,93,46,B
1335,Y,second,86,53,A
1336,Y,first,13,23,F
1337,Y,third,36,64,C
1338,Y,second,26,61,D
1339,Y,first,63,65,A
1340,N,third,5,6,B
1341,Y,first,36,50,B
1342,N,third,6,13,A
1343,N,third,5,12,A
1344,Y,first,0,58,A
1345,Y,first,12,34,C
1346,Y,third,55,54,A
1347,N,third,7,12,A
1348,Y,third,51,45,A
1349,Y,first,51,30,C
1350,N,third,82,57,A
1351,N,second,3,29,F
1352,Y,second,3,18,C
1353,N,third,65,52,B
1354,Y,first,8,5,D
1355,Y,third,83,57,F
1356,Y,first,1,20,D
1357,N,second,4,15,D
1358,Y,second,6,42,F
1359,Y,second,54,87,A
1360,Y,third,73,76,C
1361,N,second,69,68,A
1362,Y,second,96,69,B
1363,Y,first,8,13,B
1364,Y,second,23,59,D
1365,Y,third,31,93,D
1366,Y,third,51,25,C
1367,Y,second,14,60,D
1368,N,third,96,44,F
1369,N,first,84,90,D
1370,Y,second,25,13,B
1371,Y,third,27,51,B
1372,N,third,5,2,A
1373,Y,third,7,19,F
1374,Y,third,54,30,B
1375,Y,third,3,34,D
1376,N,first,11,3,D
1377,N,first,60,31,D
1378,Y,third,95,65,D
1379,Y,first,8,77,A
1380,N,second,73,62,A
1381,Y,third,57,71,D
1382,Y,third,86,25,A
1383,N,second,8,32,F
1384,Y,first,22,0,A
1385,Y,second,59,98,F
1386,N,second,2,14,F
1387,N,third,5,1,F
1388,N,first,50,58,A
1389,N,second,60,66,A
1390,Y,third,88,81,A
1391,Y,third,86,8,F
1392,N,second,4,12,D
1393,Y,third,0,74,A
1394,Y,third,10,12,F
1395,N,first,17,21,D
1396,N,first,13,14,D
1397,Y,second,99,83,A
1398,Y,third,75,52,A
1399,Y,first,73,35,F
1400,Y,third,31,55,B
1401,Y,third,29,74,A
1402,Y,third,55,56,A
1403,N,first,70,92,B
1404,Y,third,6,12,F
1405,Y,third,87,39,A
1406,Y,second,12,42,F
1407,Y,third,4,14,B
1408,Y,second,12,33,A
1409,N,second,77,57,A
1410,N,third,10,6,D
1411,N,third,7,9,B
1412,Y,second,63,54,A
1413,Y,third,73,64,B
1414,Y,third,69,63,B
1415,Y,third,25,60,F
1416,Y,first,59,5,F
1417,N,second,17,21,F
1418,Y,third,40,77,C
1419,N,second,6,2,D
1420,N,third,5,20,F
1421,Y,second,69,67,A
1422,N,first,17,7,F
1423,N,first,12,2,F
1424,Y,third,50,9,F
1425,Y,first,23,89,C
1426,Y,third,57,22,B
1427,N,third,53,92,A
1428,N,third,1,2,F
1429,Y,third,94,75,B
1430,Y,third,7,17,F
1431,N,third,3,3,F
1432,Y,first,72,33,B
1433,Y,second,28,50,D
1434,Y,first,75,65,A
1435,N,first,13,19,D
1436,Y,first,63,52,A
1437,Y,third,20,46,D
1438,N,second,38,13,B
1439,N,first,20,95,C
1440,Y,second,14,2,F
1441,Y,third,15,78,F
1442,Y,third,30,76,F
1443,Y,first,81,49,C
1444,N,third,6,6,A
1445,Y,second,42,37,D
1446,Y,second,81,1,B
1447,N,second,7,14,A
1448,Y,third,47,53,A
1449,N,third,29,60,D
1450,Y,first,38,45,D
1451,Y,second,6,13,F
1452,Y,third,3,12,A
1453,Y,first,12,2,F
1454,Y,second,26,63,B
1455,N,first,4,1,D
1456,Y,second,43,56,A
1457,Y,third,11,6,D
1458,N,second,5,28,D
1459,Y,second,29,29,C
1460,Y,first,10,3,B
1461,N,second,82,45,B
1462,Y,third,92,82,D
1463,Y,second,2,1,B
1464,Y,third,37,55,A
1465,Y,third,64,75,A
1466,N,second,27,55,A
1467,Y,first,94,62,F
1468,Y,third,71,19,B
1469,N,third,63,9,F
1470,N,third,25,44,F
1471,Y,third,20,64,F
1472,N,first,6,23,F
1473,N,third,4,6,F
1474,Y,third,8,16,A
1475,Y,second,59,25,C
1476,N,second,6,12,F
1477,Y,third,76,79,C
1478,N,third,8,13,A
1479,Y,first,3,7,D
1480,Y,second,73,56,A
1481,Y,first,10,9,C
1482,N,second,66,13,C
1483,N,first,3,29,F
1484,N,third,95,90,F
1485,Y,third,87,25,A
1486,N,second,3,6,F
1487,N,first,18,14,D
1488,Y,third,47,13,B
1489,Y,first,0,13,F
1490,Y,third,16,52,F
1491,N,first,85,34,A
1492,Y,third,9,1,F
1493,Y,second,82,73,F
1494,Y,third,73,63,A
1495,Y,second,65,95,F
1496,Y,third,54,61,A
1497,Y,second,66,54,D
1498,Y,third,21,49,C
1499,Y,third,5,19,F
1500,Y,third,48,78,A
1501,N,second,74,90,A
1502,Y,first,28,23,B
1503,N,first,18,3,D
1504,N,second,9,20,F
1505,Y,second,57,68,A
1506,Y,first,63,84,C
1507,Y,first,66,37,D
1508,Y,second,17,8,F
1509,Y,third,4,19,C
1510,Y,third,11,90,F
1511,N,second,2,16,A
1512,Y,third,35,64,A
1513,N,third,7,3,A
1514,Y,third,91,17,A
1515,N,third,32,10,A
1516,N,second,13,96,D
1517,Y,third,42,91,C
1518,N,third,65,68,D
1519,N,third,15,2,D
1520,Y,third,20,32,D
1521,Y,first,90,73,B
1522,N,first,82,69,A
1523,N,third,8,10,A
1524,Y,third,30,53,A
1525,N,third,1,11,F
1526,Y,third,60,84,B
1527,Y,third,37,39,F
1528,N,second,6,11,B
1529,Y,third,14,25,D
1530,Y,second,11,57,D
1531,Y,third,4,1,B
1532,Y,first,28,45,D
1533,Y,third,52,64,A
1534,N,second,67,47,B
1535,Y,first,53,55,C
1536,N,third,50,54,B
1537,Y,third,25,52,D
1538,N,first,14,6,F
1539,Y,first,59,42,C
1540,Y,third,69,12,B
1541,N,third,54,59,F
1542,N,first,15,1,D
1543,Y,second,40,69,A
1544,N,third,18,21,F
1545,Y,third,3,13,A
1546,Y,first,40,75,C
1547,N,first,34,9,C
1548,Y,first,15,22,C
1549,N,third,58,51,C
1550,Y,second,1,6,A
1551,Y,third,63,51,B
1552,N,third,90,94,A
1553,N,second,87,76,A
1554,N,second,1,15,A
1555,Y,first,24,20,D
1556,N,third,7,16,A
1557,Y,first,68,89,B
1558,Y,third,67,93,D
1559,Y,third,25,54,D
1560,N,third,1,35,F
1561,Y,third,9,3,B
1562,Y,second,93,79,D
1563,Y,third,5,3,F
1564,Y,first,13,6,F
1565,N,third,2,13,F
1566,N,first,15,24,D
1567,Y,first,51,36,C
1568,Y,third,52,58,C
1569,Y,second,71,48,B
1570,Y,second,92,32,B
1571,Y,first,9,16,F
1572,Y,second,2,3,A
1573,N,first,9,12,D
1574,Y,third,71,93,A
1575,N,second,13,26,F
1576,N,third,81,90,B
1577,Y,third,7,12,A
1578,Y,second,64,31,D
1579,Y,first,10,11,D
1580,N,second,2,25,D
1581,N,third,66,63,B
1582,N,second,15,8,D
1583,N,third,70,31,A
1584,Y,third,62,88,A
1585,Y,third,33,37,B
1586,Y,first,17,9,D
1587,Y,second,60,90,A
1588,Y,third,48,76,F
1589,Y,third,22,58,A
1590,Y,third,73,61,F
1591,Y,second,52,50,B
1592,Y,third,65,74,A
1593,N,third,6,5,A
1594,Y,first,1,10,D
1595,N,third,6,1,B
1596,N,second,68,79,C
1597,N,first,38,52,D
1598,Y,first,46,52,C
1599,Y,third,51,28,A
1600,Y,first,85,66,B
1601,Y,first,49,52,B
1602,N,second,15,23,D
1603,N,first,2,26,F
1604,Y,third,59,59,F
1605,Y,second,4,1,F
1606,N,second,30,13,B
1607,N,first,16,19,F
1608,N,third,56,19,D
1609,Y,second,34,42,D
1610,Y,first,46,12,D
1611,Y,third,17,69,A
1612,Y,third,60,58,C
1613,N,third,6,12,F
1614,N,first,15,26,D
1615,Y,third,35,78,F
1616,N,second,13,25,F
1617,N,third,54,57,B
1618,N,third,90,94,F
1619,Y,second,66,64,A
1620,Y,third,7,21,D
1621,N,first,5,2,D
1622,N,first,64,37,A
1623,N,third,26,57,B
1624,N,second,69,93,D
1625,Y,second,77,37,C
1626,Y,third,51,47,B
1627,N,second,11,21,C
1628,Y,first,69,21,A
1629,Y,third,15,8,F
1630,Y,third,54,56,F
1631,Y,third,2,7,F
1632,Y,third,2,13,B
1633,N,third,2,12,A
1634,N,third,2,3,A
1635,Y,first,27,49,D
1636,Y,first,88,73,D
1637,N,second,8,14,D
1638,N,third,26,10,A
1639,N,second,89,48,C
1640,Y,third,20,69,B
1641,Y,first,11,9,C
1642,Y,third,63,76,C
1643,Y,second,31,45,D
1644,Y,first,4,3,F
1645,N,first,16,26,F
1646,N,third,48,7,B
1647,Y,first,45,59,D
1648,Y,first,31,28,F
1649,N,third,3,6,A
1650,N,first,7,25,D
1651,Y,third,63,42,B
1652,Y,third,61,74,A
1653,Y,third,48,33,B
1654,N,third,98,9,F
1655,Y,first,41,35,D
1656,N,third,30,41,D
1657,Y,third,12,72,A
1658,Y,second,84,52,C
1659,Y,third,5,15,A
1660,Y,first,99,20,C
1661,N,third,20,50,D
1662,Y,third,55,58,F
1663,N,first,59,13,B
1664,N,third,67,98,A
1665,Y,third,4,41,C
1666,Y,third,61,50,F
1667,Y,third,13,74,D
1668,Y,first,26,51,D
1669,Y,first,57,29,C
1670,Y,first,29,73,C
1671,N,second,63,78,D
1672,N,third,33,67,F
1673,Y,first,17,6,D
1674,Y,third,16,55,A
1675,N,third,8,10,F
1676,Y,second,78,73,A
1677,Y,third,3,11,A
1678,Y,second,14,50,C
1679,N,third,51,66,D
1680,Y,second,55,59,C
1681,Y,third,64,58,F
1682,Y,third,48,84,D
1683,Y,third,60,3,A
1684,Y,second,14,5,D
1685,N,second,5,9,F
1686,Y,first,41,56,A
1687,Y,second,69,59,F
1688,N,second,38,60,A
1689,N,first,16,14,F
1690,N,third,1,10,A
1691,N,second,90,94,C
1692,Y,third,15,33,A
1693,N,first,63,76,B
1694,N,third,2,7,B
1695,Y,third,23,37,A
1696,N,third,40,60,B
1697,N,second,3,14,D
1698,Y,third,54,73,D
1699,Y,second,46,48,D
1700,N,third,91,74,A
1701,Y,third,71,58,B
1702,N,third,79,93,C
1703,Y,third,5,29,F
1704,Y,first,88,74,F
1705,Y,third,5,14,F
1706,N,second,14,23,D
1707,N,third,18,22,D
1708,Y,first,34,55,D
1709,Y,third,22,74,C
1710,Y,first,59,31,A
1711,N,third,8,4,A
1712,Y,first,25,53,F
1713,Y,first,79,73,A
1714,Y,first,7,11,C
1715,Y,second,30,28,B
1716,N,first,31,50,D
1717,N,third,90,49,A
1718,Y,third,2,13,B
1719,Y,first,79,18,F
1720,Y,second,26,24,D
1721,Y,third,62,29,D
1722,N,first,21,1,B
1723,Y,third,10,8,B
1724,N,second,4,3,A
1725,N,third,33,53,D
1726,N,second,5,15,A
1727,N,third,7,1,B
1728,Y,first,45,65,D
1729,Y,first,6,25,D
1730,Y,first,24,25,D
1731,Y,second,11,20,F
1732,Y,third,70,61,B
1733,N,second,78,10,F
1734,Y,first,18,19,B
1735,Y,third,64,15,F
1736,N,third,91,87,A
1737,Y,third,19,71,A
1738,Y,first,20,52,B
1739,N,third,89,85,B
1740,N,second,9,7,D
1741,Y,third,98,92,D
1742,N,third,4,5,A
1743,Y,second,7,10,A
1744,N,second,6,4,F
1745,N,third,74,67,F
1746,Y,first,12,8,D
1747,Y,first,49,56,F
1748,Y,second,86,85,B
1749,Y,first,56,56,C
1750,Y,first,29,37,D
1751,Y,first,29,68,D
1752,Y,first,93,85,F
1753,N,third,6,2,F
1754,N,first,67,32,A
1755,Y,first,54,48,C
1756,Y,third,44,64,D
1757,Y,first,38,21,B
1758,Y,second,97,50,A
1759,Y,third,97,23,A
1760,N,first,41,66,F
1761,Y,first,51,87,D
1762,Y,first,16,34,A
1763,N,first,2,5,F
1764,Y,second,50,30,C
1765,N,third,6,94,D
1766,Y,third,51,55,D
1767,Y,third,15,10,F
1768,Y,second,23,38,D
1769,N,first,11,13,D
1770,Y,second,13,52,D
1771,Y,second,73,23,A
1772,N,second,1,24,D
1773,Y,first,0,20,A
1774,N,third,5,1,D
1775,Y,third,2,5,A
1776,N,third,96,98,A
1777,Y,first,49,20,A
1778,Y,first,31,79,A
1779,N,first,19,24,F
1780,Y,third,79,52,A
1781,Y,third,32,89,A
1782,N,second,74,78,A
1783,Y,first,88,52,A
1784,N,first,96,30,A
1785,Y,first,63,59,F
1786,Y,second,63,64,D
1787,N,third,1,7,A
1788,Y,third,24,59,D
1789,Y,second,63,98,D
1790,Y,third,69,61,B
1791,N,first,17,20,D
1792,Y,third,11,46,F
1793,N,third,4,5,B
1794,Y,third,1,5,B
1795,N,first,13,20,D
1796,N,second,9,6,D
1797,N,third,4,5,A
1798,N,third,63,33,C
1799,Y,third,74,56,A
1800,Y,second,16,21,F
1801,Y,third,98,25,B
1802,Y,second,5,58,A
1803,N,third,93,92,D
1804,Y,third,57,24,C
1805,Y,third,71,99,D
1806,Y,first,43,51,D
1807,N,first,14,3,F
1808,Y,first,76,59,B
1809,N,second,64,93,C
1810,N,first,12,29,D
1811,Y,first,45,80,B
1812,Y,third,85,24,B
1813,Y,first,11,13,F
1814,Y,first,41,68,F
1815,N,third,6,11,F
1816,Y,third,35,53,D
1817,Y,third,70,84,A
1818,Y,second,38,92,C
1819,Y,third,54,24,B
1820,N,third,4,15,B
1821,N,third,12,3,F
1822,Y,second,83,39,D
1823,N,first,5,27,F
1824,N,third,6,10,A
1825,Y,second,77,55,A
1826,Y,third,6,16,D
1827,Y,second,18,28,D
1828,N,first,2,22,F
1829,Y,third,46,41,A
1830,Y,first,50,21,A
1831,Y,first,7,5,D
1832,Y,third,2,10,B
1833,Y,first,87,49,C
1834,N,second,84,61,A
1835,Y,first,40,56,D
1836,Y,third,33,8,A
1837,Y,third,37,74,B
1838,Y,third,8,6,B
1839,N,second,6,2,F
1840,Y,first,16,46,D
1841,Y,second,6,12,F
1842,N,second,7,6,A
1843,Y,third,18,33,C
1844,Y,first,19,11,F
1845,N,second,5,23,D
1846,N,third,16,38,F
1847,N,third,6,22,F
1848,N,second,7,5,F
1849,Y,first,1,4,D
1850,Y,second,70,81,A
1851,Y,first,96,31,A
1852,Y,third,57,24,C
1853,N,first,4,70,D
1854,N,third,75,86,C
1855,N,second,5,13,A
1856,Y,third,20,73,B
1857,Y,third,52,58,C
1858,N,third,93,33,A
1859,Y,third,17,74,A
1860,Y,third,40,74,A
1861,N,first,73,61,D
1862,Y,third,78,85,C
1863,Y,third,28,72,A
1864,Y,third,37,99,D
1865,Y,first,22,25,C
1866,Y,first,15,13,B
1867,N,second,5,27,F
1868,N,third,2,10,A
1869,Y,third,67,66,A
1870,Y,first,26,55,F
1871,Y,third,63,46,A
1872,Y,first,53,55,A
1873,Y,third,85,48,F
1874,Y,first,26,39,D
1875,N,second,60,81,F
1876,Y,third,71,32,A
1877,Y,first,19,4,F
1878,Y,third,57,29,A
1879,N,third,67,85,A
1880,Y,third,90,93,A
1881,Y,second,87,96,A
1882,N,second,51,14,C
1883,N,second,2,11,A
1884,N,first,96,61,B
1885,N,second,81,44,F
1886,N,second,16,16,D
1887,Y,first,80,65,A
1888,Y,first,11,4,B
1889,N,third,4,35,F
1890,N,third,15,16,D
1891,N,first,5,9,F
1892,Y,third,59,48,C
1893,Y,second,46,43,D
1894,N,second,7,13,A
1895,N,second,49,42,D
1896,N,second,45,11,B
1897,Y,first,85,96,A
1898,N,third,83,34,F
1899,Y,first,10,17,F
1900,Y,third,20,45,D
1901,Y,third,45,63,A
1902,Y,first,1,16,F
1903,Y,second,39,31,D
1904,Y,third,47,79,D
1905,Y,third,16,81,A
1906,N,third,23,16,F
1907,N,second,73,35,A
1908,Y,second,88,77,A
1909,N,first,3,70,D
1910,Y,third,64,65,B
1911,Y,first,4,19,F
1912,Y,first,63,46,A
1913,Y,third,27,58,B
1914,Y,second,51,35,B
1915,Y,second,28,4,F
1916,N,third,68,81,A
1917,Y,second,5,14,F
1918,Y,second,52,86,B
1919,N,third,2,5,F
1920,Y,third,12,33,C
1921,N,second,85,86,A
1922,Y,third,18,72,A
1923,N,third,5,14,A
1924,Y,third,72,71,A
1925,N,second,6,3,F
1926,Y,first,59,50,C
1927,Y,second,6,13,F
1928,Y,second,23,52,D
1929,N,third,86,36,B
1930,Y,third,7,82,F
1931,N,second,94,89,A
1932,Y,third,14,76,F
1933,Y,second,27,32,C
1934,Y,third,61,75,B
1935,N,second,8,3,F
1936,N,third,74,72,A
1937,Y,third,54,44,C
1938,N,third,7,4,A
1939,N,third,10,4,D
1940,N,third,2,14,B
1941,Y,first,41,70,A
1942,Y,first,51,53,A
1943,Y,first,24,64,F
1944,Y,third,48,1,A
1945,Y,second,12,4,D
1946,Y,third,91,85,A
1947,Y,third,68,72,F
1948,N,third,5,7,A
1949,Y,second,3,6,A
1950,N,second,86,36,D
1951,N,first,91,40,D
1952,N,first,60,36,F
1953,N,third,16,7,D
1954,N,second,19,13,F
1955,Y,first,32,65,B
1956,Y,third,36,45,D
1957,Y,second,8,9,A
1958,N,third,66,59,D
1959,Y,first,6,2,D
1960,Y,third,94,69,F
1961,Y,third,33,65,C
1962,Y,third,43,94,B
1963,Y,second,81,59,C
1964,Y,second,55,25,C
1965,Y,second,13,52,F
1966,Y,third,68,70,D
1967,Y,first,53,51,C
1968,Y,first,35,26,B
1969,Y,second,93,99,A
1970,Y,first,16,73,A
1971,Y,third,9,3,A
1972,Y,third,28,46,C
1973,N,third,4,4,A
1974,Y,third,76,97,B
1975,N,second,13,2,F
1976,Y,second,61,2,D
1977,N,first,13,3,D
1978,Y,third,45,54,A
1979,N,second,8,18,F
1980,N,third,61,47,D
1981,Y,first,25,12,D
1982,Y,third,1,34,A
1983,Y,first,57,35,F
1984,N,second,1,2,F
1985,Y,first,41,74,D
1986,Y,third,4,13,A
1987,N,second,1,13,F
1988,N,first,83,64,A
1989,Y,third,67,50,F
1990,Y,second,53,33,C
1991,Y,third,77,66,F
1992,Y,third,56,84,A
1993,Y,second,1,11,F
1994,N,third,1,26,F
1995,N,first,80,6,F
1996,Y,third,6,15,A
1997,N,third,10,5,F
1998,Y,first,29,44,D
1999,Y,third,26,59,B
2000,N,third,3,5,B
2001,N,first,3,10,D
2002,Y,first,19,5,F
2003,Y,first,70,65,A
2004,Y,second,32,69,F
2005,N,second,11,10,D
2006,Y,second,58,26,F
2007,Y,third,83,51,A
2008,Y,third,66,87,A
2009,N,first,36,85,C
2010,Y,third,66,83,B
2011,Y,first,76,12,C
2012,N,first,94,78,A
2013,Y,first,35,12,A
2014,Y,first,37,48,F
2015,N,first,11,4,F
2016,Y,third,47,78,D
2017,Y,third,46,73,A
2018,Y,second,62,56,A
2019,Y,third,70,74,B
2020,Y,first,74,66,F
2021,N,third,65,99,A
2022,N,second,69,17,D
2023,N,third,77,30,F
2024,N,second,85,76,F
2025,Y,third,76,41,D
2026,N,second,1,21,D
2027,N,third,9,3,B
2028,Y,second,27,52,B
2029,Y,second,85,75,A
2030,N,third,29,54,A
2031,Y,third,76,23,A
2032,N,second,9,9,D
2033,Y,first,88,50,A
2034,N,third,7,3,B
2035,Y,first,13,0,D
2036,Y,first,2,13,F
2037,N,third,82,32,C
2038,N,third,2,5,D
2039,N,second,90,54,A
2040,Y,second,92,60,A
2041,N,third,6,15,A
2042,Y,second,38,59,C
2043,Y,first,17,16,F
2044,N,first,17,11,D
2045,Y,third,28,64,F
2046,N,third,3,6,A
2047,Y,third,74,22,A
2048,N,second,76,74,A
2049,Y,second,16,19,D
2050,Y,first,72,55,B
2051,N,third,85,30,F
2052,Y,third,41,79,C
2053,Y,second,14,16,C
2054,N,third,84,68,B
2055,Y,second,16,79,F
2056,N,third,16,5,D
2057,Y,second,98,74,A
2058,Y,third,50,91,A
2059,Y,third,47,65,A
2060,N,third,5,5,D
2061,N,second,9,9,D
2062,N,second,12,18,D
2063,Y,first,27,39,F
2064,Y,first,19,92,B
2065,Y,third,19,26,F
2066,Y,first,44,19,C
2067,Y,third,1,10,A
2068,N,third,2,16,F
2069,Y,third,75,82,D
2070,Y,first,19,19,D
2071,Y,first,46,70,A
2072,Y,third,31,14,D
2073,Y,third,6,3,A
2074,Y,second,45,44,D
2075,N,second,6,11,A
2076,Y,third,57,57,C
2077,N,second,4,5,A
2078,N,second,84,85,F
2079,Y,third,15,58,D
2080,Y,first,1,5,F
2081,Y,first,15,10,D
2082,N,second,80,61,D
2083,Y,third,31,47,C
2084,N,second,2,2,F
2085,Y,first,93,52,A
2086,Y,second,9,12,A
2087,Y,first,31,52,A
2088,N,third,1,11,A
2089,N,third,88,39,B
2090,Y,first,52,27,C
2091,Y,first,60,33,B
2092,Y,first,72,40,F
2093,N,first,31,35,D
2094,Y,second,86,62,A
2095,N,second,3,1,F
2096,Y,third,98,53,B
2097,Y,second,25,7,F
2098,Y,first,72,58,D
2099,N,second,8,25,F
2100,Y,third,64,48,A
2101,Y,first,38,44,B
2102,N,third,5,16,A
2103,N,third,6,2,B
2104,Y,third,50,37,A
2105,Y,first,8,1,B
2106,Y,third,43,57,A
2107,Y,third,46,41,A
2108,N,first,76,39,F
2109,Y,second,24,25,F
2110,Y,second,39,53,A
2111,N,third,4,15,B
2112,N,third,8,8,A
2113,Y,second,1,75,B
2114,Y,second,59,19,A
2115,Y,first,70,31,F
2116,Y,second,13,1,D
2117,Y,third,72,62,A
2118,Y,second,56,84,A
2119,N,third,75,73,D
2120,Y,third,8,46,B
2121,N,third,94,44,C
2122,Y,second,19,79,C
2123,Y,third,50,12,A
