,session 5,test 3,dropout
5390,34.0,B,N
5391,39.0,A,N
5392,37.0,A,N
5393,42.0,D,Y
5394,,,Y
5395,31.0,B,N
5396,,,Y
5397,27.0,A,N
5398,24.0,F,N
5399,60.0,A,N
5400,54.0,B,N
5401,70.0,F,N
5402,65.0,F,N
5403,,,Y
5404,61.0,A,N
5405,78.0,C,N
5406,57.0,D,N
5407,,,Y
5408,67.0,A,Y
5409,70.0,A,N
5410,53.0,B,N
5411,73.0,D,Y
5412,44.0,C,Y
5413,,,Y
5414,29.0,A,N
5415,39.0,D,Y
5416,48.0,B,N
5417,45.0,F,N
5418,,,Y
5419,36.0,A,N
5420,62.0,D,Y
5421,84.0,B,N
5422,40.0,B,N
5423,95.0,A,N
5424,39.0,A,N
5425,63.0,B,Y
5426,41.0,A,N
5427,,,Y
5428,50.0,D,N
5429,68.0,F,N
5430,59.0,C,N
5431,34.0,F,N
5432,,,Y
5433,,,Y
5434,,,Y
5435,12.0,B,N
5436,79.0,C,Y
5437,23.0,B,N
5438,28.0,A,N
5439,52.0,F,N
5440,23.0,D,Y
5441,70.0,C,N
5442,45.0,B,N
5443,60.0,B,N
5444,39.0,A,N
5445,49.0,D,N
5446,49.0,A,N
5447,,,Y
5448,1.0,D,N
5449,88.0,A,N
5450,,,Y
5451,86.0,C,N
5452,,,Y
5453,52.0,A,N
5454,,,Y
5455,28.0,F,N
5456,,,Y
5457,32.0,D,N
5458,1.0,A,N
5459,52.0,D,N
5460,57.0,F,N
5461,72.0,D,N
5462,,,Y
5463,,,Y
5464,98.0,C,N
5465,31.0,A,N
5466,4.0,A,Y
5467,90.0,C,N
5468,28.0,A,N
5469,69.0,F,Y
5470,,,Y
5471,63.0,F,N
5472,2.0,B,Y
5473,67.0,A,N
5474,69.0,A,N
5475,92.0,D,N
5476,28.0,D,Y
5477,97.0,F,N
5478,36.0,D,Y
5479,57.0,C,N
5480,66.0,C,N
5481,55.0,B,N
5482,27.0,D,Y
5483,34.0,D,Y
5484,96.0,F,N
5485,,,Y
5486,33.0,D,N
5487,15.0,F,N
5488,30.0,A,N
5489,79.0,B,N
5490,,,Y
5491,28.0,D,N
5492,4.0,A,N
5493,62.0,F,N
5494,,,Y
5495,55.0,A,N
5496,19.0,F,N
5497,57.0,F,N
5498,58.0,B,N
5499,84.0,B,N
5500,76.0,B,N
5501,,,Y
5502,68.0,C,N
5503,88.0,B,N
5504,97.0,A,N
5505,45.0,B,N
5506,,,Y
5507,77.0,C,N
5508,62.0,D,N
5509,12.0,F,N
5510,22.0,B,N
5511,46.0,A,N
5512,38.0,A,N
5513,93.0,B,N
5514,,,Y
5515,37.0,B,N
5516,32.0,C,N
5517,10.0,B,N
5518,26.0,C,N
5519,54.0,D,Y
5520,40.0,A,N
5521,50.0,C,N
5522,,,Y
5523,45.0,A,Y
5524,47.0,D,N
5525,29.0,B,N
5526,37.0,C,Y
5527,29.0,A,N
5528,42.0,F,N
5529,34.0,A,N
5530,66.0,F,Y
5531,77.0,B,N
5532,97.0,C,N
5533,26.0,D,Y
5534,,,Y
5535,13.0,B,N
5536,61.0,F,N
5537,16.0,A,N
5538,69.0,C,N
5539,,,Y
5540,69.0,C,N
5541,24.0,D,N
5542,33.0,F,N
5543,45.0,C,N
5544,,,Y
5545,43.0,C,Y
5546,62.0,C,N
5547,73.0,F,N
5548,21.0,B,Y
5549,38.0,A,N
5550,26.0,A,N
5551,31.0,D,Y
5552,3.0,F,Y
5553,36.0,A,N
5554,71.0,A,N
5555,61.0,F,Y
5556,49.0,A,Y
5557,30.0,D,N
5558,,,Y
5559,40.0,A,N
5560,33.0,F,N
5561,27.0,B,N
5562,54.0,B,N
5563,82.0,A,N
5564,,,Y
5565,39.0,B,N
5566,63.0,C,N
5567,38.0,D,Y
5568,79.0,A,N
5569,31.0,F,N
5570,,,Y
5571,,,Y
5572,90.0,D,Y
5573,25.0,B,N
5574,,,Y
5575,85.0,B,N
5576,,,Y
5577,,,Y
5578,47.0,F,N
5579,47.0,C,N
5580,,,Y
5581,48.0,B,N
5582,53.0,A,N
5583,,,Y
5584,93.0,B,N
5585,75.0,F,N
5586,64.0,C,Y
5587,76.0,F,N
5588,,,Y
5589,34.0,D,Y
5590,76.0,C,N
5591,51.0,F,N
5592,,,Y
5593,76.0,D,N
5594,40.0,F,Y
5595,26.0,B,N
5596,36.0,C,N
5597,27.0,F,N
5598,79.0,F,Y
5599,29.0,A,N
5600,26.0,A,N
5601,,,Y
5602,,,Y
5603,47.0,D,N
5604,75.0,B,N
5605,58.0,D,N
5606,34.0,A,N
5607,76.0,F,N
5608,48.0,B,N
5609,56.0,D,N
5610,46.0,D,Y
5611,,,Y
5612,,,Y
5613,,,Y
5614,46.0,B,N
5615,64.0,F,N
5616,23.0,F,Y
5617,62.0,D,N
5618,29.0,D,N
5619,71.0,F,Y
5620,25.0,A,N
5621,28.0,F,N
5622,96.0,B,N
5623,48.0,F,N
5624,24.0,D,Y
5625,,,Y
5626,57.0,B,N
5627,80.0,F,N
5628,,,Y
5629,39.0,A,N
5630,,,Y
5631,22.0,B,Y
5632,62.0,C,N
5633,48.0,D,N
5634,39.0,A,N
5635,1.0,F,N
5636,61.0,B,N
5637,34.0,C,Y
5638,,,Y
5639,,,Y
5640,71.0,C,N
5641,,,Y
5642,80.0,C,Y
5643,47.0,B,N
5644,27.0,B,N
5645,,,Y
5646,27.0,B,N
5647,,,Y
5648,89.0,A,N
5649,,,Y
5650,76.0,B,N
5651,36.0,F,Y
5652,28.0,B,N
5653,68.0,F,N
5654,90.0,B,N
5655,99.0,F,N
5656,88.0,B,Y
5657,45.0,A,N
5658,50.0,A,N
5659,17.0,F,N
5660,49.0,A,N
5661,36.0,A,N
5662,24.0,A,N
5663,75.0,D,N
5664,24.0,D,N
5665,43.0,A,N
5666,,,Y
5667,59.0,A,N
5668,80.0,B,N
5669,,,Y
5670,76.0,F,N
5671,26.0,F,N
5672,46.0,B,N
5673,52.0,C,N
5674,78.0,C,N
5675,67.0,F,N
5676,50.0,C,N
5677,,,Y
5678,33.0,F,N
5679,26.0,B,N
5680,,,Y
5681,49.0,C,N
5682,42.0,D,N
5683,60.0,F,Y
5684,89.0,A,N
5685,46.0,D,N
5686,,,Y
5687,,,Y
5688,,,Y
5689,27.0,F,N
5690,19.0,D,Y
5691,28.0,B,N
5692,77.0,C,N
5693,67.0,C,N
5694,41.0,A,N
5695,92.0,C,N
5696,3.0,F,Y
5697,79.0,B,N
5698,25.0,A,N
5699,,,Y
5700,53.0,B,N
5701,75.0,F,N
5702,32.0,B,N
5703,,,Y
5704,,,Y
5705,33.0,A,N
5706,53.0,D,N
5707,8.0,B,N
5708,29.0,F,N
5709,45.0,B,N
5710,,,Y
5711,,,Y
5712,76.0,B,N
5713,57.0,C,N
5714,,,Y
5715,45.0,B,N
5716,49.0,F,Y
5717,85.0,C,N
5718,79.0,D,N
5719,37.0,A,N
5720,47.0,D,N
5721,28.0,C,N
5722,42.0,D,Y
5723,27.0,B,N
5724,61.0,C,N
5725,60.0,F,N
5726,13.0,D,Y
5727,40.0,C,Y
5728,57.0,F,Y
5729,61.0,C,N
5730,63.0,C,N
5731,,,Y
5732,,,Y
5733,74.0,F,N
5734,70.0,A,N
5735,27.0,A,N
5736,45.0,D,Y
5737,65.0,A,N
5738,77.0,F,N
5739,43.0,A,N
5740,12.0,C,N
5741,,,Y
5742,71.0,D,Y
5743,,,Y
5744,67.0,D,Y
5745,74.0,B,N
5746,,,Y
5747,27.0,D,Y
5748,46.0,D,N
5749,48.0,A,N
5750,56.0,B,Y
5751,51.0,C,N
5752,,,Y
5753,41.0,D,N
5754,14.0,F,Y
5755,48.0,B,N
5756,3.0,C,N
5757,22.0,F,N
5758,,,Y
5759,76.0,F,N
5760,48.0,B,N
5761,,,Y
5762,,,Y
5763,27.0,B,N
5764,89.0,A,N
5765,90.0,B,N
5766,41.0,A,N
5767,39.0,A,N
5768,,,Y
5769,22.0,D,Y
5770,39.0,F,N
5771,,,Y
5772,,,Y
5773,8.0,F,N
5774,60.0,F,N
5775,51.0,D,Y
5776,39.0,A,N
5777,90.0,C,N
5778,,,Y
5779,63.0,F,Y
5780,,,Y
5781,26.0,B,N
5782,,,Y
5783,1.0,F,N
5784,5.0,F,N
5785,85.0,B,N
5786,,,Y
5787,42.0,D,Y
5788,95.0,B,N
5789,33.0,D,N
5790,,,Y
5791,3.0,B,N
5792,74.0,F,Y
5793,,,Y
5794,26.0,F,Y
5795,19.0,F,Y
5796,73.0,B,N
5797,62.0,B,N
5798,72.0,B,N
5799,34.0,D,N
5800,32.0,D,N
5801,84.0,D,N
5802,96.0,C,N
5803,59.0,C,N
5804,92.0,A,N
5805,67.0,C,N
5806,,,Y
5807,35.0,D,Y
5808,,,Y
5809,57.0,C,N
5810,33.0,B,N
5811,39.0,C,N
5812,,,Y
5813,41.0,D,N
5814,51.0,B,N
5815,35.0,D,Y
5816,81.0,F,N
5817,,,Y
5818,54.0,C,N
5819,60.0,F,Y
5820,40.0,A,N
5821,26.0,A,N
5822,88.0,C,Y
5823,75.0,B,N
5824,60.0,F,Y
5825,78.0,A,N
5826,,,Y
5827,40.0,F,Y
5828,30.0,F,Y
5829,41.0,A,N
5830,27.0,D,N
5831,,,Y
5832,59.0,B,N
5833,52.0,D,Y
5834,57.0,C,N
5835,40.0,A,N
5836,16.0,B,N
5837,17.0,F,Y
5838,14.0,C,N
5839,85.0,C,N
5840,50.0,B,N
5841,,,Y
5842,,,Y
5843,46.0,F,N
5844,76.0,B,N
5845,89.0,D,N
5846,46.0,A,N
5847,84.0,D,N
5848,20.0,B,N
5849,77.0,D,Y
5850,73.0,B,N
5851,55.0,F,N
5852,22.0,B,N
5853,28.0,F,N
5854,89.0,A,N
5855,53.0,F,Y
5856,76.0,C,N
5857,75.0,B,N
5858,,,Y
5859,73.0,B,N
5860,,,Y
5861,90.0,F,N
5862,,,Y
5863,55.0,A,N
5864,95.0,C,N
5865,28.0,F,Y
5866,,,Y
5867,77.0,F,N
5868,56.0,F,Y
5869,28.0,A,N
5870,61.0,D,Y
5871,61.0,F,N
5872,48.0,B,N
5873,99.0,D,N
5874,80.0,C,N
5875,54.0,F,Y
5876,69.0,B,N
5877,43.0,A,N
5878,55.0,A,N
5879,,,Y
5880,63.0,F,Y
5881,56.0,B,N
5882,3.0,D,Y
5883,29.0,B,N
5884,34.0,D,Y
5885,68.0,B,N
5886,34.0,B,N
5887,15.0,D,Y
5888,67.0,C,N
5889,,,Y
5890,,,Y
5891,1.0,D,Y
5892,94.0,C,N
5893,30.0,D,N
5894,,,Y
5895,,,Y
5896,91.0,F,Y
5897,32.0,D,Y
5898,56.0,D,N
5899,,,Y
5900,45.0,A,N
5901,60.0,D,N
5902,,,Y
5903,46.0,D,Y
5904,5.0,A,Y
5905,48.0,A,N
5906,55.0,C,N
5907,44.0,D,Y
5908,,,Y
5909,12.0,A,N
5910,20.0,A,Y
5911,42.0,D,N
5912,23.0,C,Y
5913,99.0,F,N
5914,5.0,C,N
5915,41.0,C,N
5916,29.0,A,N
5917,84.0,C,N
5918,45.0,A,N
5919,70.0,D,Y
5920,92.0,C,N
5921,11.0,D,Y
5922,90.0,F,N
5923,34.0,B,N
5924,1.0,F,N
5925,92.0,F,N
5926,71.0,C,N
5927,27.0,B,N
5928,33.0,C,N
5929,24.0,A,N
5930,10.0,A,N
5931,95.0,D,N
5932,85.0,B,N
5933,61.0,D,N
5934,26.0,B,N
5935,43.0,A,N
5936,15.0,F,N
5937,31.0,B,N
5938,,,Y
5939,11.0,F,N
5940,15.0,D,N
5941,72.0,A,N
5942,67.0,A,N
5943,33.0,A,N
5944,26.0,D,N
5945,35.0,A,N
5946,98.0,C,N
5947,55.0,C,Y
5948,24.0,A,N
5949,0.0,F,N
5950,15.0,F,N
5951,,,Y
5952,39.0,F,Y
5953,16.0,A,N
5954,,,Y
5955,96.0,F,N
5956,29.0,F,Y
5957,11.0,C,N
5958,42.0,F,N
5959,87.0,D,Y
5960,96.0,F,N
5961,26.0,F,N
5962,46.0,A,N
5963,,,Y
5964,,,Y
5965,25.0,C,Y
5966,43.0,C,Y
5967,40.0,A,N
5968,45.0,A,N
5969,26.0,C,N
5970,39.0,F,N
5971,46.0,C,N
5972,64.0,B,N
5973,,,Y
5974,83.0,C,N
5975,58.0,D,N
5976,45.0,B,N
5977,5.0,F,N
5978,91.0,B,N
5979,51.0,B,N
5980,31.0,D,Y
5981,74.0,C,N
5982,40.0,D,N
5983,64.0,C,Y
5984,,,Y
5985,63.0,F,N
5986,26.0,F,Y
5987,76.0,C,N
5988,39.0,D,N
5989,71.0,B,N
5990,,,Y
5991,79.0,F,Y
5992,84.0,F,N
5993,26.0,D,N
5994,69.0,A,N
5995,85.0,D,Y
5996,42.0,C,N
5997,64.0,C,N
5998,65.0,F,N
5999,51.0,B,N
6000,75.0,C,N
6001,18.0,B,N
6002,51.0,C,Y
6003,87.0,B,N
6004,38.0,D,N
6005,65.0,A,N
6006,14.0,B,N
6007,,,Y
6008,71.0,B,N
6009,22.0,F,Y
6010,36.0,D,Y
6011,,,Y
6012,9.0,B,N
6013,,,Y
6014,45.0,D,Y
6015,30.0,F,N
6016,21.0,D,Y
6017,59.0,C,N
6018,,,Y
6019,,,Y
6020,,,Y
6021,31.0,B,N
6022,81.0,B,N
6023,68.0,B,Y
6024,28.0,D,N
6025,33.0,A,Y
6026,,,Y
6027,,,Y
6028,99.0,F,N
6029,33.0,B,N
6030,15.0,F,N
6031,1.0,C,Y
6032,33.0,D,N
6033,,,Y
6034,,,Y
6035,95.0,B,N
6036,42.0,D,N
6037,45.0,A,N
6038,48.0,F,N
6039,58.0,B,N
6040,63.0,C,N
6041,78.0,A,N
6042,,,Y
6043,30.0,D,N
6044,,,Y
6045,87.0,F,N
6046,15.0,B,N
6047,95.0,B,N
6048,79.0,B,N
6049,,,Y
6050,56.0,C,Y
6051,39.0,D,Y
6052,21.0,F,N
6053,44.0,A,N
6054,62.0,C,Y
6055,53.0,D,Y
6056,62.0,D,N
6057,98.0,A,N
6058,,,Y
6059,94.0,C,N
6060,24.0,A,N
6061,32.0,A,N
6062,29.0,C,N
6063,,,Y
6064,60.0,B,N
6065,46.0,A,N
6066,16.0,F,N
6067,,,Y
6068,89.0,C,N
6069,84.0,F,N
6070,29.0,A,N
6071,29.0,D,N
6072,5.0,B,N
6073,78.0,C,N
6074,18.0,F,N
6075,34.0,D,N
6076,29.0,A,N
6077,59.0,A,N
6078,33.0,A,N
6079,17.0,A,N
6080,,,Y
6081,57.0,A,N
6082,45.0,A,N
6083,9.0,A,N
6084,8.0,A,N
6085,30.0,D,Y
6086,52.0,D,N
6087,80.0,A,N
6088,,,Y
6089,45.0,A,N
6090,49.0,B,Y
6091,97.0,F,N
6092,54.0,F,N
6093,6.0,B,N
6094,81.0,F,N
6095,27.0,B,N
6096,0.0,B,N
6097,31.0,B,N
6098,,,Y
6099,92.0,F,Y
6100,,,Y
6101,9.0,C,Y
6102,50.0,D,Y
6103,10.0,A,N
6104,34.0,D,N
6105,71.0,B,N
6106,,,Y
6107,,,Y
6108,50.0,D,N
6109,95.0,A,N
6110,64.0,F,N
6111,13.0,F,Y
6112,49.0,A,N
6113,71.0,F,Y
6114,58.0,A,N
6115,82.0,B,N
6116,12.0,D,Y
6117,51.0,B,N
6118,13.0,C,Y
6119,14.0,F,Y
6120,59.0,A,N
6121,34.0,D,N
6122,68.0,C,N
6123,42.0,A,N
6124,41.0,D,N
6125,,,Y
6126,,,Y
6127,79.0,D,Y
6128,30.0,F,N
6129,,,Y
6130,66.0,D,Y
6131,78.0,C,N
6132,,,Y
6133,96.0,D,N
6134,29.0,A,N
6135,,,Y
6136,84.0,D,Y
6137,35.0,A,N
6138,44.0,B,Y
6139,23.0,F,N
6140,37.0,F,N
6141,46.0,C,Y
6142,35.0,D,Y
6143,46.0,D,N
6144,,,Y
6145,33.0,D,Y
6146,22.0,D,Y
6147,24.0,F,N
6148,,,Y
6149,37.0,D,N
6150,2.0,D,N
6151,84.0,B,N
6152,48.0,A,N
6153,77.0,B,N
6154,85.0,B,N
6155,42.0,C,Y
6156,68.0,C,N
6157,6.0,B,N
6158,67.0,B,N
6159,54.0,A,N
6160,,,Y
6161,6.0,F,N
6162,9.0,C,N
6163,63.0,F,N
6164,35.0,A,N
6165,,,Y
6166,2.0,B,N
6167,,,Y
6168,63.0,D,N
6169,,,Y
6170,14.0,D,N
6171,21.0,B,N
6172,14.0,A,N
6173,43.0,B,N
6174,17.0,F,N
6175,99.0,A,N
6176,37.0,A,N
6177,47.0,F,N
6178,76.0,C,N
6179,0.0,D,Y
6180,25.0,B,N
6181,29.0,B,N
6182,9.0,F,Y
6183,32.0,D,N
6184,34.0,F,N
6185,60.0,D,Y
6186,21.0,F,Y
6187,2.0,B,N
6188,,,Y
6189,31.0,A,N
6190,,,Y
6191,46.0,C,N
6192,29.0,B,N
6193,64.0,D,N
6194,23.0,F,N
6195,18.0,A,N
6196,55.0,B,Y
6197,,,Y
6198,86.0,D,Y
6199,,,Y
6200,20.0,D,Y
6201,79.0,B,N
6202,63.0,B,N
6203,55.0,A,N
6204,47.0,C,N
6205,49.0,A,Y
6206,92.0,D,N
6207,19.0,F,N
6208,59.0,B,N
6209,7.0,F,N
6210,9.0,A,N
6211,20.0,C,Y
6212,,,Y
6213,46.0,A,N
6214,13.0,F,Y
6215,,,Y
6216,34.0,C,Y
6217,42.0,D,Y
6218,19.0,F,N
6219,,,Y
6220,24.0,C,N
6221,21.0,F,N
6222,25.0,F,Y
6223,31.0,F,N
6224,44.0,B,N
6225,50.0,F,N
6226,37.0,B,N
6227,34.0,A,N
6228,,,Y
6229,89.0,B,N
6230,79.0,F,N
6231,39.0,A,N
6232,80.0,A,N
6233,18.0,D,N
6234,73.0,F,N
6235,90.0,C,N
6236,25.0,F,Y
6237,,,Y
6238,10.0,A,N
6239,96.0,F,N
6240,52.0,B,N
6241,,,Y
6242,27.0,F,N
6243,92.0,D,Y
6244,,,Y
6245,48.0,D,N
6246,,,Y
6247,85.0,A,N
6248,24.0,B,N
6249,45.0,C,N
6250,,,Y
6251,98.0,B,N
6252,56.0,D,N
6253,25.0,F,N
6254,63.0,C,N
6255,61.0,F,N
6256,24.0,F,Y
6257,98.0,A,N
6258,,,Y
6259,,,Y
6260,59.0,D,Y
6261,96.0,C,N
6262,11.0,F,Y
6263,51.0,C,N
6264,71.0,F,N
6265,36.0,F,N
6266,87.0,F,N
6267,33.0,D,N
6268,25.0,A,N
6269,89.0,F,N
6270,22.0,F,N
6271,5.0,F,Y
6272,74.0,D,N
6273,87.0,F,N
6274,51.0,B,N
6275,34.0,A,N
6276,68.0,A,N
6277,56.0,C,N
6278,82.0,B,N
6279,32.0,A,N
6280,36.0,D,N
6281,,,Y
6282,50.0,C,N
6283,,,Y
6284,31.0,C,N
6285,78.0,F,N
6286,,,Y
6287,43.0,B,N
6288,32.0,D,Y
6289,73.0,A,N
6290,32.0,A,N
6291,29.0,A,N
6292,71.0,B,N
6293,29.0,B,N
6294,54.0,F,N
6295,69.0,A,Y
6296,33.0,B,N
6297,53.0,F,N
6298,40.0,A,N
6299,83.0,D,N
6300,,,Y
6301,44.0,D,N
6302,70.0,C,N
6303,25.0,D,Y
6304,1.0,F,Y
6305,40.0,A,N
6306,2.0,C,Y
6307,38.0,B,N
6308,,,Y
6309,21.0,A,N
6310,,,Y
6311,88.0,B,N
6312,21.0,B,N
6313,,,Y
6314,45.0,A,N
6315,,,Y
6316,23.0,D,Y
6317,48.0,C,N
6318,40.0,D,N
6319,78.0,C,N
6320,89.0,F,N
6321,,,Y
6322,,,Y
6323,37.0,F,N
6324,39.0,D,N
6325,38.0,A,N
6326,84.0,A,N
6327,66.0,C,N
6328,2.0,A,N
6329,24.0,A,N
6330,46.0,B,N
6331,18.0,F,Y
6332,64.0,D,Y
6333,21.0,F,N
6334,7.0,B,N
6335,31.0,D,Y
6336,60.0,F,N
6337,24.0,F,N
6338,64.0,C,N
6339,50.0,B,N
6340,,,Y
6341,57.0,F,Y
6342,,,Y
6343,66.0,A,N
6344,66.0,C,N
6345,89.0,F,Y
6346,46.0,B,N
6347,77.0,F,N
6348,28.0,A,N
6349,,,Y
6350,,,Y
6351,,,Y
6352,7.0,A,N
6353,47.0,A,N
6354,16.0,A,N
6355,21.0,A,N
6356,15.0,D,Y
6357,39.0,F,N
6358,27.0,B,N
6359,29.0,C,N
6360,16.0,A,N
6361,76.0,A,N
6362,,,Y
6363,43.0,C,N
6364,52.0,A,N
6365,43.0,D,N
6366,24.0,F,N
6367,44.0,F,N
6368,31.0,D,N
6369,43.0,F,N
6370,40.0,A,N
6371,21.0,F,N
6372,57.0,C,N
6373,36.0,A,N
6374,47.0,B,N
6375,67.0,D,N
6376,59.0,C,N
6377,24.0,A,N
6378,45.0,B,N
6379,,,Y
6380,28.0,F,N
6381,53.0,C,Y
6382,35.0,F,Y
6383,65.0,D,Y
6384,46.0,B,N
6385,78.0,C,N
6386,82.0,A,N
6387,30.0,F,N
6388,14.0,F,N
6389,,,Y
6390,52.0,C,N
6391,43.0,D,Y
6392,,,Y
6393,59.0,D,N
6394,17.0,B,N
6395,52.0,B,N
6396,59.0,B,N
6397,39.0,A,N
6398,13.0,B,N
6399,,,Y
6400,17.0,D,Y
6401,83.0,C,Y
6402,,,Y
6403,,,Y
6404,73.0,F,Y
6405,72.0,F,N
6406,,,Y
6407,,,Y
6408,,,Y
6409,54.0,C,N
6410,,,Y
6411,,,Y
6412,,,Y
6413,90.0,D,Y
6414,27.0,F,N
6415,55.0,B,N
6416,85.0,D,Y
6417,60.0,D,N
6418,80.0,B,N
6419,14.0,B,Y
6420,94.0,B,N
6421,27.0,C,N
6422,24.0,A,N
6423,,,Y
6424,48.0,F,N
6425,20.0,D,N
6426,60.0,F,Y
6427,40.0,F,N
6428,42.0,D,Y
6429,45.0,F,N
6430,44.0,B,N
6431,,,Y
6432,61.0,B,N
6433,39.0,F,N
6434,40.0,C,N
6435,46.0,F,Y
6436,69.0,D,Y
6437,29.0,F,N
6438,41.0,F,N
6439,56.0,A,N
6440,34.0,B,N
6441,96.0,D,N
6442,41.0,F,N
6443,69.0,F,N
6444,,,Y
6445,77.0,A,N
6446,34.0,B,N
6447,38.0,F,Y
6448,46.0,B,N
6449,12.0,A,N
6450,73.0,B,N
6451,27.0,B,N
6452,27.0,B,N
6453,83.0,F,N
6454,54.0,B,N
6455,35.0,B,N
6456,68.0,B,N
6457,4.0,D,N
6458,40.0,B,N
6459,93.0,F,N
6460,41.0,F,N
6461,78.0,A,N
6462,,,Y
6463,76.0,C,N
6464,,,Y
6465,25.0,F,Y
6466,85.0,F,Y
6467,,,Y
6468,,,Y
6469,72.0,C,N
6470,17.0,B,N
6471,40.0,B,N
6472,28.0,D,Y
6473,26.0,D,Y
6474,,,Y
6475,85.0,C,N
6476,57.0,F,N
6477,4.0,C,Y
6478,94.0,B,N
6479,13.0,B,N
6480,69.0,F,N
6481,,,Y
6482,74.0,F,N
6483,,,Y
6484,22.0,D,N
6485,,,Y
6486,,,Y
6487,49.0,A,N
6488,21.0,C,N
6489,14.0,F,N
6490,54.0,B,N
6491,,,Y
6492,,,Y
6493,59.0,A,N
6494,34.0,D,N
6495,23.0,F,N
6496,26.0,A,N
6497,72.0,D,Y
6498,79.0,F,N
6499,47.0,D,N
6500,73.0,B,N
6501,7.0,D,N
6502,90.0,C,N
6503,90.0,F,N
6504,21.0,A,N
6505,80.0,C,N
6506,37.0,B,N
6507,79.0,B,N
6508,,,Y
6509,44.0,A,N
6510,,,Y
6511,54.0,D,Y
6512,,,Y
6513,44.0,D,Y
6514,45.0,A,N
6515,,,Y
6516,47.0,D,Y
6517,46.0,D,N
6518,,,Y
6519,33.0,D,N
6520,52.0,C,N
6521,62.0,C,Y
6522,23.0,D,Y
6523,78.0,C,N
6524,7.0,A,N
6525,7.0,F,N
6526,30.0,F,Y
6527,62.0,A,N
6528,59.0,F,Y
6529,,,Y
6530,74.0,C,N
6531,,,Y
6532,15.0,A,Y
6533,32.0,B,N
6534,,,Y
6535,28.0,A,N
6536,56.0,B,N
6537,28.0,B,Y
6538,46.0,C,N
6539,10.0,D,N
6540,29.0,F,N
6541,40.0,B,N
6542,55.0,D,N
6543,36.0,D,N
6544,,,Y
6545,38.0,A,N
6546,3.0,B,N
6547,,,Y
6548,59.0,F,N
6549,24.0,C,N
6550,98.0,D,N
6551,48.0,B,N
6552,25.0,A,N
6553,72.0,B,Y
6554,,,Y
6555,74.0,F,N
6556,65.0,C,N
6557,67.0,A,N
6558,,,Y
6559,79.0,F,N
6560,20.0,B,N
6561,40.0,B,N
6562,20.0,D,Y
6563,0.0,F,N
6564,46.0,B,N
6565,,,Y
6566,,,Y
6567,,,Y
6568,,,Y
6569,51.0,B,N
6570,27.0,A,Y
6571,63.0,C,N
6572,,,Y
6573,81.0,F,Y
6574,30.0,B,N
6575,,,Y
6576,44.0,B,N
6577,72.0,B,N
6578,88.0,B,N
6579,,,Y
6580,,,Y
6581,24.0,B,N
6582,69.0,C,N
6583,3.0,A,N
6584,,,Y
6585,43.0,C,N
6586,37.0,F,Y
6587,23.0,A,N
6588,45.0,B,N
6589,31.0,B,N
6590,38.0,F,N
6591,12.0,C,Y
6592,,,Y
6593,31.0,B,N
6594,75.0,F,Y
6595,,,Y
6596,50.0,C,N
6597,82.0,C,N
6598,,,Y
6599,47.0,F,N
6600,43.0,A,N
6601,61.0,C,Y
6602,60.0,C,N
6603,77.0,A,N
6604,27.0,D,N
6605,7.0,C,N
6606,35.0,A,N
6607,51.0,C,N
6608,37.0,D,Y
6609,,,Y
6610,,,Y
6611,61.0,B,N
6612,43.0,B,N
6613,,,Y
6614,15.0,A,N
6615,25.0,C,N
6616,6.0,C,Y
6617,8.0,D,N
6618,27.0,A,N
6619,,,Y
6620,62.0,F,N
6621,75.0,D,N
6622,59.0,F,N
6623,25.0,B,N
6624,34.0,F,N
6625,49.0,A,N
6626,0.0,C,N
6627,76.0,D,N
6628,81.0,B,N
6629,,,Y
6630,89.0,B,N
6631,32.0,F,N
6632,49.0,D,N
6633,41.0,D,N
6634,48.0,F,N
6635,68.0,F,N
6636,43.0,B,N
6637,59.0,F,N
6638,39.0,D,Y
6639,69.0,F,Y
6640,5.0,B,N
6641,17.0,C,N
6642,23.0,F,N
6643,,,Y
6644,35.0,F,N
6645,8.0,A,N
6646,,,Y
6647,41.0,D,N
6648,81.0,F,N
6649,60.0,B,N
6650,,,Y
6651,20.0,D,N
6652,64.0,A,N
6653,,,Y
6654,98.0,B,N
6655,60.0,C,N
6656,,,Y
6657,75.0,D,Y
6658,0.0,A,Y
6659,75.0,D,N
6660,76.0,F,N
6661,26.0,A,N
6662,78.0,F,N
6663,54.0,D,N
6664,73.0,C,N
6665,,,Y
6666,35.0,D,N
6667,45.0,A,N
6668,21.0,A,N
6669,90.0,D,N
6670,66.0,B,N
6671,48.0,A,Y
6672,58.0,F,N
6673,,,Y
6674,24.0,D,N
6675,0.0,F,N
6676,59.0,C,N
6677,61.0,C,N
6678,65.0,F,Y
6679,45.0,D,Y
6680,,,Y
6681,7.0,C,N
6682,,,Y
6683,34.0,D,Y
6684,15.0,B,Y
6685,,,Y
6686,41.0,B,N
6687,76.0,B,N
6688,80.0,B,N
6689,59.0,F,N
6690,84.0,F,Y
6691,93.0,B,N
6692,,,Y
6693,41.0,D,N
6694,32.0,B,N
6695,69.0,D,Y
6696,36.0,F,Y
6697,,,Y
6698,35.0,F,N
6699,42.0,B,N
6700,23.0,A,N
6701,54.0,A,N
6702,28.0,D,N
6703,,,Y
6704,,,Y
6705,42.0,C,Y
6706,,,Y
6707,54.0,F,N
6708,,,Y
