,session 3,session 4,test 2
1206,33.0,1.0,A
1207,68.0,74.0,A
1208,61.0,24.0,F
1209,3.0,38.0,D
1210,9.0,24.0,C
1211,92.0,74.0,C
1212,13.0,29.0,D
1213,,,
1214,61.0,77.0,B
1215,55.0,40.0,D
1216,84.0,54.0,A
1217,75.0,9.0,A
1218,1.0,21.0,B
1219,39.0,33.0,F
1220,55.0,61.0,B
1221,16.0,39.0,C
1222,83.0,63.0,C
1223,5.0,22.0,C
1224,43.0,37.0,D
1225,66.0,23.0,A
1226,11.0,16.0,B
1227,,,
1228,14.0,13.0,F
1229,32.0,31.0,F
1230,10.0,24.0,C
1231,88.0,90.0,D
1232,43.0,40.0,B
1233,4.0,44.0,A
1234,5.0,14.0,D
1235,10.0,8.0,D
1236,39.0,78.0,C
1237,6.0,52.0,D
1238,56.0,85.0,B
1239,32.0,43.0,F
1240,54.0,45.0,D
1241,27.0,45.0,C
1242,9.0,45.0,D
1243,41.0,24.0,F
1244,38.0,51.0,D
1245,90.0,24.0,B
1246,36.0,92.0,B
1247,76.0,38.0,C
1248,,,
1249,55.0,73.0,B
1250,12.0,39.0,C
1251,83.0,44.0,C
1252,29.0,39.0,D
1253,48.0,3.0,D
1254,9.0,71.0,F
1255,72.0,74.0,B
1256,55.0,49.0,F
1257,22.0,49.0,B
1258,48.0,9.0,F
1259,1.0,57.0,C
1260,20.0,72.0,C
1261,58.0,49.0,F
1262,89.0,43.0,C
1263,47.0,34.0,C
1264,99.0,54.0,F
1265,65.0,46.0,B
1266,49.0,52.0,D
1267,79.0,15.0,B
1268,96.0,54.0,C
1269,18.0,48.0,C
1270,31.0,37.0,D
1271,23.0,3.0,B
1272,2.0,32.0,A
1273,,,
1274,,,
1275,12.0,43.0,A
1276,66.0,59.0,B
1277,26.0,21.0,D
1278,75.0,26.0,A
1279,99.0,74.0,F
1280,39.0,35.0,D
1281,28.0,34.0,D
1282,51.0,95.0,B
1283,,,
1284,34.0,25.0,A
1285,13.0,30.0,B
1286,10.0,9.0,C
1287,68.0,8.0,D
1288,17.0,19.0,A
1289,13.0,9.0,C
1290,1.0,46.0,A
1291,,,
1292,32.0,2.0,D
1293,44.0,25.0,F
1294,70.0,56.0,C
1295,36.0,9.0,F
1296,35.0,23.0,F
1297,,,
1298,46.0,58.0,D
1299,72.0,11.0,F
1300,37.0,8.0,F
1301,40.0,37.0,C
1302,37.0,26.0,B
1303,55.0,53.0,D
1304,66.0,91.0,A
1305,4.0,50.0,A
1306,50.0,70.0,D
1307,11.0,11.0,C
1308,58.0,53.0,F
1309,,,
1310,,,
1311,87.0,59.0,F
1312,,,
1313,,,
1314,35.0,69.0,B
1315,98.0,71.0,F
1316,4.0,17.0,B
1317,81.0,25.0,B
1318,53.0,13.0,D
1319,61.0,59.0,A
1320,78.0,73.0,B
1321,1.0,17.0,A
1322,87.0,53.0,A
1323,73.0,34.0,A
1324,66.0,55.0,D
1325,62.0,35.0,A
1326,27.0,45.0,F
1327,51.0,63.0,C
1328,22.0,50.0,A
1329,77.0,19.0,C
1330,,,
1331,87.0,25.0,C
1332,48.0,33.0,C
1333,75.0,47.0,A
1334,92.0,7.0,C
1335,70.0,52.0,C
1336,22.0,34.0,D
1337,37.0,13.0,C
1338,99.0,32.0,B
1339,45.0,63.0,F
1340,4.0,46.0,D
1341,72.0,36.0,A
1342,5.0,51.0,D
1343,6.0,20.0,F
1344,40.0,0.0,B
1345,,,
1346,77.0,42.0,C
1347,5.0,28.0,C
1348,4.0,24.0,B
1349,89.0,5.0,C
1350,19.0,7.0,A
1351,48.0,30.0,B
1352,,,
1353,83.0,39.0,D
1354,,,
1355,87.0,50.0,C
1356,49.0,54.0,D
1357,52.0,40.0,D
1358,11.0,18.0,B
1359,58.0,91.0,A
1360,60.0,37.0,A
1361,89.0,16.0,A
1362,42.0,44.0,D
1363,17.0,50.0,C
1364,27.0,22.0,F
1365,84.0,69.0,C
1366,14.0,87.0,B
1367,79.0,80.0,F
1368,65.0,89.0,A
1369,58.0,45.0,F
1370,38.0,15.0,D
1371,,,
1372,5.0,20.0,C
1373,,,
1374,69.0,19.0,D
1375,59.0,31.0,F
1376,45.0,43.0,D
1377,91.0,54.0,C
1378,73.0,38.0,A
1379,50.0,57.0,A
1380,56.0,97.0,F
1381,72.0,30.0,A
1382,75.0,42.0,D
1383,,,
1384,15.0,2.0,C
1385,62.0,40.0,C
1386,25.0,37.0,D
1387,7.0,54.0,A
1388,46.0,90.0,A
1389,77.0,41.0,D
1390,79.0,99.0,C
1391,65.0,69.0,F
1392,48.0,36.0,B
1393,54.0,26.0,C
1394,23.0,45.0,F
1395,50.0,39.0,B
1396,21.0,43.0,D
1397,67.0,37.0,D
1398,96.0,79.0,A
1399,25.0,37.0,F
1400,53.0,43.0,B
1401,50.0,56.0,C
1402,9.0,9.0,A
1403,87.0,17.0,B
1404,56.0,71.0,D
1405,49.0,99.0,A
1406,,,
1407,12.0,14.0,D
1408,16.0,32.0,A
1409,85.0,39.0,D
1410,48.0,33.0,D
1411,5.0,10.0,A
1412,57.0,23.0,B
1413,90.0,62.0,B
1414,74.0,29.0,F
1415,51.0,58.0,D
1416,16.0,61.0,F
1417,59.0,31.0,D
1418,98.0,53.0,F
1419,55.0,47.0,B
1420,32.0,35.0,F
1421,88.0,18.0,F
1422,24.0,46.0,D
1423,67.0,24.0,A
1424,8.0,60.0,F
1425,38.0,74.0,A
1426,2.0,5.0,D
1427,50.0,27.0,F
1428,,,
1429,75.0,21.0,F
1430,,,
1431,11.0,8.0,B
1432,56.0,33.0,A
1433,,,
1434,3.0,13.0,F
1435,34.0,42.0,B
1436,82.0,61.0,C
1437,,,
1438,58.0,27.0,B
1439,75.0,37.0,F
1440,,,
1441,80.0,27.0,B
1442,76.0,37.0,A
1443,20.0,50.0,D
1444,10.0,19.0,A
1445,8.0,19.0,D
1446,62.0,20.0,C
1447,2.0,38.0,D
1448,79.0,95.0,D
1449,27.0,41.0,B
1450,38.0,4.0,F
1451,11.0,51.0,A
1452,6.0,27.0,D
1453,,,
1454,87.0,78.0,A
1455,27.0,30.0,D
1456,40.0,60.0,A
1457,,,
1458,37.0,45.0,D
1459,76.0,63.0,A
1460,,,
1461,64.0,86.0,A
1462,90.0,65.0,B
1463,,,
1464,52.0,42.0,B
1465,86.0,24.0,D
1466,5.0,17.0,B
1467,3.0,39.0,B
1468,94.0,53.0,A
1469,61.0,20.0,A
1470,70.0,15.0,A
1471,93.0,26.0,B
1472,38.0,32.0,F
1473,7.0,36.0,C
1474,8.0,23.0,C
1475,38.0,9.0,F
1476,12.0,12.0,B
1477,37.0,95.0,A
1478,4.0,35.0,F
1479,40.0,54.0,D
1480,70.0,76.0,A
1481,,,
1482,34.0,65.0,A
1483,22.0,42.0,C
1484,5.0,22.0,D
1485,74.0,59.0,C
1486,3.0,47.0,A
1487,28.0,52.0,D
1488,58.0,76.0,B
1489,,,
1490,76.0,24.0,D
1491,47.0,82.0,A
1492,4.0,30.0,A
1493,10.0,65.0,B
1494,42.0,61.0,C
1495,90.0,24.0,D
1496,67.0,45.0,A
1497,88.0,58.0,A
1498,14.0,28.0,F
1499,,,
1500,93.0,25.0,B
1501,81.0,59.0,A
1502,45.0,28.0,F
1503,53.0,38.0,B
1504,39.0,31.0,D
1505,64.0,26.0,B
1506,36.0,33.0,F
1507,91.0,47.0,B
1508,36.0,47.0,D
1509,4.0,23.0,C
1510,55.0,55.0,C
1511,4.0,21.0,B
1512,73.0,57.0,C
1513,10.0,33.0,F
1514,58.0,37.0,A
1515,71.0,28.0,B
1516,28.0,82.0,F
1517,34.0,24.0,C
1518,68.0,24.0,F
1519,57.0,46.0,D
1520,77.0,55.0,F
1521,34.0,64.0,B
1522,90.0,33.0,A
1523,9.0,39.0,F
1524,64.0,82.0,F
1525,13.0,14.0,D
1526,71.0,75.0,B
1527,43.0,14.0,F
1528,9.0,53.0,F
1529,,,
1530,,,
1531,9.0,12.0,A
1532,,,
1533,95.0,66.0,B
1534,46.0,54.0,A
1535,59.0,9.0,F
1536,40.0,14.0,F
1537,54.0,59.0,A
1538,28.0,33.0,D
1539,53.0,13.0,F
1540,87.0,47.0,A
1541,39.0,80.0,F
1542,42.0,48.0,F
1543,17.0,59.0,A
1544,14.0,3.0,D
1545,10.0,37.0,A
1546,99.0,28.0,A
1547,85.0,33.0,C
1548,,,
1549,3.0,85.0,F
1550,12.0,17.0,B
1551,57.0,52.0,B
1552,65.0,16.0,A
1553,74.0,51.0,A
1554,5.0,18.0,D
1555,,,
1556,2.0,18.0,D
1557,85.0,44.0,F
1558,91.0,35.0,C
1559,5.0,11.0,B
1560,,,
1561,11.0,31.0,D
1562,61.0,72.0,D
1563,12.0,44.0,B
1564,21.0,52.0,D
1565,6.0,17.0,D
1566,36.0,37.0,D
1567,61.0,5.0,F
1568,28.0,8.0,F
1569,92.0,11.0,D
1570,28.0,28.0,B
1571,48.0,51.0,B
1572,9.0,53.0,C
1573,20.0,48.0,D
1574,84.0,26.0,D
1575,21.0,41.0,C
1576,76.0,15.0,A
1577,5.0,55.0,D
1578,57.0,23.0,C
1579,,,
1580,51.0,51.0,D
1581,73.0,57.0,A
1582,57.0,43.0,D
1583,33.0,59.0,B
1584,55.0,39.0,D
1585,15.0,78.0,D
1586,,,
1587,76.0,28.0,A
1588,89.0,67.0,A
1589,81.0,60.0,B
1590,84.0,58.0,D
1591,54.0,17.0,F
1592,86.0,87.0,D
1593,12.0,29.0,D
1594,57.0,30.0,D
1595,2.0,30.0,A
1596,24.0,21.0,B
1597,25.0,90.0,A
1598,9.0,20.0,A
1599,27.0,7.0,D
1600,79.0,74.0,A
1601,42.0,45.0,C
1602,47.0,31.0,F
1603,37.0,52.0,C
1604,67.0,42.0,D
1605,74.0,50.0,C
1606,14.0,73.0,C
1607,45.0,52.0,B
1608,71.0,60.0,A
1609,49.0,22.0,F
1610,10.0,39.0,B
1611,82.0,39.0,C
1612,23.0,73.0,C
1613,10.0,48.0,A
1614,47.0,45.0,C
1615,54.0,58.0,D
1616,43.0,53.0,D
1617,76.0,45.0,D
1618,60.0,55.0,A
1619,50.0,95.0,F
1620,42.0,37.0,F
1621,44.0,53.0,D
1622,19.0,24.0,C
1623,73.0,22.0,D
1624,46.0,61.0,C
1625,78.0,39.0,A
1626,55.0,5.0,F
1627,88.0,8.0,B
1628,66.0,19.0,C
1629,,,
1630,54.0,54.0,F
1631,5.0,37.0,C
1632,2.0,34.0,C
1633,3.0,36.0,B
1634,10.0,22.0,A
1635,21.0,19.0,F
1636,30.0,46.0,C
1637,39.0,49.0,C
1638,55.0,27.0,F
1639,84.0,71.0,B
1640,55.0,76.0,F
1641,,,
1642,57.0,34.0,A
1643,33.0,47.0,F
1644,46.0,37.0,C
1645,32.0,53.0,B
1646,50.0,87.0,C
1647,43.0,47.0,F
1648,85.0,96.0,A
1649,1.0,54.0,A
1650,28.0,51.0,F
1651,59.0,52.0,A
1652,50.0,63.0,B
1653,53.0,30.0,F
1654,82.0,43.0,F
1655,12.0,22.0,F
1656,73.0,79.0,D
1657,75.0,58.0,D
1658,64.0,77.0,C
1659,8.0,50.0,D
1660,64.0,14.0,F
1661,86.0,55.0,F
1662,99.0,58.0,B
1663,32.0,30.0,F
1664,87.0,8.0,A
1665,9.0,54.0,A
1666,66.0,38.0,B
1667,63.0,60.0,B
1668,41.0,1.0,F
1669,41.0,9.0,F
1670,3.0,25.0,A
1671,63.0,50.0,A
1672,12.0,98.0,B
1673,,,
1674,92.0,66.0,A
1675,24.0,45.0,C
1676,47.0,67.0,A
1677,1.0,15.0,B
1678,51.0,57.0,B
1679,82.0,73.0,A
1680,31.0,21.0,D
1681,85.0,55.0,A
1682,93.0,65.0,A
1683,7.0,83.0,B
1684,26.0,36.0,D
1685,1.0,26.0,C
1686,88.0,99.0,F
1687,82.0,13.0,C
1688,23.0,78.0,F
1689,48.0,34.0,F
1690,6.0,16.0,D
1691,47.0,1.0,A
1692,73.0,21.0,A
1693,10.0,76.0,C
1694,6.0,41.0,F
1695,17.0,15.0,D
1696,19.0,84.0,D
1697,30.0,52.0,D
1698,97.0,67.0,D
1699,49.0,5.0,D
1700,70.0,46.0,F
1701,52.0,59.0,C
1702,84.0,10.0,D
1703,30.0,48.0,B
1704,60.0,86.0,B
1705,,,
1706,41.0,53.0,D
1707,27.0,39.0,D
1708,66.0,23.0,F
1709,83.0,35.0,D
1710,27.0,2.0,D
1711,9.0,36.0,C
1712,36.0,12.0,C
1713,29.0,0.0,F
1714,,,
1715,59.0,9.0,C
1716,88.0,27.0,B
1717,67.0,2.0,F
1718,8.0,54.0,D
1719,71.0,42.0,B
1720,,,
1721,31.0,38.0,F
1722,72.0,35.0,F
1723,,,
1724,5.0,40.0,C
1725,63.0,55.0,D
1726,1.0,40.0,F
1727,5.0,45.0,F
1728,83.0,33.0,A
1729,44.0,44.0,B
1730,,,
1731,22.0,44.0,F
1732,98.0,27.0,F
1733,74.0,65.0,F
1734,,,
1735,24.0,7.0,C
1736,33.0,77.0,F
1737,86.0,63.0,A
1738,49.0,50.0,F
1739,80.0,26.0,A
1740,53.0,48.0,D
1741,89.0,56.0,C
1742,13.0,17.0,D
1743,2.0,39.0,A
1744,8.0,30.0,B
1745,60.0,54.0,A
1746,,,
1747,3.0,56.0,D
1748,70.0,25.0,D
1749,42.0,19.0,F
1750,,,
1751,59.0,32.0,C
1752,10.0,3.0,A
1753,35.0,30.0,B
1754,88.0,21.0,A
1755,53.0,8.0,F
1756,62.0,23.0,D
1757,64.0,43.0,C
1758,71.0,30.0,A
1759,87.0,75.0,A
1760,68.0,37.0,F
1761,78.0,8.0,A
1762,44.0,11.0,D
1763,57.0,45.0,F
1764,45.0,21.0,F
1765,31.0,4.0,B
1766,43.0,45.0,C
1767,,,
1768,28.0,37.0,D
1769,23.0,45.0,D
1770,,,
1771,79.0,45.0,D
1772,55.0,31.0,D
1773,2.0,63.0,C
1774,24.0,36.0,B
1775,1.0,55.0,B
1776,76.0,22.0,D
1777,4.0,88.0,B
1778,82.0,26.0,D
1779,36.0,51.0,C
1780,79.0,27.0,F
1781,4.0,16.0,A
1782,69.0,29.0,A
1783,90.0,64.0,C
1784,88.0,81.0,A
1785,45.0,43.0,F
1786,32.0,37.0,D
1787,3.0,33.0,F
1788,21.0,36.0,F
1789,60.0,42.0,B
1790,54.0,59.0,A
1791,49.0,45.0,D
1792,81.0,51.0,F
1793,5.0,14.0,D
1794,6.0,45.0,D
1795,26.0,53.0,D
1796,52.0,31.0,D
1797,10.0,32.0,D
1798,62.0,7.0,D
1799,65.0,34.0,A
1800,46.0,30.0,D
1801,64.0,69.0,B
1802,52.0,86.0,D
1803,67.0,28.0,A
1804,41.0,23.0,F
1805,76.0,28.0,B
1806,62.0,4.0,D
1807,23.0,37.0,D
1808,91.0,66.0,B
1809,15.0,4.0,A
1810,57.0,38.0,F
1811,8.0,44.0,A
1812,86.0,33.0,A
1813,,,
1814,61.0,42.0,F
1815,11.0,56.0,A
1816,66.0,76.0,B
1817,75.0,21.0,C
1818,26.0,59.0,A
1819,49.0,16.0,D
1820,8.0,57.0,A
1821,25.0,41.0,D
1822,55.0,58.0,B
1823,36.0,38.0,D
1824,1.0,53.0,B
1825,49.0,32.0,C
1826,,,
1827,63.0,76.0,D
1828,51.0,44.0,C
1829,33.0,6.0,F
1830,49.0,15.0,A
1831,23.0,32.0,D
1832,2.0,49.0,D
1833,81.0,6.0,F
1834,82.0,57.0,D
1835,35.0,25.0,D
1836,48.0,57.0,A
1837,64.0,58.0,B
1838,12.0,10.0,B
1839,11.0,56.0,A
1840,,,
1841,23.0,49.0,B
1842,8.0,14.0,D
1843,,,
1844,69.0,35.0,D
1845,24.0,42.0,D
1846,,,
1847,53.0,44.0,D
1848,3.0,39.0,D
1849,42.0,35.0,D
1850,59.0,73.0,A
1851,50.0,31.0,C
1852,25.0,16.0,D
1853,24.0,2.0,A
1854,78.0,41.0,F
1855,7.0,18.0,C
1856,65.0,56.0,A
1857,54.0,1.0,F
1858,29.0,77.0,F
1859,77.0,72.0,A
1860,89.0,63.0,C
1861,68.0,82.0,A
1862,51.0,3.0,C
1863,58.0,45.0,D
1864,36.0,3.0,A
1865,,,
1866,,,
1867,23.0,36.0,C
1868,12.0,15.0,B
1869,94.0,47.0,A
1870,16.0,6.0,D
1871,57.0,15.0,D
1872,50.0,40.0,A
1873,68.0,3.0,C
1874,3.0,31.0,A
1875,14.0,66.0,B
1876,97.0,55.0,B
1877,,,
1878,50.0,23.0,D
1879,94.0,1.0,B
1880,74.0,76.0,B
1881,16.0,7.0,A
1882,31.0,82.0,B
1883,6.0,25.0,C
1884,4.0,80.0,B
1885,2.0,41.0,A
1886,74.0,91.0,A
1887,51.0,64.0,B
1888,,,
1889,,,
1890,45.0,50.0,D
1891,39.0,37.0,D
1892,38.0,1.0,D
1893,43.0,57.0,F
1894,4.0,15.0,A
1895,69.0,59.0,F
1896,8.0,5.0,C
1897,60.0,24.0,A
1898,27.0,96.0,B
1899,,,
1900,21.0,16.0,D
1901,84.0,32.0,A
1902,33.0,46.0,D
1903,61.0,15.0,D
1904,77.0,27.0,F
1905,12.0,20.0,A
1906,50.0,20.0,B
1907,84.0,16.0,A
1908,60.0,21.0,A
1909,45.0,64.0,B
1910,81.0,44.0,C
1911,22.0,37.0,D
1912,25.0,67.0,F
1913,,,
1914,61.0,1.0,F
1915,34.0,19.0,F
1916,90.0,14.0,A
1917,57.0,39.0,B
1918,77.0,65.0,C
1919,4.0,27.0,D
1920,,,
1921,75.0,42.0,A
1922,98.0,44.0,B
1923,12.0,20.0,F
1924,54.0,73.0,A
1925,55.0,41.0,D
1926,60.0,5.0,D
1927,48.0,38.0,D
1928,48.0,28.0,F
1929,72.0,18.0,C
1930,93.0,91.0,B
1931,33.0,90.0,A
1932,70.0,66.0,C
1933,,,
1934,76.0,64.0,C
1935,39.0,37.0,F
1936,32.0,99.0,A
1937,42.0,23.0,F
1938,13.0,36.0,B
1939,47.0,33.0,B
1940,10.0,52.0,F
1941,85.0,46.0,D
1942,79.0,15.0,C
1943,62.0,23.0,A
1944,7.0,13.0,A
1945,21.0,41.0,D
1946,88.0,40.0,B
1947,26.0,38.0,D
1948,13.0,17.0,A
1949,65.0,66.0,C
1950,78.0,73.0,F
1951,63.0,92.0,A
1952,58.0,25.0,A
1953,22.0,35.0,B
1954,39.0,35.0,D
1955,60.0,38.0,A
1956,76.0,53.0,D
1957,45.0,65.0,B
1958,84.0,56.0,F
1959,,,
1960,61.0,54.0,F
1961,51.0,48.0,F
1962,27.0,5.0,B
1963,54.0,53.0,B
1964,31.0,24.0,D
1965,,,
1966,92.0,58.0,C
1967,55.0,18.0,F
1968,96.0,52.0,B
1969,73.0,5.0,C
1970,54.0,31.0,A
1971,11.0,8.0,D
1972,,,
1973,3.0,49.0,C
1974,87.0,61.0,A
1975,,,
1976,39.0,22.0,F
1977,51.0,47.0,D
1978,99.0,62.0,B
1979,,,
1980,63.0,59.0,D
1981,,,
1982,26.0,92.0,C
1983,53.0,82.0,C
1984,40.0,37.0,D
1985,58.0,9.0,D
1986,11.0,52.0,A
1987,12.0,10.0,C
1988,60.0,75.0,A
1989,52.0,32.0,A
1990,41.0,15.0,D
1991,60.0,25.0,B
1992,28.0,37.0,C
1993,20.0,38.0,D
1994,,,
1995,88.0,50.0,B
1996,5.0,36.0,A
1997,,,
1998,12.0,14.0,F
1999,,,
2000,2.0,53.0,D
2001,58.0,53.0,D
2002,26.0,50.0,D
2003,51.0,95.0,A
2004,98.0,66.0,B
2005,24.0,31.0,D
2006,50.0,40.0,D
2007,50.0,70.0,B
2008,94.0,48.0,F
2009,29.0,21.0,F
2010,69.0,38.0,A
2011,53.0,25.0,A
2012,71.0,61.0,A
2013,83.0,55.0,B
2014,6.0,20.0,C
2015,52.0,51.0,D
2016,64.0,24.0,A
2017,64.0,58.0,A
2018,52.0,43.0,D
2019,52.0,4.0,A
2020,86.0,25.0,D
2021,32.0,75.0,F
2022,79.0,50.0,A
2023,66.0,78.0,C
2024,53.0,23.0,D
2025,32.0,32.0,A
2026,57.0,30.0,D
2027,2.0,43.0,D
2028,85.0,76.0,C
2029,34.0,51.0,B
2030,16.0,32.0,D
2031,58.0,89.0,B
2032,42.0,34.0,D
2033,7.0,52.0,F
2034,9.0,54.0,D
2035,,,
2036,44.0,36.0,D
2037,46.0,17.0,A
2038,27.0,34.0,D
2039,69.0,73.0,F
2040,86.0,76.0,A
2041,9.0,30.0,C
2042,81.0,53.0,A
2043,59.0,90.0,A
2044,57.0,45.0,F
2045,67.0,59.0,A
2046,1.0,49.0,A
2047,93.0,22.0,C
2048,73.0,36.0,A
2049,45.0,47.0,D
2050,59.0,53.0,B
2051,16.0,43.0,A
2052,58.0,32.0,C
2053,,,
2054,61.0,30.0,F
2055,57.0,61.0,A
2056,3.0,80.0,C
2057,69.0,85.0,A
2058,31.0,32.0,A
2059,90.0,50.0,C
2060,43.0,36.0,C
2061,51.0,49.0,D
2062,42.0,52.0,D
2063,16.0,39.0,F
2064,18.0,76.0,B
2065,,,
2066,88.0,31.0,C
2067,8.0,26.0,C
2068,59.0,54.0,B
2069,90.0,49.0,B
2070,38.0,42.0,F
2071,93.0,77.0,A
2072,36.0,59.0,A
2073,4.0,26.0,B
2074,49.0,41.0,F
2075,11.0,45.0,A
2076,55.0,35.0,C
2077,1.0,19.0,D
2078,97.0,98.0,F
2079,78.0,68.0,C
2080,,,
2081,,,
2082,75.0,14.0,B
2083,32.0,20.0,A
2084,9.0,55.0,D
2085,64.0,23.0,F
2086,7.0,49.0,C
2087,86.0,41.0,A
2088,11.0,8.0,B
2089,69.0,15.0,D
2090,38.0,15.0,F
2091,90.0,70.0,C
2092,67.0,31.0,F
2093,64.0,88.0,F
2094,49.0,48.0,F
2095,59.0,52.0,B
2096,49.0,52.0,A
2097,,,
2098,88.0,35.0,A
2099,,,
2100,77.0,70.0,B
2101,11.0,43.0,B
2102,11.0,17.0,B
2103,1.0,12.0,B
2104,37.0,7.0,F
2105,,,
2106,25.0,20.0,F
2107,42.0,24.0,C
2108,65.0,92.0,A
2109,,,
2110,16.0,26.0,D
2111,6.0,47.0,D
2112,9.0,52.0,C
2113,26.0,1.0,C
2114,86.0,41.0,C
2115,68.0,27.0,D
2116,29.0,45.0,D
2117,60.0,72.0,A
2118,86.0,45.0,A
2119,66.0,26.0,A
2120,86.0,80.0,D
2121,72.0,30.0,A
2122,72.0,49.0,B
2123,88.0,7.0,D
2124,62.0,27.0,B
2125,62.0,76.0,B
2126,61.0,24.0,C
2127,9.0,23.0,F
2128,90.0,62.0,A
2129,64.0,27.0,B
2130,50.0,66.0,D
2131,43.0,7.0,F
2132,80.0,47.0,F
2133,47.0,90.0,A
2134,55.0,93.0,A
2135,33.0,7.0,D
2136,99.0,78.0,F
2137,12.0,43.0,B
2138,86.0,35.0,B
2139,54.0,65.0,B
2140,16.0,38.0,A
2141,50.0,53.0,D
2142,25.0,38.0,D
2143,48.0,36.0,D
2144,48.0,33.0,F
2145,69.0,72.0,B
2146,62.0,23.0,A
2147,34.0,33.0,F
2148,4.0,57.0,A
2149,23.0,31.0,D
2150,2.0,10.0,B
2151,5.0,35.0,B
2152,3.0,27.0,D
2153,4.0,32.0,D
2154,44.0,23.0,D
2155,45.0,72.0,D
2156,73.0,18.0,A
2157,61.0,67.0,D
2158,67.0,67.0,F
2159,52.0,20.0,A
2160,27.0,44.0,C
2161,65.0,79.0,F
2162,11.0,50.0,A
2163,67.0,13.0,A
2164,65.0,19.0,B
2165,85.0,32.0,A
2166,73.0,8.0,C
2167,62.0,28.0,C
2168,40.0,98.0,F
2169,57.0,35.0,B
2170,92.0,62.0,A
2171,9.0,21.0,F
2172,21.0,87.0,D
2173,,,
2174,23.0,51.0,C
2175,43.0,66.0,D
2176,36.0,40.0,D
2177,57.0,44.0,D
2178,,,
2179,81.0,35.0,A
2180,65.0,47.0,A
2181,84.0,88.0,C
2182,8.0,32.0,C
2183,96.0,36.0,B
2184,57.0,3.0,D
2185,60.0,86.0,D
2186,34.0,65.0,C
2187,90.0,19.0,C
2188,49.0,21.0,F
2189,42.0,44.0,F
2190,40.0,48.0,F
2191,67.0,10.0,D
2192,48.0,20.0,F
2193,85.0,30.0,B
2194,13.0,39.0,F
2195,25.0,4.0,C
2196,78.0,34.0,F
2197,,,
2198,83.0,49.0,D
2199,55.0,59.0,F
2200,2.0,45.0,B
2201,10.0,35.0,B
2202,70.0,64.0,C
2203,11.0,8.0,B
2204,91.0,46.0,A
2205,63.0,61.0,B
2206,12.0,61.0,C
2207,,,
2208,76.0,83.0,C
2209,51.0,38.0,D
2210,48.0,36.0,B
2211,44.0,91.0,B
2212,78.0,73.0,C
2213,53.0,35.0,A
2214,18.0,55.0,F
2215,,,
2216,12.0,40.0,C
2217,6.0,45.0,A
2218,35.0,12.0,F
2219,32.0,13.0,F
2220,8.0,29.0,F
2221,80.0,30.0,F
2222,11.0,36.0,F
2223,25.0,40.0,B
2224,3.0,43.0,D
2225,18.0,56.0,D
2226,43.0,22.0,B
2227,62.0,50.0,C
2228,47.0,33.0,C
2229,64.0,24.0,F
2230,48.0,98.0,B
2231,3.0,10.0,D
2232,21.0,22.0,B
2233,87.0,43.0,F
2234,20.0,32.0,B
2235,21.0,56.0,C
2236,88.0,41.0,A
2237,97.0,34.0,C
2238,27.0,59.0,C
2239,22.0,51.0,F
2240,69.0,70.0,C
2241,12.0,51.0,B
2242,9.0,51.0,C
2243,49.0,63.0,D
2244,72.0,61.0,A
2245,54.0,53.0,A
2246,69.0,63.0,A
2247,80.0,52.0,C
2248,79.0,53.0,C
2249,,,
2250,63.0,40.0,C
2251,87.0,63.0,B
2252,30.0,91.0,A
2253,,,
2254,43.0,82.0,C
2255,,,
2256,69.0,55.0,A
2257,3.0,13.0,A
2258,,,
2259,5.0,21.0,B
2260,6.0,13.0,D
2261,57.0,51.0,F
2262,26.0,13.0,D
2263,9.0,44.0,C
2264,8.0,43.0,B
2265,15.0,52.0,B
2266,38.0,51.0,A
2267,58.0,49.0,D
2268,68.0,30.0,A
2269,20.0,64.0,C
2270,48.0,49.0,D
2271,54.0,42.0,C
2272,,,
2273,51.0,61.0,B
2274,65.0,56.0,D
2275,90.0,73.0,F
2276,54.0,80.0,A
2277,1.0,70.0,A
2278,7.0,44.0,C
2279,,,
2280,26.0,68.0,F
2281,57.0,37.0,D
2282,,,
2283,70.0,33.0,A
2284,62.0,76.0,A
2285,67.0,37.0,A
2286,79.0,30.0,C
2287,69.0,25.0,B
2288,43.0,89.0,F
2289,1.0,32.0,A
2290,48.0,15.0,B
2291,8.0,28.0,A
2292,75.0,89.0,C
2293,44.0,47.0,A
2294,4.0,50.0,A
2295,,,
2296,30.0,88.0,A
2297,75.0,57.0,A
2298,45.0,39.0,D
2299,32.0,28.0,A
2300,42.0,35.0,D
2301,55.0,49.0,C
2302,97.0,23.0,D
2303,58.0,1.0,F
2304,6.0,16.0,B
2305,67.0,98.0,B
2306,,,
2307,71.0,37.0,C
2308,85.0,71.0,B
2309,82.0,41.0,B
2310,65.0,78.0,A
2311,29.0,35.0,B
2312,55.0,76.0,B
2313,45.0,40.0,C
2314,71.0,64.0,A
2315,80.0,32.0,C
2316,80.0,48.0,B
2317,57.0,37.0,C
2318,79.0,27.0,B
2319,47.0,24.0,C
2320,89.0,66.0,A
2321,58.0,46.0,B
2322,33.0,52.0,C
2323,59.0,59.0,B
2324,51.0,41.0,F
2325,47.0,32.0,A
2326,68.0,27.0,C
2327,70.0,26.0,B
2328,63.0,65.0,A
2329,,,
2330,82.0,24.0,A
2331,64.0,0.0,D
2332,13.0,12.0,B
2333,1.0,95.0,D
2334,57.0,32.0,D
2335,,,
