,session 3,session 4,test 2,dropout
1011,5.0,37.0,F,N
1012,40.0,36.0,C,N
1013,21.0,36.0,D,Y
1014,69.0,60.0,C,N
1015,5.0,15.0,A,N
1016,72.0,71.0,F,N
1017,75.0,32.0,C,Y
1018,49.0,80.0,A,Y
1019,96.0,54.0,A,N
1020,89.0,98.0,A,N
1021,50.0,47.0,C,N
1022,59.0,44.0,D,N
1023,37.0,45.0,D,Y
1024,71.0,35.0,A,Y
1025,10.0,52.0,F,N
1026,4.0,7.0,C,N
1027,25.0,76.0,F,N
1028,,,,Y
1029,75.0,56.0,A,N
1030,14.0,70.0,A,N
1031,5.0,32.0,B,Y
1032,,,,Y
1033,,,,Y
1034,53.0,35.0,D,N
1035,86.0,25.0,A,N
1036,7.0,35.0,D,N
1037,5.0,16.0,C,Y
1038,25.0,34.0,C,Y
1039,18.0,5.0,D,N
1040,62.0,69.0,D,Y
1041,68.0,34.0,A,N
1042,75.0,77.0,D,N
1043,46.0,43.0,C,N
1044,8.0,3.0,B,N
1045,95.0,79.0,C,Y
1046,83.0,64.0,D,N
1047,28.0,52.0,B,N
1048,6.0,19.0,B,N
1049,19.0,71.0,F,N
1050,78.0,57.0,C,N
1051,28.0,48.0,D,N
1052,81.0,34.0,A,N
1053,35.0,10.0,F,Y
1054,41.0,46.0,D,N
1055,9.0,11.0,D,N
1056,51.0,1.0,F,Y
1057,80.0,75.0,A,N
1058,,,,Y
1059,57.0,95.0,F,N
1060,55.0,37.0,B,N
1061,50.0,30.0,D,N
1062,74.0,44.0,C,Y
1063,,,,Y
1064,75.0,36.0,D,N
1065,31.0,19.0,D,Y
1066,68.0,64.0,C,N
1067,82.0,79.0,A,Y
1068,85.0,55.0,B,N
1069,52.0,43.0,B,N
1070,48.0,45.0,D,N
1071,66.0,49.0,A,N
1072,65.0,11.0,C,N
1073,56.0,79.0,A,N
1074,76.0,4.0,D,N
1075,29.0,46.0,D,N
1076,22.0,50.0,A,Y
1077,61.0,38.0,D,N
1078,13.0,9.0,D,N
1079,9.0,51.0,D,N
1080,64.0,59.0,C,N
1081,12.0,46.0,B,N
1082,,,,Y
1083,59.0,70.0,D,N
1084,66.0,85.0,A,N
1085,,,,Y
1086,68.0,80.0,A,N
1087,33.0,78.0,A,Y
1088,17.0,49.0,C,N
1089,85.0,44.0,A,N
1090,44.0,1.0,D,Y
1091,82.0,42.0,A,N
1092,5.0,42.0,C,Y
1093,4.0,45.0,B,Y
1094,1.0,47.0,F,N
1095,15.0,63.0,C,Y
1096,72.0,15.0,F,N
1097,23.0,49.0,D,N
1098,52.0,76.0,B,N
1099,84.0,37.0,F,Y
1100,81.0,34.0,C,N
1101,58.0,30.0,A,N
1102,5.0,49.0,C,N
1103,51.0,24.0,F,Y
1104,43.0,9.0,D,Y
1105,20.0,98.0,D,N
1106,69.0,68.0,A,N
1107,61.0,53.0,F,Y
1108,44.0,5.0,D,N
1109,83.0,57.0,B,N
1110,27.0,10.0,F,Y
1111,41.0,49.0,C,N
1112,10.0,36.0,B,N
1113,85.0,82.0,D,N
1114,66.0,1.0,D,Y
1115,42.0,46.0,A,N
1116,61.0,51.0,F,N
1117,,,,Y
1118,86.0,20.0,F,Y
1119,,,,Y
1120,54.0,97.0,F,N
1121,89.0,78.0,A,N
1122,90.0,66.0,A,N
1123,71.0,96.0,F,N
1124,53.0,60.0,D,N
1125,49.0,40.0,B,N
1126,55.0,38.0,F,Y
1127,,,,Y
1128,89.0,30.0,F,Y
1129,74.0,94.0,B,N
1130,,,,Y
1131,34.0,26.0,F,Y
1132,,,,Y
1133,,,,Y
1134,6.0,33.0,A,N
1135,18.0,0.0,D,Y
1136,,,,Y
1137,77.0,28.0,A,N
1138,,,,Y
1139,59.0,83.0,D,N
1140,52.0,27.0,A,N
1141,45.0,27.0,C,N
1142,,,,Y
1143,50.0,3.0,A,N
1144,16.0,73.0,B,N
1145,43.0,40.0,C,Y
1146,49.0,92.0,F,N
1147,63.0,92.0,F,N
1148,2.0,23.0,B,N
1149,58.0,52.0,A,N
1150,91.0,61.0,B,N
1151,73.0,28.0,A,Y
1152,90.0,64.0,A,Y
1153,,,,Y
1154,,,,Y
1155,49.0,23.0,F,Y
1156,2.0,33.0,B,N
1157,,,,Y
1158,74.0,40.0,B,Y
1159,44.0,36.0,D,N
1160,67.0,94.0,D,N
1161,29.0,19.0,F,Y
1162,30.0,30.0,D,N
1163,32.0,36.0,C,N
1164,3.0,51.0,F,N
1165,,,,Y
1166,61.0,77.0,D,N
1167,58.0,27.0,D,Y
1168,53.0,90.0,B,Y
1169,38.0,49.0,D,N
1170,3.0,25.0,F,N
1171,80.0,34.0,B,N
1172,26.0,31.0,D,N
1173,59.0,41.0,D,N
1174,65.0,70.0,F,Y
1175,0.0,53.0,F,Y
1176,49.0,44.0,D,N
1177,44.0,44.0,F,N
1178,88.0,87.0,F,Y
1179,78.0,76.0,B,N
1180,51.0,81.0,F,N
1181,41.0,42.0,D,N
1182,45.0,43.0,D,N
1183,14.0,95.0,F,Y
1184,31.0,64.0,B,Y
1185,86.0,55.0,B,Y
1186,21.0,45.0,D,N
1187,3.0,16.0,A,N
1188,49.0,52.0,D,N
1189,1.0,25.0,D,N
1190,,,,Y
1191,42.0,13.0,F,Y
1192,,,,Y
1193,53.0,57.0,B,N
1194,30.0,36.0,C,N
1195,3.0,50.0,F,N
1196,78.0,29.0,C,Y
1197,55.0,43.0,F,N
1198,93.0,71.0,A,N
1199,96.0,75.0,A,N
1200,5.0,38.0,D,N
1201,57.0,6.0,F,Y
1202,77.0,93.0,A,N
1203,15.0,75.0,B,Y
1204,39.0,64.0,F,Y
1205,86.0,90.0,B,N
1206,33.0,1.0,A,N
1207,68.0,74.0,A,Y
1208,61.0,24.0,F,Y
1209,3.0,38.0,D,Y
1210,9.0,24.0,C,N
1211,92.0,74.0,C,N
1212,13.0,29.0,D,N
1213,,,,Y
1214,61.0,77.0,B,N
1215,55.0,40.0,D,N
1216,84.0,54.0,A,N
1217,75.0,9.0,A,N
1218,1.0,21.0,B,N
1219,39.0,33.0,F,N
1220,55.0,61.0,B,N
1221,16.0,39.0,C,Y
1222,83.0,63.0,C,N
1223,5.0,22.0,C,N
1224,43.0,37.0,D,N
1225,66.0,23.0,A,Y
1226,11.0,16.0,B,N
1227,,,,Y
1228,14.0,13.0,F,Y
1229,32.0,31.0,F,Y
1230,10.0,24.0,C,N
1231,88.0,90.0,D,N
1232,43.0,40.0,B,N
1233,4.0,44.0,A,N
1234,5.0,14.0,D,N
1235,10.0,8.0,D,N
1236,39.0,78.0,C,N
1237,6.0,52.0,D,N
1238,56.0,85.0,B,Y
1239,32.0,43.0,F,N
1240,54.0,45.0,D,N
1241,27.0,45.0,C,N
1242,9.0,45.0,D,N
1243,41.0,24.0,F,Y
1244,38.0,51.0,D,N
1245,90.0,24.0,B,N
1246,36.0,92.0,B,N
1247,76.0,38.0,C,N
1248,,,,Y
1249,55.0,73.0,B,N
1250,12.0,39.0,C,N
1251,83.0,44.0,C,N
1252,29.0,39.0,D,N
1253,48.0,3.0,D,Y
1254,9.0,71.0,F,Y
1255,72.0,74.0,B,N
1256,55.0,49.0,F,Y
1257,22.0,49.0,B,N
1258,48.0,9.0,F,Y
1259,1.0,57.0,C,N
1260,20.0,72.0,C,Y
1261,58.0,49.0,F,N
1262,89.0,43.0,C,N
1263,47.0,34.0,C,N
1264,99.0,54.0,F,N
1265,65.0,46.0,B,Y
1266,49.0,52.0,D,N
1267,79.0,15.0,B,N
1268,96.0,54.0,C,N
1269,18.0,48.0,C,Y
1270,31.0,37.0,D,N
1271,23.0,3.0,B,Y
1272,2.0,32.0,A,Y
1273,,,,Y
1274,,,,Y
1275,12.0,43.0,A,N
1276,66.0,59.0,B,Y
1277,26.0,21.0,D,Y
1278,75.0,26.0,A,N
1279,99.0,74.0,F,N
1280,39.0,35.0,D,N
1281,28.0,34.0,D,N
1282,51.0,95.0,B,N
1283,,,,Y
1284,34.0,25.0,A,Y
1285,13.0,30.0,B,N
1286,10.0,9.0,C,N
1287,68.0,8.0,D,Y
1288,17.0,19.0,A,Y
1289,13.0,9.0,C,Y
1290,1.0,46.0,A,N
1291,,,,Y
1292,32.0,2.0,D,Y
1293,44.0,25.0,F,Y
1294,70.0,56.0,C,N
1295,36.0,9.0,F,Y
1296,35.0,23.0,F,Y
1297,,,,Y
1298,46.0,58.0,D,Y
1299,72.0,11.0,F,N
1300,37.0,8.0,F,Y
1301,40.0,37.0,C,N
1302,37.0,26.0,B,Y
1303,55.0,53.0,D,N
1304,66.0,91.0,A,N
1305,4.0,50.0,A,N
1306,50.0,70.0,D,N
1307,11.0,11.0,C,N
1308,58.0,53.0,F,N
1309,,,,Y
1310,,,,Y
1311,87.0,59.0,F,N
1312,,,,Y
1313,,,,Y
1314,35.0,69.0,B,Y
1315,98.0,71.0,F,Y
1316,4.0,17.0,B,N
1317,81.0,25.0,B,N
1318,53.0,13.0,D,Y
1319,61.0,59.0,A,N
1320,78.0,73.0,B,Y
1321,1.0,17.0,A,N
1322,87.0,53.0,A,N
1323,73.0,34.0,A,N
1324,66.0,55.0,D,N
1325,62.0,35.0,A,N
1326,27.0,45.0,F,N
1327,51.0,63.0,C,N
1328,22.0,50.0,A,Y
1329,77.0,19.0,C,N
1330,,,,Y
1331,87.0,25.0,C,Y
1332,48.0,33.0,C,N
1333,75.0,47.0,A,Y
1334,92.0,7.0,C,N
1335,70.0,52.0,C,N
1336,22.0,34.0,D,N
1337,37.0,13.0,C,Y
1338,99.0,32.0,B,N
1339,45.0,63.0,F,Y
1340,4.0,46.0,D,N
1341,72.0,36.0,A,N
1342,5.0,51.0,D,N
1343,6.0,20.0,F,N
1344,40.0,0.0,B,Y
1345,,,,Y
1346,77.0,42.0,C,N
1347,5.0,28.0,C,N
1348,4.0,24.0,B,Y
1349,89.0,5.0,C,Y
1350,19.0,7.0,A,Y
1351,48.0,30.0,B,N
1352,,,,Y
1353,83.0,39.0,D,Y
1354,,,,Y
1355,87.0,50.0,C,N
1356,49.0,54.0,D,N
1357,52.0,40.0,D,N
1358,11.0,18.0,B,Y
1359,58.0,91.0,A,Y
1360,60.0,37.0,A,N
1361,89.0,16.0,A,N
1362,42.0,44.0,D,N
1363,17.0,50.0,C,Y
1364,27.0,22.0,F,Y
1365,84.0,69.0,C,N
1366,14.0,87.0,B,Y
1367,79.0,80.0,F,Y
1368,65.0,89.0,A,N
1369,58.0,45.0,F,Y
1370,38.0,15.0,D,N
1371,,,,Y
1372,5.0,20.0,C,N
1373,,,,Y
1374,69.0,19.0,D,Y
1375,59.0,31.0,F,Y
1376,45.0,43.0,D,N
1377,91.0,54.0,C,N
1378,73.0,38.0,A,N
1379,50.0,57.0,A,Y
1380,56.0,97.0,F,N
1381,72.0,30.0,A,N
1382,75.0,42.0,D,N
1383,,,,Y
1384,15.0,2.0,C,Y
1385,62.0,40.0,C,N
1386,25.0,37.0,D,N
1387,7.0,54.0,A,N
1388,46.0,90.0,A,Y
1389,77.0,41.0,D,N
1390,79.0,99.0,C,N
1391,65.0,69.0,F,Y
1392,48.0,36.0,B,N
1393,54.0,26.0,C,Y
1394,23.0,45.0,F,N
1395,50.0,39.0,B,N
1396,21.0,43.0,D,N
1397,67.0,37.0,D,N
1398,96.0,79.0,A,N
1399,25.0,37.0,F,Y
1400,53.0,43.0,B,N
1401,50.0,56.0,C,N
1402,9.0,9.0,A,Y
1403,87.0,17.0,B,N
1404,56.0,71.0,D,N
1405,49.0,99.0,A,N
1406,,,,Y
1407,12.0,14.0,D,N
1408,16.0,32.0,A,Y
1409,85.0,39.0,D,N
1410,48.0,33.0,D,N
1411,5.0,10.0,A,N
1412,57.0,23.0,B,N
1413,90.0,62.0,B,N
1414,74.0,29.0,F,N
1415,51.0,58.0,D,N
1416,16.0,61.0,F,Y
1417,59.0,31.0,D,N
1418,98.0,53.0,F,N
1419,55.0,47.0,B,N
1420,32.0,35.0,F,N
1421,88.0,18.0,F,N
1422,24.0,46.0,D,N
1423,67.0,24.0,A,N
1424,8.0,60.0,F,N
1425,38.0,74.0,A,Y
1426,2.0,5.0,D,N
1427,50.0,27.0,F,Y
1428,,,,Y
1429,75.0,21.0,F,N
1430,,,,Y
1431,11.0,8.0,B,N
1432,56.0,33.0,A,Y
1433,,,,Y
1434,3.0,13.0,F,Y
1435,34.0,42.0,B,N
1436,82.0,61.0,C,N
1437,,,,Y
1438,58.0,27.0,B,N
1439,75.0,37.0,F,N
1440,,,,Y
1441,80.0,27.0,B,N
1442,76.0,37.0,A,N
1443,20.0,50.0,D,N
1444,10.0,19.0,A,N
1445,8.0,19.0,D,Y
1446,62.0,20.0,C,Y
1447,2.0,38.0,D,N
1448,79.0,95.0,D,N
1449,27.0,41.0,B,N
1450,38.0,4.0,F,Y
1451,11.0,51.0,A,N
1452,6.0,27.0,D,N
1453,,,,Y
1454,87.0,78.0,A,N
1455,27.0,30.0,D,N
1456,40.0,60.0,A,N
1457,,,,Y
1458,37.0,45.0,D,N
1459,76.0,63.0,A,N
1460,,,,Y
1461,64.0,86.0,A,N
1462,90.0,65.0,B,N
1463,,,,Y
1464,52.0,42.0,B,N
1465,86.0,24.0,D,N
1466,5.0,17.0,B,N
1467,3.0,39.0,B,N
1468,94.0,53.0,A,N
1469,61.0,20.0,A,N
1470,70.0,15.0,A,N
1471,93.0,26.0,B,N
1472,38.0,32.0,F,N
1473,7.0,36.0,C,N
1474,8.0,23.0,C,N
1475,38.0,9.0,F,Y
1476,12.0,12.0,B,N
1477,37.0,95.0,A,N
1478,4.0,35.0,F,N
1479,40.0,54.0,D,N
1480,70.0,76.0,A,N
1481,,,,Y
1482,34.0,65.0,A,Y
1483,22.0,42.0,C,N
1484,5.0,22.0,D,N
1485,74.0,59.0,C,N
1486,3.0,47.0,A,N
1487,28.0,52.0,D,N
1488,58.0,76.0,B,N
1489,,,,Y
1490,76.0,24.0,D,N
1491,47.0,82.0,A,N
1492,4.0,30.0,A,N
1493,10.0,65.0,B,Y
1494,42.0,61.0,C,N
1495,90.0,24.0,D,N
1496,67.0,45.0,A,Y
1497,88.0,58.0,A,N
1498,14.0,28.0,F,Y
1499,,,,Y
1500,93.0,25.0,B,N
1501,81.0,59.0,A,N
1502,45.0,28.0,F,Y
1503,53.0,38.0,B,N
1504,39.0,31.0,D,N
1505,64.0,26.0,B,N
1506,36.0,33.0,F,Y
1507,91.0,47.0,B,N
1508,36.0,47.0,D,N
1509,4.0,23.0,C,Y
1510,55.0,55.0,C,N
1511,4.0,21.0,B,N
1512,73.0,57.0,C,N
1513,10.0,33.0,F,N
1514,58.0,37.0,A,N
1515,71.0,28.0,B,N
1516,28.0,82.0,F,N
1517,34.0,24.0,C,Y
1518,68.0,24.0,F,Y
1519,57.0,46.0,D,N
1520,77.0,55.0,F,Y
1521,34.0,64.0,B,Y
1522,90.0,33.0,A,N
1523,9.0,39.0,F,N
1524,64.0,82.0,F,Y
1525,13.0,14.0,D,N
1526,71.0,75.0,B,N
1527,43.0,14.0,F,Y
1528,9.0,53.0,F,N
1529,,,,Y
1530,,,,Y
1531,9.0,12.0,A,N
1532,,,,Y
1533,95.0,66.0,B,N
1534,46.0,54.0,A,N
1535,59.0,9.0,F,Y
1536,40.0,14.0,F,Y
1537,54.0,59.0,A,N
1538,28.0,33.0,D,N
1539,53.0,13.0,F,Y
1540,87.0,47.0,A,N
1541,39.0,80.0,F,Y
1542,42.0,48.0,F,N
1543,17.0,59.0,A,Y
1544,14.0,3.0,D,N
1545,10.0,37.0,A,N
1546,99.0,28.0,A,N
1547,85.0,33.0,C,N
1548,,,,Y
1549,3.0,85.0,F,Y
1550,12.0,17.0,B,N
1551,57.0,52.0,B,N
1552,65.0,16.0,A,N
1553,74.0,51.0,A,N
1554,5.0,18.0,D,N
1555,,,,Y
1556,2.0,18.0,D,N
1557,85.0,44.0,F,N
1558,91.0,35.0,C,Y
1559,5.0,11.0,B,N
1560,,,,Y
1561,11.0,31.0,D,N
1562,61.0,72.0,D,N
1563,12.0,44.0,B,N
1564,21.0,52.0,D,N
1565,6.0,17.0,D,N
1566,36.0,37.0,D,N
1567,61.0,5.0,F,Y
1568,28.0,8.0,F,Y
1569,92.0,11.0,D,N
1570,28.0,28.0,B,Y
1571,48.0,51.0,B,N
1572,9.0,53.0,C,N
1573,20.0,48.0,D,N
1574,84.0,26.0,D,N
1575,21.0,41.0,C,N
1576,76.0,15.0,A,Y
1577,5.0,55.0,D,N
1578,57.0,23.0,C,N
1579,,,,Y
1580,51.0,51.0,D,N
1581,73.0,57.0,A,N
1582,57.0,43.0,D,N
1583,33.0,59.0,B,Y
1584,55.0,39.0,D,Y
1585,15.0,78.0,D,Y
1586,,,,Y
1587,76.0,28.0,A,N
1588,89.0,67.0,A,N
1589,81.0,60.0,B,N
1590,84.0,58.0,D,N
1591,54.0,17.0,F,Y
1592,86.0,87.0,D,N
1593,12.0,29.0,D,N
1594,57.0,30.0,D,N
1595,2.0,30.0,A,N
1596,24.0,21.0,B,N
1597,25.0,90.0,A,N
1598,9.0,20.0,A,Y
1599,27.0,7.0,D,Y
1600,79.0,74.0,A,N
1601,42.0,45.0,C,Y
1602,47.0,31.0,F,N
1603,37.0,52.0,C,N
1604,67.0,42.0,D,N
1605,74.0,50.0,C,Y
1606,14.0,73.0,C,N
1607,45.0,52.0,B,N
1608,71.0,60.0,A,N
1609,49.0,22.0,F,Y
1610,10.0,39.0,B,Y
1611,82.0,39.0,C,N
1612,23.0,73.0,C,N
1613,10.0,48.0,A,N
1614,47.0,45.0,C,N
1615,54.0,58.0,D,N
1616,43.0,53.0,D,N
1617,76.0,45.0,D,Y
1618,60.0,55.0,A,N
1619,50.0,95.0,F,N
1620,42.0,37.0,F,N
1621,44.0,53.0,D,N
1622,19.0,24.0,C,N
1623,73.0,22.0,D,N
1624,46.0,61.0,C,N
1625,78.0,39.0,A,N
1626,55.0,5.0,F,Y
1627,88.0,8.0,B,N
1628,66.0,19.0,C,Y
1629,,,,Y
1630,54.0,54.0,F,N
1631,5.0,37.0,C,N
1632,2.0,34.0,C,N
1633,3.0,36.0,B,N
1634,10.0,22.0,A,N
1635,21.0,19.0,F,Y
1636,30.0,46.0,C,Y
1637,39.0,49.0,C,N
1638,55.0,27.0,F,N
1639,84.0,71.0,B,N
1640,55.0,76.0,F,N
1641,,,,Y
1642,57.0,34.0,A,N
1643,33.0,47.0,F,Y
1644,46.0,37.0,C,N
1645,32.0,53.0,B,N
1646,50.0,87.0,C,N
1647,43.0,47.0,F,Y
1648,85.0,96.0,A,N
1649,1.0,54.0,A,N
1650,28.0,51.0,F,N
1651,59.0,52.0,A,N
1652,50.0,63.0,B,N
1653,53.0,30.0,F,N
1654,82.0,43.0,F,Y
1655,12.0,22.0,F,Y
1656,73.0,79.0,D,N
1657,75.0,58.0,D,N
1658,64.0,77.0,C,Y
1659,8.0,50.0,D,N
1660,64.0,14.0,F,N
1661,86.0,55.0,F,Y
1662,99.0,58.0,B,N
1663,32.0,30.0,F,N
1664,87.0,8.0,A,N
1665,9.0,54.0,A,N
1666,66.0,38.0,B,N
1667,63.0,60.0,B,N
1668,41.0,1.0,F,Y
1669,41.0,9.0,F,Y
1670,3.0,25.0,A,N
1671,63.0,50.0,A,N
1672,12.0,98.0,B,N
1673,,,,Y
1674,92.0,66.0,A,N
1675,24.0,45.0,C,N
1676,47.0,67.0,A,N
1677,1.0,15.0,B,N
1678,51.0,57.0,B,N
1679,82.0,73.0,A,Y
1680,31.0,21.0,D,Y
1681,85.0,55.0,A,N
1682,93.0,65.0,A,N
1683,7.0,83.0,B,Y
1684,26.0,36.0,D,N
1685,1.0,26.0,C,N
1686,88.0,99.0,F,Y
1687,82.0,13.0,C,N
1688,23.0,78.0,F,Y
1689,48.0,34.0,F,N
1690,6.0,16.0,D,N
1691,47.0,1.0,A,N
1692,73.0,21.0,A,Y
1693,10.0,76.0,C,N
1694,6.0,41.0,F,N
1695,17.0,15.0,D,Y
1696,19.0,84.0,D,Y
1697,30.0,52.0,D,N
1698,97.0,67.0,D,N
1699,49.0,5.0,D,Y
1700,70.0,46.0,F,N
1701,52.0,59.0,C,N
1702,84.0,10.0,D,N
1703,30.0,48.0,B,N
1704,60.0,86.0,B,N
1705,,,,Y
1706,41.0,53.0,D,N
1707,27.0,39.0,D,N
1708,66.0,23.0,F,N
1709,83.0,35.0,D,N
1710,27.0,2.0,D,Y
1711,9.0,36.0,C,N
1712,36.0,12.0,C,Y
1713,29.0,0.0,F,Y
1714,,,,Y
1715,59.0,9.0,C,Y
1716,88.0,27.0,B,N
1717,67.0,2.0,F,N
1718,8.0,54.0,D,N
1719,71.0,42.0,B,N
1720,,,,Y
1721,31.0,38.0,F,Y
1722,72.0,35.0,F,N
1723,,,,Y
1724,5.0,40.0,C,N
1725,63.0,55.0,D,Y
1726,1.0,40.0,F,N
1727,5.0,45.0,F,N
1728,83.0,33.0,A,N
1729,44.0,44.0,B,N
1730,,,,Y
1731,22.0,44.0,F,N
1732,98.0,27.0,F,N
1733,74.0,65.0,F,N
1734,,,,Y
1735,24.0,7.0,C,N
1736,33.0,77.0,F,Y
1737,86.0,63.0,A,N
1738,49.0,50.0,F,Y
1739,80.0,26.0,A,N
1740,53.0,48.0,D,N
1741,89.0,56.0,C,N
1742,13.0,17.0,D,N
1743,2.0,39.0,A,N
1744,8.0,30.0,B,N
1745,60.0,54.0,A,N
1746,,,,Y
1747,3.0,56.0,D,Y
1748,70.0,25.0,D,N
1749,42.0,19.0,F,Y
1750,,,,Y
1751,59.0,32.0,C,N
1752,10.0,3.0,A,Y
1753,35.0,30.0,B,N
1754,88.0,21.0,A,N
1755,53.0,8.0,F,Y
1756,62.0,23.0,D,N
1757,64.0,43.0,C,N
1758,71.0,30.0,A,N
1759,87.0,75.0,A,N
1760,68.0,37.0,F,N
1761,78.0,8.0,A,Y
1762,44.0,11.0,D,Y
1763,57.0,45.0,F,N
1764,45.0,21.0,F,Y
1765,31.0,4.0,B,N
1766,43.0,45.0,C,Y
1767,,,,Y
1768,28.0,37.0,D,Y
1769,23.0,45.0,D,N
1770,,,,Y
1771,79.0,45.0,D,N
1772,55.0,31.0,D,N
1773,2.0,63.0,C,Y
1774,24.0,36.0,B,N
1775,1.0,55.0,B,N
1776,76.0,22.0,D,N
1777,4.0,88.0,B,Y
1778,82.0,26.0,D,N
1779,36.0,51.0,C,N
1780,79.0,27.0,F,N
1781,4.0,16.0,A,Y
1782,69.0,29.0,A,N
1783,90.0,64.0,C,N
1784,88.0,81.0,A,N
1785,45.0,43.0,F,Y
1786,32.0,37.0,D,Y
1787,3.0,33.0,F,N
1788,21.0,36.0,F,Y
1789,60.0,42.0,B,N
1790,54.0,59.0,A,N
1791,49.0,45.0,D,N
1792,81.0,51.0,F,Y
1793,5.0,14.0,D,N
1794,6.0,45.0,D,N
1795,26.0,53.0,D,N
1796,52.0,31.0,D,N
1797,10.0,32.0,D,N
1798,62.0,7.0,D,N
1799,65.0,34.0,A,N
1800,46.0,30.0,D,N
1801,64.0,69.0,B,N
1802,52.0,86.0,D,Y
1803,67.0,28.0,A,N
1804,41.0,23.0,F,Y
1805,76.0,28.0,B,Y
1806,62.0,4.0,D,Y
1807,23.0,37.0,D,N
1808,91.0,66.0,B,N
1809,15.0,4.0,A,N
1810,57.0,38.0,F,N
1811,8.0,44.0,A,Y
1812,86.0,33.0,A,N
1813,,,,Y
1814,61.0,42.0,F,N
1815,11.0,56.0,A,N
1816,66.0,76.0,B,N
1817,75.0,21.0,C,Y
1818,26.0,59.0,A,N
1819,49.0,16.0,D,Y
1820,8.0,57.0,A,N
1821,25.0,41.0,D,N
1822,55.0,58.0,B,N
1823,36.0,38.0,D,N
1824,1.0,53.0,B,N
1825,49.0,32.0,C,Y
1826,,,,Y
1827,63.0,76.0,D,Y
1828,51.0,44.0,C,N
1829,33.0,6.0,F,Y
1830,49.0,15.0,A,Y
1831,23.0,32.0,D,N
1832,2.0,49.0,D,N
1833,81.0,6.0,F,N
1834,82.0,57.0,D,Y
1835,35.0,25.0,D,Y
1836,48.0,57.0,A,Y
1837,64.0,58.0,B,N
1838,12.0,10.0,B,N
1839,11.0,56.0,A,N
1840,,,,Y
1841,23.0,49.0,B,N
1842,8.0,14.0,D,N
1843,,,,Y
1844,69.0,35.0,D,Y
1845,24.0,42.0,D,N
1846,,,,Y
1847,53.0,44.0,D,N
1848,3.0,39.0,D,N
1849,42.0,35.0,D,N
1850,59.0,73.0,A,N
1851,50.0,31.0,C,Y
1852,25.0,16.0,D,Y
1853,24.0,2.0,A,N
1854,78.0,41.0,F,Y
1855,7.0,18.0,C,N
1856,65.0,56.0,A,N
1857,54.0,1.0,F,Y
1858,29.0,77.0,F,Y
1859,77.0,72.0,A,N
1860,89.0,63.0,C,N
1861,68.0,82.0,A,Y
1862,51.0,3.0,C,N
1863,58.0,45.0,D,N
1864,36.0,3.0,A,Y
1865,,,,Y
1866,,,,Y
1867,23.0,36.0,C,N
1868,12.0,15.0,B,N
1869,94.0,47.0,A,N
1870,16.0,6.0,D,Y
1871,57.0,15.0,D,N
1872,50.0,40.0,A,N
1873,68.0,3.0,C,N
1874,3.0,31.0,A,Y
1875,14.0,66.0,B,N
1876,97.0,55.0,B,N
1877,,,,Y
1878,50.0,23.0,D,Y
1879,94.0,1.0,B,Y
1880,74.0,76.0,B,N
1881,16.0,7.0,A,Y
1882,31.0,82.0,B,N
1883,6.0,25.0,C,N
1884,4.0,80.0,B,N
1885,2.0,41.0,A,N
1886,74.0,91.0,A,N
1887,51.0,64.0,B,N
1888,,,,Y
1889,,,,Y
1890,45.0,50.0,D,N
1891,39.0,37.0,D,N
1892,38.0,1.0,D,Y
1893,43.0,57.0,F,Y
1894,4.0,15.0,A,N
1895,69.0,59.0,F,N
1896,8.0,5.0,C,N
1897,60.0,24.0,A,Y
1898,27.0,96.0,B,N
1899,,,,Y
1900,21.0,16.0,D,Y
1901,84.0,32.0,A,N
1902,33.0,46.0,D,N
1903,61.0,15.0,D,Y
1904,77.0,27.0,F,N
1905,12.0,20.0,A,Y
1906,50.0,20.0,B,N
1907,84.0,16.0,A,N
1908,60.0,21.0,A,N
1909,45.0,64.0,B,N
1910,81.0,44.0,C,N
1911,22.0,37.0,D,N
1912,25.0,67.0,F,Y
1913,,,,Y
1914,61.0,1.0,F,Y
1915,34.0,19.0,F,Y
1916,90.0,14.0,A,N
1917,57.0,39.0,B,N
1918,77.0,65.0,C,N
1919,4.0,27.0,D,N
1920,,,,Y
1921,75.0,42.0,A,N
1922,98.0,44.0,B,N
1923,12.0,20.0,F,N
1924,54.0,73.0,A,N
1925,55.0,41.0,D,N
1926,60.0,5.0,D,Y
1927,48.0,38.0,D,N
1928,48.0,28.0,F,Y
1929,72.0,18.0,C,N
1930,93.0,91.0,B,N
1931,33.0,90.0,A,Y
1932,70.0,66.0,C,N
1933,,,,Y
1934,76.0,64.0,C,N
1935,39.0,37.0,F,N
1936,32.0,99.0,A,Y
1937,42.0,23.0,F,Y
1938,13.0,36.0,B,N
1939,47.0,33.0,B,N
1940,10.0,52.0,F,N
1941,85.0,46.0,D,Y
1942,79.0,15.0,C,Y
1943,62.0,23.0,A,N
1944,7.0,13.0,A,Y
1945,21.0,41.0,D,N
1946,88.0,40.0,B,N
1947,26.0,38.0,D,N
1948,13.0,17.0,A,N
1949,65.0,66.0,C,Y
1950,78.0,73.0,F,N
1951,63.0,92.0,A,N
1952,58.0,25.0,A,N
1953,22.0,35.0,B,N
1954,39.0,35.0,D,N
1955,60.0,38.0,A,N
1956,76.0,53.0,D,N
1957,45.0,65.0,B,Y
1958,84.0,56.0,F,Y
1959,,,,Y
1960,61.0,54.0,F,N
1961,51.0,48.0,F,N
