,External,Year,session 1,session 2,test 1,dropout
933,N,third,9,16,B,N
934,Y,third,76,34,B,N
935,Y,third,39,63,F,Y
936,Y,third,69,50,C,N
937,Y,third,97,34,A,N
938,N,third,9,14,A,N
939,Y,third,6,1,A,N
940,N,first,65,69,C,N
941,N,third,2,11,A,N
942,N,third,21,39,F,Y
943,Y,first,7,61,A,Y
944,N,second,89,72,B,N
945,Y,first,20,50,D,Y
946,N,third,27,51,C,Y
947,N,first,6,6,F,N
948,Y,second,3,10,F,N
949,Y,third,12,74,D,N
950,Y,second,31,48,A,Y
951,Y,third,28,32,A,Y
952,Y,third,21,45,D,Y
953,Y,first,58,64,A,Y
954,Y,third,18,64,B,N
955,N,third,6,13,A,N
956,Y,second,26,36,B,Y
957,N,third,9,97,B,Y
958,Y,first,71,2,D,Y
959,Y,first,69,77,D,N
960,N,third,2,15,A,N
961,Y,third,38,58,F,N
962,N,second,92,92,D,Y
963,Y,second,56,85,A,Y
964,N,third,8,13,A,N
965,N,second,8,3,F,N
966,Y,second,4,4,F,N
967,Y,second,17,11,C,Y
968,N,second,10,16,D,N
969,Y,third,61,68,B,N
970,N,third,1,16,A,N
971,Y,third,24,69,A,N
972,N,second,2,1,A,N
973,Y,first,62,61,C,N
974,Y,third,50,79,B,N
975,N,second,2,4,B,N
976,Y,third,35,58,D,N
977,Y,second,4,12,F,N
978,Y,first,14,14,F,Y
979,Y,third,32,51,D,N
980,N,second,9,16,A,N
981,Y,first,15,66,A,Y
982,Y,first,2,6,F,Y
983,N,third,3,3,A,N
984,Y,third,6,2,F,N
985,Y,third,18,14,B,Y
986,N,second,49,79,A,Y
987,N,third,47,97,D,N
988,Y,third,7,5,A,N
989,Y,second,57,55,D,Y
990,Y,third,43,38,A,N
991,N,first,38,47,D,N
992,Y,third,33,39,C,Y
993,Y,third,65,60,F,N
994,Y,second,96,34,A,N
995,Y,first,1,12,D,Y
996,N,third,4,9,A,N
997,Y,third,62,76,F,N
998,N,third,8,13,A,N
999,N,third,3,13,A,N
1000,Y,third,57,55,F,N
1001,Y,second,2,6,A,N
1002,N,first,10,13,A,N
1003,N,third,54,66,C,Y
1004,Y,first,22,22,C,Y
1005,N,second,3,20,D,N
1006,Y,third,37,65,A,N
1007,Y,third,14,18,F,Y
1008,Y,second,9,19,F,N
1009,N,third,2,10,A,N
1010,N,second,70,53,A,N
1011,N,third,4,5,A,N
1012,Y,second,19,15,D,N
1013,Y,third,35,11,A,Y
1014,Y,third,63,60,A,N
1015,N,third,1,14,F,N
1016,Y,second,3,64,C,N
1017,Y,third,2,24,F,Y
1018,Y,first,9,10,A,Y
1019,Y,third,66,63,F,N
1020,Y,second,93,92,D,N
1021,Y,second,21,50,C,N
1022,N,second,5,22,F,N
1023,Y,third,56,63,A,Y
1024,Y,first,30,78,F,Y
1025,Y,second,2,13,A,N
1026,Y,first,30,63,B,N
1027,N,first,37,27,D,N
1028,N,second,10,15,B,Y
1029,N,first,75,39,D,N
1030,Y,second,26,49,C,N
1031,Y,second,46,79,D,Y
1032,Y,first,11,5,F,Y
1033,Y,second,4,7,F,Y
1034,Y,second,18,17,F,N
1035,Y,third,21,76,C,N
1036,N,second,7,12,A,N
1037,Y,second,62,54,A,Y
1038,Y,first,8,39,B,Y
1039,N,first,70,36,A,N
1040,Y,first,79,21,C,Y
1041,Y,third,46,59,A,N
1042,Y,second,82,66,F,N
1043,N,first,2,23,F,N
1044,Y,third,71,66,D,N
1045,N,second,30,36,D,Y
1046,N,third,65,63,D,N
1047,Y,second,18,1,D,N
1048,N,second,9,6,F,N
1049,N,third,23,80,F,N
1050,Y,third,7,58,F,N
1051,Y,first,6,27,F,N
1052,Y,first,89,68,A,N
1053,Y,second,53,41,B,Y
1054,Y,second,14,7,F,N
1055,N,second,6,5,B,N
1056,Y,first,50,45,C,Y
1057,Y,third,60,58,F,N
1058,Y,second,18,40,D,Y
1059,N,third,71,44,A,N
1060,N,second,3,16,F,N
1061,N,first,17,17,D,N
1062,Y,first,36,18,B,Y
1063,Y,third,23,7,B,Y
1064,Y,first,63,27,D,N
1065,Y,first,44,58,D,Y
1066,Y,second,93,73,D,N
1067,Y,first,59,31,A,Y
1068,Y,third,40,23,A,N
1069,Y,third,16,19,D,N
1070,N,first,5,18,F,N
1071,Y,third,42,50,A,N
1072,N,second,78,67,A,N
1073,Y,first,12,73,F,N
1074,Y,third,90,43,C,N
1075,Y,second,16,1,F,N
1076,Y,third,81,65,B,Y
1077,N,third,77,66,F,N
1078,Y,third,1,2,A,N
1079,N,third,5,12,A,N
1080,Y,first,44,53,B,N
1081,N,third,2,11,A,N
1082,Y,first,6,19,B,Y
1083,N,second,84,88,A,N
1084,N,second,94,62,B,N
1085,Y,second,7,11,D,Y
1086,Y,first,72,9,A,N
1087,Y,first,25,15,A,Y
1088,Y,third,4,14,A,N
1089,Y,second,65,51,C,N
1090,Y,third,51,35,D,Y
1091,Y,first,63,35,B,N
1092,N,third,30,54,A,Y
1093,Y,second,77,63,C,Y
1094,N,third,3,3,A,N
1095,N,third,55,65,C,Y
1096,N,second,60,69,B,N
1097,N,first,11,3,F,N
1098,Y,third,62,60,F,N
1099,N,third,23,49,F,Y
1100,Y,second,80,48,A,N
1101,Y,second,38,45,B,N
1102,N,third,5,15,F,N
1103,Y,third,57,40,C,Y
1104,Y,third,21,39,F,Y
1105,N,second,78,35,C,N
1106,N,second,75,76,D,N
1107,N,third,72,81,A,Y
1108,Y,third,72,68,D,N
1109,Y,second,57,21,F,N
1110,Y,first,51,22,B,Y
1111,N,second,9,12,D,N
1112,N,third,5,2,A,N
1113,N,third,45,39,A,N
1114,N,third,48,52,B,Y
1115,N,third,84,75,D,N
1116,N,third,72,48,C,N
1117,Y,third,10,21,D,Y
1118,N,second,70,92,D,Y
1119,Y,first,7,8,F,Y
1120,Y,first,90,32,D,N
1121,Y,third,79,75,A,N
1122,Y,first,59,70,F,N
1123,Y,second,39,93,C,N
1124,N,first,44,42,D,N
1125,Y,first,8,22,D,N
1126,N,third,64,61,C,Y
1127,Y,second,14,2,F,Y
1128,N,third,71,74,A,Y
1129,Y,third,17,13,B,N
1130,Y,second,23,44,F,Y
1131,N,third,73,68,F,Y
1132,Y,first,9,5,F,Y
1133,Y,first,19,15,D,Y
1134,Y,first,86,18,D,N
1135,Y,first,29,52,D,Y
1136,Y,first,6,5,D,Y
1137,Y,third,46,63,A,N
1138,Y,first,16,40,D,Y
1139,Y,third,74,68,A,N
1140,Y,third,93,34,B,N
1141,N,second,91,81,C,N
1142,Y,first,0,14,F,Y
1143,Y,third,72,73,A,N
1144,N,first,80,60,D,N
1145,Y,first,29,39,D,Y
1146,Y,second,80,67,B,N
1147,Y,first,35,32,B,N
1148,N,second,7,1,A,N
1149,Y,third,24,75,D,N
1150,Y,third,49,55,B,N
1151,Y,third,87,78,C,Y
1152,N,second,19,96,A,Y
1153,Y,first,10,1,D,Y
1154,Y,first,16,56,C,Y
1155,Y,first,17,33,B,Y
1156,N,third,4,12,B,N
1157,Y,first,11,12,B,Y
1158,Y,third,75,71,C,Y
1159,N,first,8,18,F,N
1160,Y,second,99,46,A,N
1161,Y,second,51,52,D,Y
1162,N,first,14,16,D,N
1163,N,second,8,22,D,N
1164,Y,third,9,11,A,N
1165,Y,third,15,27,F,Y
1166,Y,first,35,60,F,N
1167,Y,third,37,54,C,Y
1168,Y,third,95,36,C,Y
1169,N,first,8,11,F,N
1170,N,third,4,6,A,N
1171,Y,second,82,41,A,N
1172,Y,third,7,53,C,N
1173,N,second,1,4,F,N
1174,Y,second,58,17,F,Y
1175,Y,first,48,51,D,Y
1176,N,second,8,21,F,N
1177,Y,first,12,30,B,N
1178,N,third,74,97,C,Y
1179,Y,third,22,65,A,N
1180,Y,third,31,67,F,N
1181,N,second,19,15,D,N
1182,Y,first,2,14,D,N
1183,Y,second,26,21,C,Y
1184,Y,third,70,84,B,Y
1185,Y,third,69,38,B,Y
1186,N,first,3,4,D,N
1187,N,third,9,13,A,N
1188,Y,third,5,11,D,N
1189,N,third,4,10,A,N
1190,Y,third,20,20,F,Y
1191,N,third,44,65,B,Y
1192,Y,second,13,5,B,Y
1193,Y,third,82,87,F,N
1194,Y,first,18,4,F,N
1195,N,third,1,15,A,N
1196,N,third,31,13,A,Y
1197,N,first,8,26,F,N
1198,Y,third,75,71,C,N
1199,Y,third,80,40,A,N
1200,N,third,9,1,A,N
1201,Y,first,57,32,B,Y
1202,N,first,91,61,D,N
1203,Y,first,50,38,C,Y
1204,N,first,83,58,D,Y
1205,Y,third,39,89,D,N
1206,Y,first,95,83,B,N
1207,Y,third,75,39,A,Y
1208,Y,first,25,49,F,Y
1209,Y,second,74,66,D,Y
1210,Y,second,6,10,A,N
1211,Y,third,16,51,A,N
1212,Y,third,3,9,F,N
1213,Y,second,8,19,F,Y
1214,N,third,97,90,D,N
1215,Y,third,13,28,D,N
1216,Y,second,70,63,C,N
1217,N,first,72,86,B,N
1218,Y,third,8,16,A,N
1219,Y,second,22,82,A,N
1220,Y,third,48,65,F,N
1221,Y,third,26,38,F,Y
1222,Y,third,22,56,F,N
1223,Y,third,1,7,B,N
1224,N,third,18,29,F,N
1225,Y,second,66,21,B,Y
1226,N,second,3,15,A,N
1227,Y,third,21,4,C,Y
1228,Y,second,41,48,F,Y
1229,Y,first,21,55,D,Y
1230,N,third,4,2,B,N
1231,N,first,77,34,A,N
1232,N,third,6,15,D,N
1233,N,third,2,13,A,N
1234,N,third,3,15,F,N
1235,N,first,83,5,D,N
1236,N,second,7,30,A,N
1237,N,second,7,3,B,N
1238,Y,third,37,53,A,Y
1239,Y,first,17,2,D,N
1240,N,second,15,8,D,N
1241,N,first,14,11,D,N
1242,N,third,7,13,A,N
1243,Y,first,57,24,A,Y
1244,N,first,12,8,D,N
1245,Y,third,31,18,A,N
1246,Y,second,75,68,B,N
1247,Y,second,85,85,A,N
1248,N,third,25,22,F,Y
1249,Y,third,26,74,D,N
1250,N,third,5,3,A,N
1251,Y,third,65,41,B,N
1252,N,second,14,16,D,N
1253,Y,first,99,51,F,Y
1254,N,third,43,64,D,Y
1255,Y,first,26,52,A,N
1256,Y,third,33,13,F,Y
1257,Y,first,19,8,F,N
1258,Y,first,58,57,C,Y
1259,N,third,5,8,A,N
1260,N,third,52,53,C,Y
1261,N,first,17,16,F,N
1262,Y,second,23,55,F,N
1263,N,second,1,8,F,N
1264,Y,third,61,73,A,N
1265,Y,first,0,41,D,Y
1266,N,first,13,3,F,N
1267,Y,third,85,98,F,N
1268,Y,second,63,56,F,N
1269,Y,second,33,40,F,Y
1270,Y,second,8,12,F,N
1271,Y,third,47,77,B,Y
1272,Y,third,39,60,B,Y
1273,Y,third,13,20,B,Y
1274,Y,first,17,13,C,Y
1275,N,third,3,4,F,N
1276,Y,third,4,41,B,Y
1277,N,third,28,60,A,Y
1278,Y,third,75,73,A,N
1279,Y,third,22,52,C,N
1280,N,first,15,21,F,N
1281,Y,first,17,2,D,N
1282,Y,second,27,70,B,N
1283,N,second,15,7,F,Y
1284,Y,second,61,45,A,Y
1285,N,third,1,2,F,N
1286,N,third,4,6,A,N
1287,Y,third,61,3,B,Y
1288,Y,third,17,7,D,Y
1289,Y,third,51,39,A,Y
1290,Y,third,1,1,F,N
1291,Y,second,15,33,C,Y
1292,Y,third,57,37,B,Y
1293,N,second,50,50,A,Y
1294,Y,first,62,66,B,N
1295,Y,first,25,42,D,Y
1296,Y,first,33,50,F,Y
1297,Y,first,27,49,F,Y
1298,N,first,73,86,C,Y
1299,Y,second,27,17,A,N
1300,Y,second,53,52,A,Y
1301,Y,first,15,50,A,N
1302,Y,first,3,0,A,Y
1303,N,second,17,11,D,N
1304,N,third,75,83,A,N
1305,Y,third,2,6,A,N
1306,Y,third,96,95,D,N
1307,N,second,8,1,A,N
1308,N,first,2,1,D,N
1309,Y,second,2,10,F,Y
1310,Y,first,2,16,D,Y
1311,Y,second,10,74,F,N
1312,Y,second,13,5,D,Y
1313,Y,third,20,53,C,Y
1314,Y,third,40,3,A,Y
1315,N,third,14,71,A,Y
1316,N,third,1,15,A,N
1317,Y,third,6,3,F,N
1318,Y,second,50,47,D,Y
1319,Y,third,26,72,A,N
1320,Y,first,91,16,A,Y
1321,N,third,1,2,A,N
1322,Y,first,50,50,A,N
1323,Y,second,64,97,A,N
1324,Y,second,96,65,B,N
1325,Y,first,23,76,B,N
1326,N,first,5,7,F,N
1327,Y,first,73,53,A,N
1328,Y,first,65,44,A,Y
1329,N,second,87,82,D,N
1330,Y,third,11,56,D,Y
1331,Y,third,16,55,A,Y
1332,N,first,2,3,F,N
1333,Y,third,94,39,D,Y
1334,N,third,93,46,B,N
1335,Y,second,86,53,A,N
1336,Y,first,13,23,F,N
1337,Y,third,36,64,C,Y
1338,Y,second,26,61,D,N
1339,Y,first,63,65,A,Y
1340,N,third,5,6,B,N
1341,Y,first,36,50,B,N
1342,N,third,6,13,A,N
1343,N,third,5,12,A,N
1344,Y,first,0,58,A,Y
1345,Y,first,12,34,C,Y
1346,Y,third,55,54,A,N
1347,N,third,7,12,A,N
1348,Y,third,51,45,A,Y
1349,Y,first,51,30,C,Y
1350,N,third,82,57,A,Y
1351,N,second,3,29,F,N
1352,Y,second,3,18,C,Y
1353,N,third,65,52,B,Y
1354,Y,first,8,5,D,Y
1355,Y,third,83,57,F,N
1356,Y,first,1,20,D,N
1357,N,second,4,15,D,N
1358,Y,second,6,42,F,Y
1359,Y,second,54,87,A,Y
1360,Y,third,73,76,C,N
1361,N,second,69,68,A,N
1362,Y,second,96,69,B,N
1363,Y,first,8,13,B,Y
1364,Y,second,23,59,D,Y
1365,Y,third,31,93,D,N
1366,Y,third,51,25,C,Y
1367,Y,second,14,60,D,Y
1368,N,third,96,44,F,N
1369,N,first,84,90,D,Y
1370,Y,second,25,13,B,N
1371,Y,third,27,51,B,Y
1372,N,third,5,2,A,N
1373,Y,third,7,19,F,Y
1374,Y,third,54,30,B,Y
1375,Y,third,3,34,D,Y
1376,N,first,11,3,D,N
1377,N,first,60,31,D,N
1378,Y,third,95,65,D,N
1379,Y,first,8,77,A,Y
1380,N,second,73,62,A,N
1381,Y,third,57,71,D,N
1382,Y,third,86,25,A,N
1383,N,second,8,32,F,Y
1384,Y,first,22,0,A,Y
1385,Y,second,59,98,F,N
1386,N,second,2,14,F,N
1387,N,third,5,1,F,N
1388,N,first,50,58,A,Y
1389,N,second,60,66,A,N
1390,Y,third,88,81,A,N
1391,Y,third,86,8,F,Y
1392,N,second,4,12,D,N
1393,Y,third,0,74,A,Y
1394,Y,third,10,12,F,N
1395,N,first,17,21,D,N
1396,N,first,13,14,D,N
1397,Y,second,99,83,A,N
1398,Y,third,75,52,A,N
1399,Y,first,73,35,F,Y
1400,Y,third,31,55,B,N
1401,Y,third,29,74,A,N
1402,Y,third,55,56,A,Y
1403,N,first,70,92,B,N
1404,Y,third,6,12,F,N
1405,Y,third,87,39,A,N
1406,Y,second,12,42,F,Y
1407,Y,third,4,14,B,N
1408,Y,second,12,33,A,Y
1409,N,second,77,57,A,N
1410,N,third,10,6,D,N
1411,N,third,7,9,B,N
1412,Y,second,63,54,A,N
1413,Y,third,73,64,B,N
1414,Y,third,69,63,B,N
1415,Y,third,25,60,F,N
1416,Y,first,59,5,F,Y
1417,N,second,17,21,F,N
1418,Y,third,40,77,C,N
1419,N,second,6,2,D,N
1420,N,third,5,20,F,N
1421,Y,second,69,67,A,N
1422,N,first,17,7,F,N
1423,N,first,12,2,F,N
1424,Y,third,50,9,F,N
1425,Y,first,23,89,C,Y
1426,Y,third,57,22,B,N
1427,N,third,53,92,A,Y
1428,N,third,1,2,F,Y
1429,Y,third,94,75,B,N
1430,Y,third,7,17,F,Y
1431,N,third,3,3,F,N
1432,Y,first,72,33,B,Y
1433,Y,second,28,50,D,Y
1434,Y,first,75,65,A,Y
1435,N,first,13,19,D,N
1436,Y,first,63,52,A,N
1437,Y,third,20,46,D,Y
1438,N,second,38,13,B,N
1439,N,first,20,95,C,N
1440,Y,second,14,2,F,Y
1441,Y,third,15,78,F,N
1442,Y,third,30,76,F,N
1443,Y,first,81,49,C,N
1444,N,third,6,6,A,N
1445,Y,second,42,37,D,Y
1446,Y,second,81,1,B,Y
1447,N,second,7,14,A,N
1448,Y,third,47,53,A,N
1449,N,third,29,60,D,N
1450,Y,first,38,45,D,Y
1451,Y,second,6,13,F,N
1452,Y,third,3,12,A,N
1453,Y,first,12,2,F,Y
1454,Y,second,26,63,B,N
1455,N,first,4,1,D,N
1456,Y,second,43,56,A,N
1457,Y,third,11,6,D,Y
1458,N,second,5,28,D,N
1459,Y,second,29,29,C,N
1460,Y,first,10,3,B,Y
1461,N,second,82,45,B,N
1462,Y,third,92,82,D,N
1463,Y,second,2,1,B,Y
1464,Y,third,37,55,A,N
1465,Y,third,64,75,A,N
1466,N,second,27,55,A,N
1467,Y,first,94,62,F,N
1468,Y,third,71,19,B,N
1469,N,third,63,9,F,N
1470,N,third,25,44,F,N
1471,Y,third,20,64,F,N
1472,N,first,6,23,F,N
1473,N,third,4,6,F,N
1474,Y,third,8,16,A,N
1475,Y,second,59,25,C,Y
1476,N,second,6,12,F,N
1477,Y,third,76,79,C,N
1478,N,third,8,13,A,N
1479,Y,first,3,7,D,N
1480,Y,second,73,56,A,N
1481,Y,first,10,9,C,Y
1482,N,second,66,13,C,Y
1483,N,first,3,29,F,N
1484,N,third,95,90,F,N
1485,Y,third,87,25,A,N
1486,N,second,3,6,F,N
1487,N,first,18,14,D,N
1488,Y,third,47,13,B,N
1489,Y,first,0,13,F,Y
1490,Y,third,16,52,F,N
1491,N,first,85,34,A,N
1492,Y,third,9,1,F,N
1493,Y,second,82,73,F,Y
1494,Y,third,73,63,A,N
1495,Y,second,65,95,F,N
1496,Y,third,54,61,A,Y
1497,Y,second,66,54,D,N
1498,Y,third,21,49,C,Y
1499,Y,third,5,19,F,Y
1500,Y,third,48,78,A,N
1501,N,second,74,90,A,N
1502,Y,first,28,23,B,Y
1503,N,first,18,3,D,N
1504,N,second,9,20,F,N
1505,Y,second,57,68,A,N
1506,Y,first,63,84,C,Y
1507,Y,first,66,37,D,N
1508,Y,second,17,8,F,N
1509,Y,third,4,19,C,Y
1510,Y,third,11,90,F,N
1511,N,second,2,16,A,N
1512,Y,third,35,64,A,N
1513,N,third,7,3,A,N
1514,Y,third,91,17,A,N
1515,N,third,32,10,A,N
1516,N,second,13,96,D,N
1517,Y,third,42,91,C,Y
1518,N,third,65,68,D,Y
1519,N,third,15,2,D,N
1520,Y,third,20,32,D,Y
1521,Y,first,90,73,B,Y
1522,N,first,82,69,A,N
1523,N,third,8,10,A,N
1524,Y,third,30,53,A,Y
1525,N,third,1,11,F,N
1526,Y,third,60,84,B,N
1527,Y,third,37,39,F,Y
1528,N,second,6,11,B,N
1529,Y,third,14,25,D,Y
1530,Y,second,11,57,D,Y
1531,Y,third,4,1,B,N
1532,Y,first,28,45,D,Y
1533,Y,third,52,64,A,N
1534,N,second,67,47,B,N
1535,Y,first,53,55,C,Y
1536,N,third,50,54,B,Y
1537,Y,third,25,52,D,N
1538,N,first,14,6,F,N
1539,Y,first,59,42,C,Y
1540,Y,third,69,12,B,N
1541,N,third,54,59,F,Y
1542,N,first,15,1,D,N
1543,Y,second,40,69,A,Y
1544,N,third,18,21,F,N
1545,Y,third,3,13,A,N
1546,Y,first,40,75,C,N
1547,N,first,34,9,C,N
1548,Y,first,15,22,C,Y
1549,N,third,58,51,C,Y
1550,Y,second,1,6,A,N
1551,Y,third,63,51,B,N
1552,N,third,90,94,A,N
1553,N,second,87,76,A,N
1554,N,second,1,15,A,N
1555,Y,first,24,20,D,Y
1556,N,third,7,16,A,N
1557,Y,first,68,89,B,N
1558,Y,third,67,93,D,Y
1559,Y,third,25,54,D,N
1560,N,third,1,35,F,Y
1561,Y,third,9,3,B,N
1562,Y,second,93,79,D,N
1563,Y,third,5,3,F,N
1564,Y,first,13,6,F,N
1565,N,third,2,13,F,N
1566,N,first,15,24,D,N
1567,Y,first,51,36,C,Y
1568,Y,third,52,58,C,Y
1569,Y,second,71,48,B,N
1570,Y,second,92,32,B,Y
1571,Y,first,9,16,F,N
1572,Y,second,2,3,A,N
1573,N,first,9,12,D,N
1574,Y,third,71,93,A,N
1575,N,second,13,26,F,N
1576,N,third,81,90,B,Y
1577,Y,third,7,12,A,N
1578,Y,second,64,31,D,N
1579,Y,first,10,11,D,Y
1580,N,second,2,25,D,N
1581,N,third,66,63,B,N
1582,N,second,15,8,D,N
1583,N,third,70,31,A,Y
1584,Y,third,62,88,A,Y
1585,Y,third,33,37,B,Y
1586,Y,first,17,9,D,Y
1587,Y,second,60,90,A,N
1588,Y,third,48,76,F,N
1589,Y,third,22,58,A,N
1590,Y,third,73,61,F,N
1591,Y,second,52,50,B,Y
1592,Y,third,65,74,A,N
1593,N,third,6,5,A,N
1594,Y,first,1,10,D,N
1595,N,third,6,1,B,N
1596,N,second,68,79,C,N
1597,N,first,38,52,D,N
1598,Y,first,46,52,C,Y
1599,Y,third,51,28,A,Y
1600,Y,first,85,66,B,N
1601,Y,first,49,52,B,Y
1602,N,second,15,23,D,N
1603,N,first,2,26,F,N
1604,Y,third,59,59,F,N
1605,Y,second,4,1,F,Y
1606,N,second,30,13,B,N
1607,N,first,16,19,F,N
1608,N,third,56,19,D,N
1609,Y,second,34,42,D,Y
1610,Y,first,46,12,D,Y
1611,Y,third,17,69,A,N
1612,Y,third,60,58,C,N
1613,N,third,6,12,F,N
1614,N,first,15,26,D,N
1615,Y,third,35,78,F,N
1616,N,second,13,25,F,N
1617,N,third,54,57,B,Y
1618,N,third,90,94,F,N
1619,Y,second,66,64,A,N
1620,Y,third,7,21,D,N
1621,N,first,5,2,D,N
1622,N,first,64,37,A,N
1623,N,third,26,57,B,N
1624,N,second,69,93,D,N
1625,Y,second,77,37,C,N
1626,Y,third,51,47,B,Y
1627,N,second,11,21,C,N
1628,Y,first,69,21,A,Y
1629,Y,third,15,8,F,Y
1630,Y,third,54,56,F,N
1631,Y,third,2,7,F,N
1632,Y,third,2,13,B,N
1633,N,third,2,12,A,N
1634,N,third,2,3,A,N
1635,Y,first,27,49,D,Y
1636,Y,first,88,73,D,Y
1637,N,second,8,14,D,N
1638,N,third,26,10,A,N
1639,N,second,89,48,C,N
1640,Y,third,20,69,B,N
1641,Y,first,11,9,C,Y
1642,Y,third,63,76,C,N
1643,Y,second,31,45,D,Y
1644,Y,first,4,3,F,N
1645,N,first,16,26,F,N
1646,N,third,48,7,B,N
1647,Y,first,45,59,D,Y
1648,Y,first,31,28,F,N
1649,N,third,3,6,A,N
1650,N,first,7,25,D,N
1651,Y,third,63,42,B,N
1652,Y,third,61,74,A,N
1653,Y,third,48,33,B,N
1654,N,third,98,9,F,Y
1655,Y,first,41,35,D,Y
1656,N,third,30,41,D,N
1657,Y,third,12,72,A,N
1658,Y,second,84,52,C,Y
1659,Y,third,5,15,A,N
1660,Y,first,99,20,C,N
1661,N,third,20,50,D,Y
1662,Y,third,55,58,F,N
1663,N,first,59,13,B,N
1664,N,third,67,98,A,N
1665,Y,third,4,41,C,N
1666,Y,third,61,50,F,N
1667,Y,third,13,74,D,N
1668,Y,first,26,51,D,Y
1669,Y,first,57,29,C,Y
1670,Y,first,29,73,C,N
1671,N,second,63,78,D,N
1672,N,third,33,67,F,N
1673,Y,first,17,6,D,Y
1674,Y,third,16,55,A,N
1675,N,third,8,10,F,N
1676,Y,second,78,73,A,N
1677,Y,third,3,11,A,N
1678,Y,second,14,50,C,N
1679,N,third,51,66,D,Y
1680,Y,second,55,59,C,Y
1681,Y,third,64,58,F,N
1682,Y,third,48,84,D,N
1683,Y,third,60,3,A,Y
1684,Y,second,14,5,D,N
1685,N,second,5,9,F,N
1686,Y,first,41,56,A,Y
1687,Y,second,69,59,F,N
1688,N,second,38,60,A,Y
1689,N,first,16,14,F,N
1690,N,third,1,10,A,N
1691,N,second,90,94,C,N
1692,Y,third,15,33,A,Y
1693,N,first,63,76,B,N
1694,N,third,2,7,B,N
1695,Y,third,23,37,A,Y
1696,N,third,40,60,B,Y
1697,N,second,3,14,D,N
1698,Y,third,54,73,D,N
1699,Y,second,46,48,D,Y
1700,N,third,91,74,A,N
1701,Y,third,71,58,B,N
1702,N,third,79,93,C,N
1703,Y,third,5,29,F,N
1704,Y,first,88,74,F,N
1705,Y,third,5,14,F,Y
1706,N,second,14,23,D,N
1707,N,third,18,22,D,N
1708,Y,first,34,55,D,N
1709,Y,third,22,74,C,N
1710,Y,first,59,31,A,Y
1711,N,third,8,4,A,N
1712,Y,first,25,53,F,Y
1713,Y,first,79,73,A,Y
1714,Y,first,7,11,C,Y
1715,Y,second,30,28,B,Y
1716,N,first,31,50,D,N
1717,N,third,90,49,A,N
1718,Y,third,2,13,B,N
1719,Y,first,79,18,F,N
1720,Y,second,26,24,D,Y
1721,Y,third,62,29,D,Y
1722,N,first,21,1,B,N
1723,Y,third,10,8,B,Y
1724,N,second,4,3,A,N
1725,N,third,33,53,D,Y
1726,N,second,5,15,A,N
1727,N,third,7,1,B,N
1728,Y,first,45,65,D,N
1729,Y,first,6,25,D,N
1730,Y,first,24,25,D,Y
1731,Y,second,11,20,F,N
1732,Y,third,70,61,B,N
1733,N,second,78,10,F,N
1734,Y,first,18,19,B,Y
1735,Y,third,64,15,F,N
1736,N,third,91,87,A,Y
1737,Y,third,19,71,A,N
1738,Y,first,20,52,B,Y
1739,N,third,89,85,B,N
1740,N,second,9,7,D,N
1741,Y,third,98,92,D,N
1742,N,third,4,5,A,N
1743,Y,second,7,10,A,N
1744,N,second,6,4,F,N
1745,N,third,74,67,F,N
1746,Y,first,12,8,D,Y
1747,Y,first,49,56,F,Y
1748,Y,second,86,85,B,N
1749,Y,first,56,56,C,Y
1750,Y,first,29,37,D,Y
1751,Y,first,29,68,D,N
1752,Y,first,93,85,F,Y
1753,N,third,6,2,F,N
1754,N,first,67,32,A,N
1755,Y,first,54,48,C,Y
1756,Y,third,44,64,D,N
1757,Y,first,38,21,B,N
1758,Y,second,97,50,A,N
1759,Y,third,97,23,A,N
1760,N,first,41,66,F,N
1761,Y,first,51,87,D,Y
1762,Y,first,16,34,A,Y
1763,N,first,2,5,F,N
1764,Y,second,50,30,C,Y
1765,N,third,6,94,D,N
1766,Y,third,51,55,D,Y
1767,Y,third,15,10,F,Y
1768,Y,second,23,38,D,Y
1769,N,first,11,13,D,N
1770,Y,second,13,52,D,Y
1771,Y,second,73,23,A,N
1772,N,second,1,24,D,N
1773,Y,first,0,20,A,Y
1774,N,third,5,1,D,N
1775,Y,third,2,5,A,N
1776,N,third,96,98,A,N
1777,Y,first,49,20,A,Y
1778,Y,first,31,79,A,N
1779,N,first,19,24,F,N
1780,Y,third,79,52,A,N
1781,Y,third,32,89,A,Y
1782,N,second,74,78,A,N
1783,Y,first,88,52,A,N
1784,N,first,96,30,A,N
1785,Y,first,63,59,F,Y
1786,Y,second,63,64,D,Y
1787,N,third,1,7,A,N
1788,Y,third,24,59,D,Y
1789,Y,second,63,98,D,N
1790,Y,third,69,61,B,N
1791,N,first,17,20,D,N
1792,Y,third,11,46,F,Y
1793,N,third,4,5,B,N
1794,Y,third,1,5,B,N
1795,N,first,13,20,D,N
1796,N,second,9,6,D,N
1797,N,third,4,5,A,N
1798,N,third,63,33,C,N
1799,Y,third,74,56,A,N
1800,Y,second,16,21,F,N
1801,Y,third,98,25,B,N
1802,Y,second,5,58,A,Y
1803,N,third,93,92,D,N
1804,Y,third,57,24,C,Y
1805,Y,third,71,99,D,Y
1806,Y,first,43,51,D,Y
1807,N,first,14,3,F,N
1808,Y,first,76,59,B,N
1809,N,second,64,93,C,N
1810,N,first,12,29,D,N
