,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,passed_checkpoint_1,passed_checkpoint_2,passed_checkpoint_3
275,Y,second,83,79,A,40.0,73.0,D,29.0,B,55.0,C,A,D,4,11,2,N,True,True,True
276,Y,second,45,36,C,15.0,12.0,F,,,,,,,4,1,0,Y,True,False,False
277,N,second,2,22,F,28.0,51.0,D,80.0,C,98.0,F,B,C,5,11,8,N,True,True,True
278,N,third,96,63,A,44.0,29.0,C,94.0,D,,,,,4,2,3,Y,True,True,False
279,N,first,6,5,F,40.0,50.0,D,48.0,F,70.0,B,F,A,10,16,4,N,True,True,True
280,N,third,3,14,A,8.0,15.0,D,39.0,A,25.0,A,C,C,0,2,2,N,True,True,True
281,Y,third,32,40,C,10.0,12.0,F,32.0,F,,,,,9,2,1,Y,True,True,False
282,Y,first,16,15,D,,,,,,,,,,3,1,0,Y,False,False,False
283,Y,second,80,82,C,66.0,49.0,A,55.0,A,56.0,F,B,A,16,7,4,N,True,True,True
284,N,third,68,78,F,54.0,30.0,D,,,,,,,5,1,0,Y,True,False,False
285,Y,first,48,50,A,27.0,47.0,D,,,,,,,1,0,1,Y,True,False,False
286,N,first,65,49,A,89.0,81.0,F,24.0,F,26.0,F,B,D,18,8,5,N,True,True,True
287,N,third,13,27,D,26.0,43.0,D,55.0,C,45.0,C,D,C,26,14,7,N,True,True,True
288,N,third,9,10,A,13.0,56.0,B,44.0,B,27.0,B,D,C,4,3,1,N,True,True,True
289,Y,third,73,92,B,56.0,60.0,F,70.0,F,83.0,B,A,C,8,5,1,N,True,True,True
290,N,first,44,27,C,33.0,38.0,F,94.0,B,85.0,A,A,A,15,22,7,N,True,True,True
291,Y,first,30,26,A,98.0,21.0,B,84.0,D,32.0,A,B,C,16,11,8,N,True,True,True
292,Y,first,97,68,D,68.0,9.0,B,49.0,B,54.0,F,C,F,15,11,3,N,True,True,True
293,N,third,3,15,F,2.0,32.0,B,31.0,D,27.0,A,B,D,0,3,2,N,True,True,True
294,Y,third,2,16,A,12.0,55.0,C,44.0,D,26.0,C,C,A,4,2,2,N,True,True,True
295,Y,second,93,90,A,73.0,18.0,C,23.0,F,86.0,A,B,B,15,10,3,N,True,True,True
296,N,second,2,9,F,8.0,28.0,B,26.0,F,20.0,A,C,A,1,3,1,N,True,True,True
297,N,third,94,68,C,73.0,71.0,B,42.0,A,39.0,A,A,C,9,11,3,N,True,True,True
298,Y,third,97,35,B,46.0,82.0,B,37.0,D,,,,,4,4,0,Y,True,True,False
299,Y,third,8,4,A,10.0,12.0,F,37.0,B,29.0,D,C,C,0,3,1,N,True,True,True
300,N,third,35,56,D,76.0,83.0,C,,,,,,,4,2,0,Y,True,False,False
301,N,second,7,17,F,48.0,31.0,C,47.0,A,95.0,A,F,C,9,8,8,N,True,True,True
302,Y,first,20,40,C,21.0,39.0,C,,,,,,,4,1,1,Y,True,False,False
303,N,third,3,16,F,8.0,48.0,B,37.0,A,27.0,A,A,D,4,2,1,N,True,True,True
304,Y,second,13,53,A,83.0,69.0,A,94.0,F,65.0,C,C,A,13,5,3,N,True,True,True
305,N,second,4,13,B,,,,,,,,,,5,0,0,Y,False,False,False
306,Y,third,18,6,D,,,,,,,,,,4,1,0,Y,False,False,False
307,Y,first,28,8,D,,,,,,,,,,3,1,1,Y,False,False,False
308,Y,third,7,9,F,8.0,26.0,D,47.0,A,28.0,A,C,B,1,3,2,N,True,True,True
309,Y,second,93,46,C,18.0,56.0,A,78.0,D,9.0,F,A,A,8,5,4,N,True,True,True
310,N,third,12,8,F,,,,,,,,,,6,2,1,Y,False,False,False
311,Y,second,8,0,F,,,,,,,,,,2,0,1,Y,False,False,False
312,Y,second,82,68,A,82.0,37.0,B,21.0,F,53.0,A,F,A,14,7,4,N,True,True,True
313,N,third,4,3,F,33.0,42.0,B,85.0,C,57.0,B,B,C,27,5,4,N,True,True,True
314,Y,first,54,26,C,55.0,8.0,F,,,,,,,1,2,1,Y,True,False,False
315,N,second,4,11,A,8.0,51.0,C,28.0,B,24.0,B,B,A,1,3,2,N,True,True,True
316,Y,third,75,68,A,72.0,83.0,A,33.0,B,49.0,A,A,A,12,7,2,N,True,True,True
317,Y,third,60,57,A,99.0,66.0,A,26.0,F,57.0,C,F,A,12,7,3,N,True,True,True
318,N,third,59,65,C,78.0,99.0,D,,,,,,,0,0,2,Y,True,False,False
319,N,third,3,11,B,3.0,16.0,B,32.0,A,20.0,A,A,C,0,2,2,N,True,True,True
320,N,third,2,9,B,11.0,26.0,C,37.0,B,23.0,A,D,C,1,3,2,N,True,True,True
321,N,second,9,25,D,49.0,36.0,D,88.0,C,77.0,D,A,D,3,10,6,N,True,True,True
322,N,third,6,12,A,2.0,30.0,B,47.0,D,26.0,B,F,A,0,3,1,N,True,True,True
323,N,first,10,21,F,31.0,36.0,C,47.0,C,77.0,B,B,B,12,19,6,N,True,True,True
324,Y,first,57,2,A,24.0,6.0,D,45.0,A,15.0,F,C,D,1,6,2,Y,True,True,True
325,Y,first,51,22,C,58.0,19.0,D,,,,,,,0,2,0,Y,True,False,False
326,N,second,8,23,D,45.0,53.0,D,50.0,F,30.0,D,B,D,6,11,4,N,True,True,True
327,Y,third,2,20,D,4.0,51.0,C,17.0,D,27.0,C,A,F,11,4,1,Y,True,True,True
328,Y,first,20,78,F,15.0,48.0,F,18.0,D,,,,,4,2,0,Y,True,True,False
329,N,third,8,1,A,13.0,49.0,C,47.0,A,25.0,F,D,A,3,3,1,N,True,True,True
330,Y,third,67,63,F,68.0,50.0,A,78.0,B,89.0,C,F,A,7,7,5,N,True,True,True
331,Y,first,16,81,D,98.0,2.0,A,47.0,D,10.0,A,F,A,3,11,3,N,True,True,True
332,Y,third,55,75,A,72.0,76.0,A,92.0,F,64.0,A,F,A,10,8,5,N,True,True,True
333,N,second,18,8,F,21.0,32.0,F,66.0,C,96.0,A,D,D,24,17,4,N,True,True,True
334,N,second,6,19,F,28.0,35.0,F,77.0,B,92.0,C,F,D,12,10,4,N,True,True,True
335,N,third,5,12,A,13.0,42.0,C,49.0,A,29.0,A,C,A,0,1,2,N,True,True,True
336,N,third,9,2,F,13.0,17.0,A,27.0,F,26.0,D,A,D,4,1,1,N,True,True,True
337,Y,third,77,93,C,77.0,58.0,B,68.0,B,79.0,F,A,C,3,5,3,N,True,True,True
338,N,third,5,15,A,8.0,32.0,F,27.0,B,27.0,D,A,C,3,3,2,N,True,True,True
339,Y,third,6,3,A,13.0,19.0,A,47.0,A,27.0,B,A,A,4,2,1,N,True,True,True
340,N,third,80,35,F,62.0,92.0,B,38.0,B,53.0,A,A,B,13,3,1,N,True,True,True
341,N,third,3,14,A,5.0,40.0,B,31.0,D,25.0,B,C,C,2,2,2,N,True,True,True
342,N,third,44,56,D,31.0,15.0,B,94.0,B,,,,,6,1,2,Y,True,True,False
343,N,third,75,57,B,83.0,5.0,A,29.0,A,31.0,A,A,C,5,4,4,N,True,True,True
344,Y,third,35,42,A,28.0,12.0,F,,,,,,,0,1,1,Y,True,False,False
345,Y,third,77,94,F,80.0,51.0,A,28.0,A,55.0,A,B,A,19,4,5,N,True,True,True
346,Y,first,6,15,D,,,,,,,,,,1,0,0,Y,False,False,False
347,N,third,8,6,A,2.0,33.0,C,45.0,D,26.0,A,A,D,0,3,1,N,True,True,True
348,Y,second,4,74,F,13.0,38.0,D,14.0,F,,,,,3,3,0,Y,True,True,False
349,Y,first,21,34,F,,,,,,,,,,1,1,0,Y,False,False,False
350,N,first,47,11,D,44.0,78.0,A,70.0,F,80.0,B,C,D,6,23,3,N,True,True,True
351,N,second,17,4,D,56.0,36.0,D,58.0,A,98.0,B,B,B,13,15,5,N,True,True,True
352,N,second,29,68,B,58.0,78.0,C,,,,,,,6,2,2,Y,True,False,False
353,Y,second,98,54,B,46.0,56.0,A,57.0,C,62.0,A,F,A,12,3,1,N,True,True,True
354,Y,second,22,36,D,40.0,33.0,F,,,,,,,3,1,1,Y,True,False,False
355,N,third,68,66,A,83.0,83.0,D,,,,,,,3,3,1,Y,True,False,False
356,N,third,7,1,B,8.0,14.0,A,41.0,A,22.0,B,A,D,4,1,2,N,True,True,True
357,N,third,7,10,A,9.0,21.0,A,44.0,B,24.0,A,B,A,0,3,1,N,True,True,True
358,Y,third,27,63,F,60.0,45.0,B,61.0,F,71.0,D,D,B,9,6,5,N,True,True,True
359,N,third,77,70,A,82.0,92.0,A,66.0,F,82.0,F,B,A,8,18,6,N,True,True,True
360,N,second,43,67,A,54.0,91.0,D,,,,,,,2,3,1,Y,True,False,False
361,Y,first,15,1,D,,,,,,,,,,2,0,0,Y,False,False,False
362,Y,first,8,11,D,51.0,31.0,D,86.0,D,73.0,F,F,B,12,15,6,N,True,True,True
363,N,third,6,34,B,,,,,,,,,,2,2,1,Y,False,False,False
364,Y,first,54,51,B,55.0,1.0,D,,,,,,,0,2,0,Y,True,False,False
365,Y,third,86,78,B,56.0,42.0,A,80.0,A,48.0,D,D,A,7,6,2,N,True,True,True
366,N,second,99,89,A,47.0,11.0,B,0.0,F,88.0,A,F,D,10,8,4,N,True,True,True
367,Y,second,50,32,B,59.0,10.0,F,,,,,,,1,1,1,Y,True,False,False
368,N,third,51,29,D,62.0,45.0,C,13.0,B,33.0,C,B,F,1,6,7,N,True,True,True
369,Y,third,76,77,A,69.0,67.0,B,49.0,F,91.0,D,C,A,5,9,2,N,True,True,True
370,Y,second,29,57,D,14.0,21.0,F,,,,,,,3,1,0,Y,True,False,False
371,Y,first,28,29,D,64.0,2.0,C,19.0,F,19.0,B,C,F,14,5,1,Y,True,True,True
372,N,third,2,6,A,4.0,26.0,D,47.0,A,27.0,A,D,A,4,1,1,N,True,True,True
373,Y,second,30,60,D,69.0,24.0,B,56.0,F,61.0,A,A,A,14,8,2,N,True,True,True
374,Y,second,97,57,C,86.0,96.0,D,57.0,F,56.0,C,A,A,16,17,1,N,True,True,True
375,N,third,62,56,C,37.0,7.0,F,,,,,,,0,4,2,Y,True,False,False
376,Y,first,43,17,D,71.0,94.0,C,60.0,C,33.0,C,C,D,3,6,0,Y,True,True,True
377,Y,second,75,76,A,52.0,37.0,A,9.0,F,94.0,F,A,B,4,11,4,N,True,True,True
378,Y,third,44,63,A,74.0,20.0,C,89.0,F,64.0,D,A,A,8,9,2,N,True,True,True
379,N,third,2,3,B,6.0,44.0,C,49.0,A,21.0,A,B,C,3,2,2,N,True,True,True
380,N,second,8,17,F,32.0,35.0,D,88.0,C,60.0,D,F,B,26,6,7,N,True,True,True
381,Y,first,28,58,B,54.0,43.0,C,17.0,F,87.0,A,F,A,12,8,3,N,True,True,True
382,N,third,7,7,F,12.0,44.0,A,43.0,B,20.0,D,A,B,1,1,2,N,True,True,True
383,N,first,50,84,D,62.0,34.0,F,,,,,,,1,4,1,Y,True,False,False
384,N,second,9,23,D,25.0,39.0,C,59.0,C,65.0,A,D,B,17,5,8,N,True,True,True
385,Y,second,48,12,A,80.0,22.0,C,70.0,F,96.0,F,B,A,15,19,1,N,True,True,True
386,N,second,96,67,F,31.0,63.0,F,,,,,,,7,4,2,Y,True,False,False
387,Y,first,43,46,D,25.0,39.0,F,,,,,,,3,0,0,Y,True,False,False
388,N,third,3,2,A,3.0,57.0,B,49.0,B,20.0,B,D,C,1,1,2,N,True,True,True
389,N,second,95,13,F,47.0,81.0,D,74.0,A,25.0,C,D,C,1,6,8,N,True,True,True
390,Y,first,0,6,F,,,,,,,,,,1,0,0,Y,False,False,False
391,Y,second,18,9,D,22.0,51.0,F,93.0,B,90.0,A,B,B,8,3,7,N,True,True,True
392,Y,second,65,75,A,20.0,98.0,A,9.0,D,37.0,F,F,F,3,3,2,Y,True,True,True
393,Y,first,18,29,B,,,,,,,,,,3,1,1,Y,False,False,False
394,Y,second,54,29,A,57.0,6.0,F,,,,,,,1,0,0,Y,True,False,False
395,N,first,4,4,F,33.0,46.0,D,60.0,A,91.0,C,B,A,11,3,5,N,True,True,True
396,N,second,1,27,F,27.0,44.0,B,74.0,B,54.0,B,B,C,23,4,5,N,True,True,True
397,Y,first,3,34,F,71.0,13.0,B,22.0,C,13.0,B,D,F,7,3,1,Y,True,True,True
398,N,second,3,3,B,4.0,8.0,A,38.0,F,20.0,A,A,D,4,2,1,N,True,True,True
399,N,second,59,23,A,80.0,73.0,B,78.0,C,47.0,F,D,C,0,12,7,N,True,True,True
400,N,third,11,7,B,,,,,,,,,,6,0,1,Y,False,False,False
401,Y,third,44,65,A,99.0,60.0,C,33.0,F,82.0,D,F,A,17,5,5,N,True,True,True
402,Y,first,23,70,A,76.0,48.0,A,30.0,B,37.0,D,D,A,14,18,2,N,True,True,True
403,Y,third,48,52,A,81.0,24.0,C,12.0,F,97.0,A,F,A,13,9,4,N,True,True,True
404,Y,second,38,39,D,25.0,99.0,F,7.0,B,27.0,B,F,F,10,4,0,Y,True,True,True
405,Y,third,33,56,D,38.0,22.0,F,,,,,,,1,0,1,Y,True,False,False
406,Y,third,24,75,F,52.0,24.0,C,94.0,D,52.0,A,F,B,11,7,4,N,True,True,True
407,Y,first,99,67,A,32.0,56.0,F,85.0,F,,,,,10,4,0,Y,True,True,False
408,Y,first,24,51,F,85.0,74.0,A,11.0,F,58.0,D,F,F,11,5,5,N,True,True,True
409,Y,second,59,34,C,27.0,24.0,F,,,,,,,1,2,1,Y,True,False,False
410,Y,second,58,59,F,78.0,70.0,A,40.0,F,53.0,C,A,A,11,5,2,N,True,True,True
411,N,third,3,16,B,4.0,38.0,D,36.0,A,26.0,B,C,A,4,1,2,N,True,True,True
412,Y,third,14,55,B,50.0,74.0,B,94.0,B,59.0,A,F,A,17,5,4,N,True,True,True
413,Y,third,57,31,A,82.0,48.0,F,74.0,D,65.0,A,B,C,7,6,1,N,True,True,True
414,Y,second,52,41,C,40.0,10.0,F,,,,,,,0,0,0,Y,True,False,False
415,Y,first,46,66,A,67.0,62.0,A,7.0,C,74.0,D,C,A,6,5,2,N,True,True,True
416,Y,third,89,18,B,60.0,61.0,C,39.0,D,,,,,5,3,1,Y,True,True,False
417,Y,first,41,35,D,9.0,49.0,F,,,,,,,4,1,0,Y,True,False,False
418,N,third,24,38,F,,,,,,,,,,4,1,0,Y,False,False,False
419,N,third,4,27,D,25.0,33.0,B,84.0,B,99.0,A,F,D,18,14,6,N,True,True,True
420,Y,second,71,60,F,67.0,44.0,F,4.0,B,55.0,C,F,B,10,9,4,N,True,True,True
421,Y,first,36,26,F,82.0,4.0,F,26.0,D,,,,,8,0,0,Y,True,True,False
422,Y,second,12,1,F,,,,,,,,,,1,0,1,Y,False,False,False
423,Y,second,73,52,B,82.0,66.0,F,27.0,B,33.0,D,F,A,11,24,1,N,True,True,True
424,Y,second,79,77,D,81.0,88.0,A,7.0,B,96.0,A,F,C,18,3,3,N,True,True,True
425,N,first,15,3,F,34.0,39.0,B,46.0,B,66.0,A,C,C,28,8,6,N,True,True,True
426,N,third,84,17,B,26.0,63.0,C,87.0,F,,,,,8,4,3,Y,True,True,False
427,Y,first,91,30,A,51.0,43.0,D,8.0,B,39.0,F,F,C,10,5,0,Y,True,True,True
428,N,second,4,4,F,8.0,40.0,D,32.0,B,26.0,A,C,C,0,1,1,N,True,True,True
429,N,third,7,8,A,4.0,23.0,D,49.0,D,23.0,F,B,B,2,2,1,N,True,True,True
430,Y,third,73,57,C,92.0,33.0,D,0.0,D,70.0,C,D,B,16,5,4,N,True,True,True
431,Y,second,6,76,B,58.0,19.0,C,44.0,F,,,,,9,0,0,Y,True,True,False
432,N,second,8,16,A,12.0,23.0,B,40.0,D,28.0,D,B,A,3,2,1,N,True,True,True
433,N,second,19,14,D,35.0,35.0,D,94.0,B,91.0,C,F,D,8,11,5,N,True,True,True
434,Y,third,56,57,B,95.0,24.0,F,99.0,F,88.0,F,C,A,11,8,3,N,True,True,True
435,Y,second,42,37,F,4.0,37.0,F,,,,,,,0,0,1,Y,True,False,False
436,N,second,9,3,B,11.0,31.0,C,39.0,A,25.0,A,A,A,1,3,1,N,True,True,True
437,Y,first,75,57,D,71.0,7.0,C,27.0,D,,,,,9,1,1,Y,True,True,False
438,N,third,5,6,A,12.0,39.0,B,30.0,B,28.0,B,A,A,2,2,1,N,True,True,True
439,N,second,48,54,A,59.0,67.0,D,,,,,,,0,2,0,Y,True,False,False
440,Y,third,44,71,F,85.0,73.0,B,68.0,A,19.0,B,D,D,15,6,4,N,True,True,True
441,Y,first,94,37,D,64.0,33.0,C,12.0,C,82.0,D,A,F,8,3,5,N,True,True,True
442,Y,third,7,7,C,,,,,,,,,,3,0,0,Y,False,False,False
443,Y,first,11,15,F,,,,,,,,,,3,1,1,Y,False,False,False
444,Y,third,70,37,A,56.0,65.0,C,87.0,F,71.0,B,F,A,7,2,2,N,True,True,True
445,N,first,67,74,D,31.0,84.0,D,4.0,A,3.0,A,A,D,12,7,3,N,True,True,True
446,N,first,5,26,F,52.0,45.0,D,64.0,B,70.0,B,B,D,16,19,4,N,True,True,True
447,N,first,77,86,D,49.0,90.0,F,3.0,B,41.0,A,A,A,13,14,3,N,True,True,True
448,N,second,5,12,B,13.0,23.0,D,39.0,F,20.0,F,A,D,2,1,1,N,True,True,True
449,Y,second,6,10,F,,,,,,,,,,3,1,1,Y,False,False,False
450,Y,second,70,1,B,60.0,71.0,C,58.0,D,43.0,A,F,A,9,4,6,N,True,True,True
451,Y,first,30,52,B,33.0,34.0,C,,,,,,,0,1,1,Y,True,False,False
452,Y,third,23,77,A,52.0,25.0,A,43.0,B,79.0,D,D,B,8,5,5,N,True,True,True
453,Y,first,75,71,A,71.0,96.0,C,41.0,C,37.0,F,B,A,19,5,3,N,True,True,True
454,Y,first,3,6,D,,,,,,,,,,0,0,0,Y,False,False,False
455,Y,third,75,31,A,87.0,64.0,B,63.0,B,70.0,F,A,B,13,3,2,N,True,True,True
456,Y,third,43,68,B,82.0,43.0,A,49.0,B,82.0,D,F,A,17,8,3,N,True,True,True
457,Y,second,59,16,A,20.0,16.0,C,40.0,A,23.0,C,F,F,1,1,0,Y,True,True,True
458,Y,second,15,3,F,51.0,36.0,C,88.0,C,43.0,D,F,D,22,19,6,N,True,True,True
459,N,second,4,7,A,1.0,8.0,F,39.0,B,21.0,B,A,C,2,3,1,N,True,True,True
460,Y,first,16,18,B,,,,,,,,,,0,1,1,Y,False,False,False
461,Y,first,84,54,A,54.0,93.0,C,77.0,A,94.0,A,A,C,14,8,1,N,True,True,True
462,Y,first,24,28,B,68.0,40.0,F,61.0,D,,,,,7,0,1,Y,True,True,False
463,Y,first,16,8,D,,,,,,,,,,0,0,1,Y,False,False,False
464,N,first,91,51,A,48.0,46.0,A,,,,,,,2,2,0,Y,True,False,False
465,N,second,6,5,F,2.0,41.0,C,31.0,A,21.0,A,A,A,0,3,1,N,True,True,True
466,N,third,5,10,F,6.0,37.0,D,28.0,B,25.0,C,A,A,1,3,2,N,True,True,True
467,Y,first,15,26,F,26.0,41.0,D,71.0,C,37.0,D,D,C,27,3,8,N,True,True,True
468,N,first,6,15,F,25.0,40.0,F,96.0,B,54.0,F,B,A,10,14,5,N,True,True,True
469,Y,second,8,2,B,12.0,48.0,A,25.0,D,20.0,A,D,A,0,3,2,N,True,True,True
470,N,third,16,16,F,43.0,53.0,D,91.0,B,42.0,C,C,A,10,10,7,N,True,True,True
471,Y,first,58,44,A,59.0,13.0,F,,,,,,,1,0,0,Y,True,False,False
472,Y,first,35,10,A,11.0,79.0,D,58.0,D,,,,,11,3,0,Y,True,True,False
473,N,third,11,20,F,,,,,,,,,,3,0,1,Y,False,False,False
474,N,first,67,35,C,39.0,96.0,F,90.0,D,5.0,B,D,A,6,24,1,N,True,True,True
475,Y,third,46,76,F,77.0,42.0,F,98.0,F,97.0,F,F,A,15,7,5,N,True,True,True
476,Y,third,19,48,D,,,,,,,,,,0,2,0,Y,False,False,False
477,Y,third,49,65,F,95.0,49.0,D,20.0,F,68.0,C,C,A,11,6,3,N,True,True,True
478,Y,third,14,22,A,51.0,60.0,C,64.0,F,,,,,9,0,0,Y,True,True,False
479,N,second,17,24,F,40.0,32.0,D,72.0,B,34.0,A,B,D,5,3,4,N,True,True,True
480,N,third,28,76,D,55.0,54.0,C,90.0,A,27.0,A,C,A,16,22,6,N,True,True,True
481,Y,first,10,17,F,30.0,40.0,F,84.0,F,91.0,A,B,D,24,15,8,N,True,True,True
482,Y,second,73,69,F,27.0,44.0,B,23.0,C,,,,,6,1,0,Y,True,True,False
483,Y,first,26,97,D,11.0,67.0,F,44.0,A,13.0,D,A,C,3,23,5,N,True,True,True
484,Y,second,87,33,A,81.0,18.0,B,23.0,C,19.0,D,D,D,7,5,3,Y,True,True,True
485,N,third,2,40,A,68.0,30.0,C,92.0,F,,,,,7,4,1,Y,True,True,False
486,Y,first,66,66,A,76.0,47.0,A,51.0,D,94.0,F,F,A,6,5,5,N,True,True,True
487,Y,third,70,66,D,50.0,44.0,B,50.0,F,99.0,C,F,A,10,5,3,N,True,True,True
488,N,second,4,12,B,8.0,55.0,B,48.0,D,23.0,A,C,A,3,3,2,N,True,True,True
489,Y,first,52,36,A,35.0,22.0,F,,,,,,,0,2,1,Y,True,False,False
490,Y,third,85,65,D,80.0,32.0,A,52.0,A,67.0,A,A,D,11,6,3,N,True,True,True
491,N,second,67,67,A,75.0,87.0,A,,,,,,,2,3,1,Y,True,False,False
492,N,first,2,26,D,54.0,46.0,C,45.0,A,65.0,B,B,C,4,3,7,N,True,True,True
493,N,first,71,2,D,16.0,38.0,B,75.0,A,99.0,F,A,A,12,14,7,N,True,True,True
494,Y,third,58,78,F,50.0,33.0,B,52.0,C,81.0,B,F,A,8,6,5,N,True,True,True
495,Y,second,4,16,A,10.0,21.0,C,25.0,A,28.0,B,C,D,3,1,2,N,True,True,True
496,Y,second,71,85,A,53.0,32.0,A,8.0,D,60.0,A,D,D,17,5,1,N,True,True,True
497,Y,third,4,10,B,10.0,12.0,C,32.0,A,28.0,A,B,D,1,1,1,N,True,True,True
498,N,second,71,70,C,71.0,11.0,A,38.0,F,2.0,A,C,B,8,18,2,N,True,True,True
499,N,second,70,66,B,40.0,33.0,D,24.0,C,62.0,A,F,D,12,11,1,N,True,True,True
500,Y,second,57,59,C,48.0,20.0,F,,,,,,,1,1,0,Y,True,False,False
501,Y,third,62,59,D,45.0,59.0,C,30.0,D,,,,,1,0,0,Y,True,True,False
502,Y,second,28,50,D,24.0,33.0,F,,,,,,,0,1,1,Y,True,False,False
503,Y,second,27,10,D,67.0,73.0,A,6.0,D,25.0,D,F,A,4,8,4,N,True,True,True
504,Y,third,57,66,B,67.0,20.0,D,62.0,F,51.0,B,A,A,9,8,5,N,True,True,True
505,Y,third,45,50,A,55.0,54.0,A,35.0,F,73.0,C,F,B,9,9,3,N,True,True,True
506,Y,second,97,37,B,49.0,36.0,A,37.0,F,38.0,F,B,A,10,10,3,N,True,True,True
507,Y,first,10,21,F,,,,,,,,,,1,2,0,Y,False,False,False
508,Y,third,42,7,B,23.0,67.0,B,53.0,F,89.0,A,F,C,5,19,5,N,True,True,True
509,N,second,5,12,F,9.0,51.0,C,39.0,B,26.0,B,B,C,1,1,2,N,True,True,True
510,Y,first,19,12,F,52.0,31.0,D,55.0,C,62.0,C,D,B,19,14,8,N,True,True,True
511,Y,first,8,11,F,,,,,,,,,,2,0,0,Y,False,False,False
512,Y,first,26,68,B,93.0,73.0,A,98.0,B,94.0,A,C,F,17,6,4,N,True,True,True
513,N,third,3,15,F,2.0,37.0,B,44.0,A,23.0,A,C,D,2,2,2,N,True,True,True
514,Y,second,96,53,C,68.0,20.0,A,36.0,F,24.0,C,D,C,7,7,1,N,True,True,True
515,Y,third,25,54,B,12.0,1.0,F,38.0,D,,,,,6,4,1,Y,True,True,False
516,N,third,61,62,B,78.0,62.0,C,37.0,F,38.0,B,B,F,8,8,5,N,True,True,True
517,Y,first,14,94,C,75.0,24.0,A,68.0,C,84.0,A,A,C,0,16,1,N,True,True,True
518,N,first,9,11,F,45.0,34.0,F,58.0,D,72.0,C,B,C,5,3,6,N,True,True,True
519,Y,third,55,52,D,72.0,79.0,F,72.0,F,56.0,D,A,A,12,9,5,N,True,True,True
520,Y,second,8,8,D,20.0,33.0,D,78.0,B,63.0,B,A,A,4,9,4,N,True,True,True
521,Y,first,12,5,F,,,,,,,,,,0,1,1,Y,False,False,False
522,Y,third,77,51,A,78.0,41.0,B,76.0,F,74.0,C,A,A,8,9,2,N,True,True,True
523,Y,first,3,24,F,29.0,47.0,D,46.0,C,51.0,C,F,A,17,13,8,N,True,True,True
524,Y,first,14,27,F,55.0,33.0,F,46.0,B,59.0,B,B,D,6,5,5,N,True,True,True
525,N,third,46,79,A,10.0,4.0,B,64.0,B,4.0,F,A,B,12,19,3,N,True,True,True
526,Y,third,11,73,B,50.0,69.0,C,97.0,F,87.0,B,F,B,6,5,3,N,True,True,True
527,Y,third,12,68,F,66.0,22.0,F,48.0,C,63.0,C,A,A,10,7,2,N,True,True,True
528,Y,third,1,79,A,23.0,1.0,F,39.0,B,62.0,C,A,A,16,12,1,N,True,True,True
529,N,second,4,32,B,,,,,,,,,,7,2,0,Y,False,False,False
530,N,second,20,74,B,60.0,75.0,C,22.0,C,38.0,A,A,C,19,2,8,N,True,True,True
531,Y,second,76,82,F,40.0,80.0,A,40.0,A,41.0,A,F,D,14,11,1,N,True,True,True
532,Y,third,78,72,F,27.0,64.0,C,31.0,F,,,,,5,1,1,Y,True,True,False
533,Y,second,17,20,F,32.0,46.0,C,57.0,D,31.0,F,A,D,28,9,8,N,True,True,True
534,N,third,3,96,F,39.0,25.0,A,79.0,C,,,,,6,2,3,Y,True,True,False
535,Y,third,49,54,D,31.0,41.0,C,,,,,,,2,0,0,Y,True,False,False
536,Y,third,64,10,B,23.0,9.0,C,59.0,C,78.0,A,B,F,6,4,2,N,True,True,True
537,Y,third,16,76,F,56.0,36.0,B,76.0,A,63.0,F,C,F,6,6,3,N,True,True,True
538,Y,second,84,74,A,75.0,41.0,A,46.0,C,95.0,A,A,C,14,4,2,N,True,True,True
539,Y,second,56,51,B,54.0,9.0,F,,,,,,,1,1,1,Y,True,False,False
540,Y,second,95,63,C,75.0,77.0,A,18.0,C,38.0,D,B,B,17,5,5,N,True,True,True
541,N,first,93,79,C,98.0,29.0,F,27.0,C,99.0,D,D,A,17,24,3,N,True,True,True
542,Y,second,41,12,F,32.0,10.0,D,65.0,F,,,,,3,1,0,Y,True,True,False
543,N,third,32,68,A,88.0,59.0,D,,,,,,,2,2,1,Y,True,False,False
544,N,third,7,25,F,,,,,,,,,,7,0,1,Y,False,False,False
545,Y,first,55,25,C,38.0,19.0,F,,,,,,,1,2,0,Y,True,False,False
546,N,first,18,12,D,20.0,41.0,C,62.0,B,98.0,C,B,C,5,4,8,N,True,True,True
547,Y,third,59,70,C,67.0,24.0,D,41.0,F,72.0,F,D,B,13,5,5,N,True,True,True
548,Y,third,35,56,B,70.0,58.0,A,3.0,F,64.0,C,D,B,11,7,5,N,True,True,True
549,Y,third,31,97,A,71.0,24.0,A,61.0,B,13.0,A,C,F,9,0,2,Y,True,True,True
550,Y,first,50,36,D,59.0,7.0,F,,,,,,,1,2,1,Y,True,False,False
551,Y,first,58,25,A,63.0,3.0,D,,,,,,,0,1,0,Y,True,False,False
552,Y,third,18,23,D,,,,,,,,,,2,1,0,Y,False,False,False
553,Y,third,32,44,A,74.0,43.0,D,57.0,D,,,,,11,2,0,Y,True,True,False
554,N,second,33,67,A,92.0,16.0,C,61.0,F,,,,,11,4,3,Y,True,True,False
555,N,third,80,38,C,49.0,5.0,A,46.0,C,20.0,B,F,C,9,15,5,N,True,True,True
